"","H","epoch","trainingMSE","validationSME"
"72",2,220,6.0359729646013,7.09765629925063
"73",2,230,5.9609824779681,7.06211972401995
"74",2,240,5.90205245918962,6.93936265294031
"75",2,250,5.81375359842057,6.9289249084549
"76",2,260,5.75208933307642,6.85796014176988
"77",2,270,5.69314721479311,6.83552732568607
"78",2,280,5.63975879184827,6.64522779694846
"79",2,290,5.13993752592459,6.03740833652411
"80",2,300,5.23249136390924,6.17534347876489
"81",2,310,5.10158835668913,6.03070633304392
"82",2,320,5.25314559772115,6.31579988339014
"83",2,330,5.1802643177314,6.20695603831661
"84",2,340,5.00594116207529,5.96942098428958
"85",2,350,4.81079358638256,5.78484677562244
"86",2,360,4.61300528381403,5.65457651818454
"87",2,370,4.7315760435771,5.64042333224124
"88",2,380,4.44737527552114,5.50266828638016
"89",2,390,4.64810237022311,5.70526644673845
"90",2,400,4.59048078537404,5.68786298838371
"91",2,410,4.52170167879167,5.61993200267302
"92",2,420,4.45396545554442,5.58975749338252
"93",2,430,4.38535503766441,5.54580282106541
"94",2,440,4.32070512355226,5.28630423030391
"95",2,450,4.26780077241057,5.27636925110454
"96",2,460,4.2083499558046,5.09572815466246
"97",2,470,4.14418920958157,4.92177258813623
"98",2,480,3.99887895425726,4.85178368294501
"99",2,490,3.96953320048666,4.84790857653475
"100",2,500,3.88857817337845,4.69288047770332
"101",3,10,15.6695002523465,15.2137936582977
"102",3,20,9.73019457555298,9.78223207001456
"103",3,30,8.71902665896294,8.7740160795076
"104",3,40,8.67569923966655,8.47177878248574
"105",3,50,7.38952171331878,7.08275105673068
"106",3,60,7.15793882154543,6.68319668251332
"107",3,70,6.83932131930655,6.53796134668538
"108",3,80,6.57652739290564,6.17847827403905
"109",3,90,6.60020323430012,6.3432837781377
"110",3,100,5.91058163212547,5.98063200567928
"111",3,110,5.96819617195074,5.91259074904807
"112",3,120,6.35877587567705,5.85242553977532
"113",3,130,5.41740740066295,5.43062210298655
"114",3,140,5.2445504412356,5.37530305491985
"115",3,150,6.16816090834468,6.08900107910671
"116",3,160,5.37017560624172,5.6087809339053
"117",3,170,4.34174797102906,4.5819017022221
"118",3,180,5.08836161634219,5.18783221962716
"119",3,190,3.74572962173452,4.24923124290328
"120",3,200,4.69303748073273,4.7375649167687
"121",3,210,4.02005779855655,4.46279173359263
"122",3,220,4.01140450066482,4.38768228407455
"123",3,230,3.5132105726605,4.08718604518944
"124",3,240,4.17189925069546,4.59580216427653
"125",3,250,3.79184361013848,4.22543182953217
"126",3,260,3.52007617130036,4.31073230724659
"127",3,270,4.01675178853996,4.65126498298839
"128",3,280,3.70642641722832,4.05037158060927
"129",3,290,3.21132986828731,4.09651401456045
"130",3,300,2.78107034026146,3.54664186667998
"131",3,310,3.14690705126979,3.859317717145
"132",3,320,3.73540632878449,4.28169934102246
"133",3,330,2.92252614728932,3.37503754147305
"134",3,340,2.89665406475333,3.80251550732513
"135",3,350,2.49098100720219,3.53963950759944
"136",3,360,2.90291804739648,3.7642637656141
"137",3,370,2.22425566499471,3.3848791576144
"138",3,380,2.00238151805195,3.34855942068923
"139",3,390,2.24670975611617,3.49796479201026
"140",3,400,2.10833315118248,3.43563966579643
"141",3,410,2.18617337149217,3.34066535376482
"142",3,420,2.35076935387391,3.45431508427567
"143",3,430,2.3984152744795,3.5205216428575
"144",3,440,2.11202840473707,3.44991489265459
"145",3,450,2.05653735201638,3.36194186723841
"146",3,460,1.93991498673236,3.27659091599708
"147",3,470,2.00178998909441,3.27385185718884
"148",3,480,1.88204322418034,3.30555189096509
"149",3,490,1.94770118386086,3.25383861267228
"150",3,500,1.85454022316741,3.33228699100817
"151",4,10,11.3739743163231,11.0711857410111
"152",4,20,8.25204327426237,8.88089539898118
"153",4,30,7.77571408132548,8.53981362544798
"154",4,40,7.43673429385963,8.16107210390108
"155",4,50,6.91637810455523,7.25077404639956
"156",4,60,6.07207052863609,6.45609581792159
"157",4,70,7.18079176390521,7.51735455083075
"158",4,80,7.26832666269384,7.48872280936691
"159",4,90,6.91040783337596,6.7517239009253
"160",4,100,6.26554709065498,6.36439584676198
"161",4,110,6.73445936082708,6.82731573145186
"162",4,120,6.69568691771142,6.78331485676607
"163",4,130,7.01953764802539,7.73348172300679
"164",4,140,7.10690401345313,7.52872021885413
"165",4,150,6.61247126586755,6.85756767339841
"166",4,160,6.49032438772855,6.73465987060711
"167",4,170,6.45416363281142,6.7058853696275
"168",4,180,6.32943136063649,6.51714088452392
"169",4,190,6.07918062254261,6.35654365398591
"170",4,200,6.00669872257088,6.50266109145568
"171",4,210,5.57088767551625,5.89549556149367
"172",4,220,5.72308771571091,6.0923382129179
"173",4,230,5.53054669091152,5.86116021970357
"174",4,240,5.42593829498234,5.74016189415961
"175",4,250,5.51666426147913,5.69054464219684
"176",4,260,5.27996269948478,5.28301362748834
"177",4,270,5.34171233405726,5.31531439435207
"178",4,280,5.03054389713832,5.05228124653767
"179",4,290,5.09131000130608,4.99743579313169
"180",4,300,5.06755952703937,4.94882606678495
"181",4,310,4.9068095409741,4.81907177440883
"182",4,320,4.92728162156962,4.76543643604186
"183",4,330,4.87099401957652,4.6825155132798
"184",4,340,4.89908764521319,4.57533259020415
"185",4,350,4.40139009387751,4.34778474569371
"186",4,360,4.81148653930953,4.42677113720154
"187",4,370,4.48848352731444,4.29896181646241
"188",4,380,4.5503730313157,4.22809419654075
"189",4,390,3.40646941322442,3.41499148823177
"190",4,400,3.56604973101355,3.46191615125291
"191",4,410,3.32863221847317,3.27352377071897
"192",4,420,3.41453915806055,3.37186576535252
"193",4,430,3.21119754652329,3.2249876700187
"194",4,440,3.13789973868568,3.23097275438843
"195",4,450,2.99640646110582,3.04567790496163
"196",4,460,3.29467350097854,3.38618669474129
"197",4,470,3.02756503305652,2.98539719756004
"198",4,480,3.24720523928825,3.17240387649201
"199",4,490,3.00174162680586,3.13146576665877
"200",4,500,3.02783329623241,3.22477559335678
"201",5,10,8.4903458056111,9.18362308464488
"202",5,20,8.28006685458898,8.67747044134551
"203",5,30,5.88962813091355,6.0146838479049
"204",5,40,4.69376376276971,4.68022926673693
"205",5,50,4.13756712773815,4.09269942551171
"206",5,60,4.01721289048886,4.10687865193152
"207",5,70,3.84465223420207,3.93013590170161
"208",5,80,3.82455900416505,3.98184883937652
"209",5,90,3.31141128000484,3.67637356071841
"210",5,100,3.09799838271824,3.46373866101323
"211",5,110,3.47101643536941,3.71730638622334
"212",5,120,3.08550759741906,3.36499935759436
"213",5,130,3.02271024064581,3.34269713698009
"214",5,140,2.7483525627751,3.14324276771522
"215",5,150,5.3252363091499,4.96941856636247
"216",5,160,3.31679958198411,3.48966794304672
"217",5,170,3.15696689248081,3.3450492957535
"218",5,180,2.96733334889502,3.11705376710474
"219",5,190,2.77497396255469,3.07352143457937
"220",5,200,2.82708365064446,3.0828491668478
"221",5,210,2.37965972537822,2.83263301195018
"222",5,220,2.43012909274055,2.8243444381582
"223",5,230,2.32855055063353,2.80030058384727
"224",5,240,2.41317865940394,2.70142670733943
"225",5,250,2.3154116058389,2.66224173915879
"226",5,260,2.25272277626063,2.67282284552973
"227",5,270,2.19489813517679,2.5857870763368
"228",5,280,2.19700055419529,2.55671471605418
"229",5,290,2.11589641915415,2.58937299331959
"230",5,300,2.1746212360402,2.63799421847178
"231",5,310,2.1038610640464,2.47458659887346
"232",5,320,2.03885749739526,2.52801971692489
"233",5,330,2.0468253284258,2.57246117244184
"234",5,340,1.90077552238787,2.56811825902379
"235",5,350,1.97639833042877,2.50716496955974
"236",5,360,1.85771995916572,2.51239153444262
"237",5,370,1.84146642361226,2.46706860952416
"238",5,380,1.8136609446977,2.44103493105867
"239",5,390,1.79164967617571,2.46057112687621
"240",5,400,1.75116857955922,2.37070584249133
"241",5,410,1.70295539876066,2.36122482308506
"242",5,420,1.77723457669932,2.40789442106832
"243",5,430,1.70772080926281,2.40938229712824
"244",5,440,1.71639854022323,2.42321074456306
"245",5,450,2.19058289089656,2.67168977099743
"246",5,460,1.83271468125604,2.4031796951299
"247",5,470,2.09789900730334,2.56202355324122
"248",5,480,1.92790359442114,2.57830405732885
"249",5,490,2.00442923722929,2.50258593338223
"250",5,500,1.90759163229053,2.36135497141438
"251",6,10,8.35832791295893,8.54742818416723
"252",6,20,7.21684964281207,7.15796349341064
"253",6,30,6.49839077163633,6.85222128814681
"254",6,40,5.64409596576477,5.7854767572461
"255",6,50,8.03144015836826,7.74501107198538
"256",6,60,7.96663109071161,7.79659410892672
"257",6,70,8.24495548866327,8.16937460117221
"258",6,80,8.35740933931814,9.00150337269698
"259",6,90,8.53847351430539,9.35835713770226
"260",6,100,5.03970942074046,5.97005120514232
"261",6,110,6.89579031592873,7.90721526366226
"262",6,120,4.85191890086241,6.1157365732572
"263",6,130,6.46404000404032,7.50891428245381
"264",6,140,6.34173315293971,7.31555179773684
"265",6,150,5.78348027848313,6.85760082992857
"266",6,160,4.6802254662922,5.51147381555367
"267",6,170,4.32889743004472,5.00594459935617
"268",6,180,4.05932336754677,5.13930181091016
"269",6,190,3.71461075422357,4.82245428573168
"270",6,200,3.6727577584004,4.91152641764327
"271",6,210,3.50267685141918,4.51649332423172
"272",6,220,3.76279210381054,4.79939705965164
"273",6,230,4.0009742509198,5.0622964129775
"274",6,240,3.52350809779397,4.51216804505189
"275",6,250,3.41131866379061,4.41679246260561
"276",6,260,3.49639240521588,4.45586980247157
"277",6,270,3.54120911891362,4.42059816900435
"278",6,280,3.403597195898,4.33431059253526
"279",6,290,3.59711902112322,4.5383861366938
"280",6,300,3.34268696956895,4.36174407606188
"281",6,310,3.46860303975007,4.43832283355354
"282",6,320,3.46487610287293,4.41123235754576
"283",6,330,3.43245156382362,4.3859278710967
"284",6,340,3.47179664201605,4.4858548201204
"285",6,350,3.51131497945741,4.47538777071451
"286",6,360,3.44251026931026,4.43551874524073
"287",6,370,3.34594241343019,4.39196258360655
"288",6,380,3.27131350877338,4.26228593363645
"289",6,390,3.17931585988997,4.10906333115734
"290",6,400,3.15832701846857,4.10979159482627
"291",6,410,3.11666663832993,4.02228855199314
"292",6,420,3.20204684749786,4.19862873088086
"293",6,430,3.15183717251386,4.09902635086492
"294",6,440,3.13857685330204,4.04775635690321
"295",6,450,3.04213799268112,3.95140820005247
"296",6,460,3.0162011337417,3.97716781199931
"297",6,470,2.7788616536166,3.6616091833807
"298",6,480,2.66074963275194,3.5623645465772
"299",6,490,2.53197280353736,3.46631265305887
"300",6,500,2.47560031957069,3.38747402164507
"301",7,10,7.21112912112437,7.09594077469642
"302",7,20,7.59814079174468,7.61114938442161
"303",7,30,6.4430107966958,6.80427487701631
"304",7,40,4.88577193860062,5.35126019062418
"305",7,50,4.69990120709734,5.07934479997702
"306",7,60,4.76253662338908,5.26758179709929
"307",7,70,4.46904865694104,4.8834313798129
"308",7,80,5.82389887824187,6.60928365237596
"309",7,90,5.99714468094154,6.77761654853351
"310",7,100,4.60934738159727,5.69094190255278
"311",7,110,4.04893093661169,5.21064042455963
"312",7,120,3.96016405430394,4.8137545029928
"313",7,130,3.95446443324072,5.15782378945734
"314",7,140,3.78299756018614,4.99411209218793
"315",7,150,4.65932775890774,6.11513196381797
"316",7,160,4.11184332211995,5.47722305528466
"317",7,170,5.43230843009702,7.05075840065795
"318",7,180,4.81240779617278,6.74845328183733
"319",7,190,5.17882908473054,6.68320337508643
"320",7,200,4.61800122904906,5.78294322408401
"321",7,210,4.13501405416493,5.33822809996421
"322",7,220,3.04438616837976,4.23648714158566
"323",7,230,4.21135627932194,5.48646330349956
"324",7,240,2.99572793132998,4.25894630601439
"325",7,250,3.27362769728664,4.57864568766993
"326",7,260,3.87210044476506,5.04608521916847
"327",7,270,3.97866758797981,5.14436048309033
"328",7,280,3.16978058774733,4.45413716573308
"329",7,290,3.18944394159691,4.38848994603749
"330",7,300,3.11379776314662,4.45861286171825
"331",7,310,3.16879594107532,4.22484793425811
"332",7,320,3.84236974286665,4.79596127225692
"333",7,330,2.96911912646538,4.23685320754555
"334",7,340,3.34168254823634,4.42726110589032
"335",7,350,2.70721314869201,3.84911144046301
"336",7,360,2.52066579761711,3.79528279672092
"337",7,370,2.80228739152105,3.94656431053676
"338",7,380,2.39249969824284,3.67336915257909
"339",7,390,2.40366765748069,3.65528257174912
"340",7,400,2.37471664930332,3.95485754717742
"341",7,410,2.41324368883045,3.78332411425531
"342",7,420,2.3282540241646,3.69777025336895
"343",7,430,2.28230956313707,3.78584990632298
"344",7,440,2.30074191942664,3.7207645123412
"345",7,450,2.46518322969987,3.76249953845422
"346",7,460,2.13530638220295,3.37753076566658
"347",7,470,2.16421710160498,3.48575472145038
"348",7,480,2.17462419284177,3.46915091713352
"349",7,490,2.1307146633161,3.35366905108854
"350",7,500,1.7317224825142,2.88891142513715
"351",8,10,9.51098612546891,9.68178390808097
"352",8,20,9.40973829249035,9.5623193735427
"353",8,30,7.30812268259402,7.34367605252346
"354",8,40,6.5583053801074,6.34630091445421
"355",8,50,8.72784362043016,8.50602305067044
"356",8,60,5.23523472936396,5.42440033168939
"357",8,70,7.11165096966839,7.09679209833414
"358",8,80,5.47886877537394,5.54738055482184
"359",8,90,4.99742424261198,4.49253679414495
"360",8,100,4.01686948722606,3.85143762470777
"361",8,110,3.9858280978719,3.81358757898639
"362",8,120,6.08135509313171,6.02798268231424
"363",8,130,3.98100223140668,4.07082744594671
"364",8,140,4.04417817329556,4.55747755901487
"365",8,150,3.66121821016273,3.7883604246094
"366",8,160,3.49405874496985,3.4646110838418
"367",8,170,3.54937052828843,3.46261173447519
"368",8,180,3.46052535543153,3.63422497364639
"369",8,190,3.55398450133533,3.52916573138818
"370",8,200,3.32800370069658,3.07565658435939
"371",8,210,3.33364557699577,3.28205044029964
"372",8,220,3.1405251790128,3.1401178751473
"373",8,230,3.34080441392812,3.15247267914591
"374",8,240,2.96710664354739,3.25150393887205
"375",8,250,2.91559192086719,3.09453571789543
"376",8,260,3.15896947333416,3.30691369373756
"377",8,270,3.6965137705671,3.63243216006732
"378",8,280,3.08045686343887,3.31050361278653
"379",8,290,2.87632420409768,3.29737991505695
"380",8,300,2.75707930258206,3.35863568103758
"381",8,310,2.45852133527152,3.16738289514945
"382",8,320,2.59945295879595,3.42982275285947
"383",8,330,2.56736606279364,3.39706259539145
"384",8,340,2.40482495063233,3.07307730164621
"385",8,350,2.3770072901883,3.15084522699471
"386",8,360,2.43797830598898,3.29568018747706
"387",8,370,2.77443810936477,3.43163030286721
"388",8,380,2.01400060464317,3.03478870181069
"389",8,390,1.86746056233051,3.08089635135226
"390",8,400,1.96413453646477,3.25997073163616
"391",8,410,1.85718371823682,3.06391879466244
"392",8,420,1.8491749951484,3.21666787484212
"393",8,430,2.02398611937865,2.86592923993723
"394",8,440,1.75694628361334,2.73516575986088
"395",8,450,1.87170366275178,2.98127031917478
"396",8,460,1.6892338041307,2.80037969498295
"397",8,470,1.7514664292699,2.7913752468047
"398",8,480,1.72912700321693,2.92931560439879
"399",8,490,1.64290865090791,2.91352007408897
"400",8,500,1.69951117200756,2.87975013432682
"401",9,10,5.96185203533421,5.44496101792315
"402",9,20,6.88361772328739,6.37540682442041
"403",9,30,9.53359319890162,9.62747564319479
"404",9,40,8.01730597694297,8.14391651916715
"405",9,50,5.29263577590961,6.40199866026636
"406",9,60,6.32537010073145,6.62346440286523
"407",9,70,6.66952969294233,7.68157933517438
"408",9,80,6.4047589408584,7.05728885712985
"409",9,90,6.63877935838387,7.64286106949743
"410",9,100,6.77486309697091,7.47002347304953
"411",9,110,6.41168790411909,6.50790809655925
"412",9,120,5.25004370740959,5.93596505985476
"413",9,130,4.46464880416503,5.07919936119032
"414",9,140,4.7020647060028,5.20680588733254
"415",9,150,3.8408931996916,4.44465582074849
"416",9,160,3.55225108647823,4.13271626392242
"417",9,170,3.53790765439945,4.3291766395846
"418",9,180,4.66831322783107,5.31462142495401
"419",9,190,4.01390798680733,4.96139079103534
"420",9,200,3.41083874739864,4.43972289754487
"421",9,210,3.014577534612,4.09541491794336
"422",9,220,2.95681663145055,4.0088218478724
"423",9,230,2.92842051710793,4.12144114569241
"424",9,240,2.83058646555522,4.02841966906905
"425",9,250,2.88450351234417,3.96803208447703
"426",9,260,2.90055440180487,3.8591948539646
"427",9,270,2.8111843692171,3.86314427262581
"428",9,280,2.90207396827305,4.01999794814913
"429",9,290,2.35838369813963,3.38188523247508
"430",9,300,2.33111543395515,3.38617304507617
"431",9,310,2.32346393581446,3.31253774402345
"432",9,320,2.23835707907289,3.32935364600279
"433",9,330,2.06226524035766,3.33640131731533
"434",9,340,1.94368644787872,3.17030649968162
"435",9,350,2.03297955114899,3.10419627779138
"436",9,360,2.00950335146378,3.41682857140089
"437",9,370,1.85218266652113,3.04878080128607
"438",9,380,1.82183556163001,3.02288442838223
"439",9,390,1.72600227578138,2.93162992920245
"440",9,400,1.68546137890213,2.90795665291991
"441",9,410,1.64227594262757,2.80642762471458
"442",9,420,1.73862507145173,3.02907488960024
"443",9,430,1.57581992329363,2.73847247459308
"444",9,440,1.52175767153819,2.64669669110016
"445",9,450,1.44988045883356,2.6266505000271
"446",9,460,1.37628626026663,2.69199521415111
"447",9,470,1.37372156585816,2.65924159000501
"448",9,480,1.29271588858158,2.54707430971213
"449",9,490,1.27473654277846,2.47424451276991
"450",9,500,1.22253782955245,2.5230554713327
"451",10,10,8.39891330813368,7.45990406155691
"452",10,20,9.08948781572762,9.38737694561251
"453",10,30,8.8808148129205,9.82563266578035
"454",10,40,6.04399209285012,6.95168535497138
"455",10,50,5.20922220269349,6.12850279996361
"456",10,60,4.93409681868599,5.87629166047505
"457",10,70,4.28681362380427,5.2137642476974
"458",10,80,4.61745821211198,5.99491889678703
"459",10,90,4.29628102540981,5.94999971985637
"460",10,100,4.24845499208882,5.73071299538585
"461",10,110,3.09902325313219,4.93281867448796
"462",10,120,3.22498205301315,4.68910953346964
"463",10,130,3.53653706240765,4.83322052042188
"464",10,140,4.52880395001249,5.76655022155145
"465",10,150,3.37418137453349,5.18559627253991
"466",10,160,3.32029227530169,4.23760809135217
"467",10,170,2.63016265363206,3.96576736604132
"468",10,180,4.13924649077793,5.386338677249
"469",10,190,2.8624348415668,3.99460149031931
"470",10,200,2.87728863803025,4.13380508087048
"471",10,210,2.36200064206354,3.99245650433762
"472",10,220,2.75309456530107,4.62099900092095
"473",10,230,2.68882153995019,3.64208573086682
"474",10,240,2.060486898023,3.48484511010441
"475",10,250,1.93906604345824,3.21825457452628
"476",10,260,1.70892190447923,3.17323051750277
"477",10,270,1.62364187788436,3.17812534201556
"478",10,280,1.47528080446708,3.05815408290534
"479",10,290,1.58465965200493,3.2640094853984
"480",10,300,1.67257770546922,3.27302216220732
"481",10,310,1.38117210005312,3.08349369322199
"482",10,320,1.42523329629499,3.09651954070668
"483",10,330,1.68172302410253,2.81656364002129
"484",10,340,1.25951669076913,2.87453177843029
"485",10,350,1.15092367658606,2.65580489808402
"486",10,360,1.36398127358756,3.06180757441326
"487",10,370,1.68001105644646,2.70047910227964
"488",10,380,1.57897966985323,2.71770485442612
"489",10,390,1.5478430463047,2.75702256339893
"490",10,400,1.36417533565282,2.49918878317089
"491",10,410,1.33910750392994,2.431012568005
"492",10,420,1.04343273537648,2.20708258061221
"493",10,430,1.0356847924744,2.17650061364578
"494",10,440,1.08675766534908,2.30787689242333
"495",10,450,0.959758820066961,2.22293369562946
"496",10,460,1.35221546727394,2.46749833391753
"497",10,470,0.885394535003118,2.10313149064899
"498",10,480,1.18900447548645,2.39551196186048
"499",10,490,1.09480748082533,2.45508592521306
"500",10,500,0.983888123423257,2.47064795531592
