Player;Season;Season Type;Team;Games;Min;Pts;OReb;Dreb;Reb;Ast;Stl;Blk;TO;PF;FGM;FGA;FG%;3PTM;3PTA;3PT%;FTM;FTA;FT%
Carmelo Anthony;2016-2017;REG;Knicks;74;34.30;22.42;0.85;5.05;5.91;2.88;0.85;0.41;2.05;2.68;8.14;18.78;0.433;2.04;5.68;0.360;4.11;4.93;0.833
Kyle Lowry;2016-2017;REG;Raptors;60;37.40;22.40;0.80;4.02;4.82;6.95;1.47;0.33;2.87;2.83;7.10;15.27;0.465;3.22;7.77;0.414;4.98;6.08;0.819
Klay Thompson;2016-2017;REG;Warriors;78;33.96;22.33;0.64;3.06;3.71;2.05;0.83;0.50;1.64;1.78;8.26;17.65;0.468;3.44;8.29;0.414;2.38;2.79;0.853
Devin Booker;2016-2017;REG;Suns;78;35.01;22.13;0.60;2.60;3.21;3.44;0.92;0.26;3.10;3.10;7.77;18.33;0.424;1.88;5.19;0.363;4.71;5.65;0.832
Gordon Hayward;2016-2017;REG;Jazz;73;34.46;21.93;0.66;4.74;5.40;3.45;1.00;0.27;1.92;1.60;7.47;15.82;0.472;2.04;5.12;0.398;4.96;5.88;0.844
Blake Griffin;2016-2017;REG;Clippers;61;34.04;21.57;1.82;6.33;8.15;4.90;0.95;0.41;2.31;2.57;7.85;15.92;0.493;0.62;1.85;0.336;5.25;6.90;0.760
Eric Bledsoe;2016-2017;REG;Suns;66;32.97;21.06;0.79;4.09;4.88;6.35;1.38;0.47;3.38;2.48;6.80;15.71;0.433;1.58;4.68;0.337;5.88;6.94;0.847
Brook Lopez;2016-2017;REG;Nets;75;29.63;20.52;1.59;3.80;5.39;2.35;0.49;1.67;2.45;2.56;7.40;15.64;0.473;1.79;5.15;0.347;3.93;4.85;0.810
Mike Conley;2016-2017;REG;Grizzlies;69;33.22;20.51;0.45;3.10;3.55;6.26;1.33;0.28;2.26;1.83;6.72;14.62;0.460;2.48;6.07;0.408;4.58;5.33;0.859
Goran Dragic;2016-2017;REG;Heat;73;33.69;20.32;0.84;2.99;3.82;5.81;1.23;0.18;2.89;2.73;7.32;15.42;0.474;1.60;3.96;0.405;4.08;5.16;0.790
Joel Embiid;2016-2017;REG;76ers;31;25.36;20.23;1.97;5.84;7.81;2.13;0.87;2.42;3.77;3.61;6.45;13.84;0.466;1.16;3.16;0.367;6.16;7.87;0.783
Jabari Parker;2016-2017;REG;Bucks;51;33.88;20.10;1.55;4.61;6.16;2.78;0.96;0.43;1.82;2.18;7.82;15.96;0.490;1.27;3.49;0.365;3.18;4.27;0.743
Marc Gasol;2016-2017;REG;Grizzlies;74;34.20;19.54;0.81;5.42;6.23;4.58;0.91;1.34;2.23;2.31;7.19;15.68;0.459;1.41;3.62;0.388;3.76;4.49;0.837
Harrison Barnes;2016-2017;REG;Mavericks;79;35.49;19.22;1.22;3.84;5.05;1.48;0.85;0.18;1.30;1.62;7.58;16.20;0.468;0.99;2.81;0.351;3.06;3.56;0.861
Kevin Love;2016-2017;REG;Cavaliers;60;31.41;19.03;2.48;8.65;11.13;1.95;0.87;0.40;2.03;2.08;6.17;14.45;0.427;2.42;6.48;0.373;4.28;4.92;0.871
Zach LaVine;2016-2017;REG;Timberwolves;47;37.21;18.91;0.40;3.00;3.40;2.98;0.87;0.21;1.81;2.21;6.94;15.09;0.460;2.55;6.57;0.388;2.49;2.98;0.836
Rudy Gay;2016-2017;REG;Kings;30;33.77;18.73;1.17;5.13;6.30;2.73;1.50;0.87;2.47;2.63;6.70;14.73;0.455;1.40;3.77;0.372;3.93;4.60;0.855
Dwyane Wade;2016-2017;REG;Bulls;60;29.87;18.27;1.07;3.45;4.52;3.82;1.40;0.70;2.30;1.87;6.90;15.93;0.433;0.75;2.43;0.308;3.72;4.68;0.794
Danilo Gallinari;2016-2017;REG;Nuggets;63;33.87;18.17;0.62;4.48;5.10;2.16;0.68;0.24;1.27;1.48;5.32;11.90;0.447;2.00;5.16;0.388;5.54;6.14;0.902
Kristaps Porzingis;2016-2017;REG;Knicks;66;32.79;18.12;1.70;5.45;7.15;1.47;0.71;1.95;1.79;3.70;6.71;14.91;0.450;1.70;4.74;0.358;3.00;3.82;0.786
Chris Paul;2016-2017;REG;Clippers;61;31.49;18.10;0.69;4.33;5.02;9.25;1.95;0.13;2.41;2.39;6.13;12.87;0.476;2.03;4.95;0.411;3.80;4.26;0.892
Paul Millsap;2016-2017;REG;Hawks;69;33.96;18.06;1.61;6.14;7.75;3.64;1.30;0.88;2.32;2.70;6.23;14.09;0.442;1.09;3.49;0.311;4.51;5.87;0.768
Derrick Rose;2016-2017;REG;Knicks;64;32.53;18.03;1.02;2.81;3.83;4.42;0.69;0.27;2.30;1.31;7.19;15.27;0.471;0.20;0.94;0.217;3.45;3.95;0.874
Dennis Schroder;2016-2017;REG;Hawks;79;31.45;17.90;0.53;2.65;3.18;6.35;0.92;0.20;3.24;1.89;6.94;15.39;0.451;1.27;3.73;0.339;2.76;3.23;0.855
Lou Williams;2016-2017;REG;Lakers, Rockets;81;24.61;17.52;0.32;2.19;2.51;2.96;0.99;0.25;1.96;1.14;5.27;12.32;0.428;2.01;5.49;0.366;4.96;5.64;0.880
LaMarcus Aldridge;2016-2017;REG;Spurs;72;32.43;17.26;2.43;4.90;7.33;1.93;0.64;1.21;1.36;2.19;6.94;14.57;0.477;0.32;0.78;0.411;3.06;3.76;0.812
Hassan Whiteside;2016-2017;REG;Heat;77;32.64;17.03;3.83;10.32;14.16;0.74;0.73;2.12;2.00;2.94;7.05;12.64;0.558;0.00;0.00;0.000;2.92;4.65;0.628
George Hill;2016-2017;REG;Jazz;49;31.51;16.92;0.47;2.94;3.41;4.14;1.00;0.22;1.73;2.33;5.90;12.35;0.478;1.92;4.78;0.402;3.20;4.00;0.801
Evan Fournier;2016-2017;REG;Magic;69;32.38;16.91;0.65;2.38;3.03;2.91;0.97;0.06;2.04;2.61;5.91;13.46;0.439;1.86;5.22;0.356;3.23;4.01;0.805
Nikola Jokic;2016-2017;REG;Nuggets;73;27.92;16.73;2.92;6.92;9.84;4.92;0.81;0.73;2.34;2.93;6.77;11.74;0.576;0.62;1.90;0.324;2.58;3.12;0.825
Avery Bradley;2016-2017;REG;Celtics;55;33.36;16.25;1.18;4.91;6.09;2.18;1.25;0.20;1.62;2.56;6.53;14.11;0.463;1.96;5.05;0.388;1.24;1.69;0.731
Eric Gordon;2016-2017;REG;Rockets;75;30.98;16.23;0.39;2.32;2.71;2.49;0.64;0.51;1.61;2.00;5.49;13.52;0.406;3.28;8.81;0.372;1.96;2.33;0.840
Tobias Harris;2016-2017;REG;Pistons;82;31.30;16.11;0.77;4.30;5.07;1.72;0.73;0.48;1.13;1.62;6.23;12.96;0.481;1.33;3.83;0.347;2.32;2.76;0.841
Victor Oladipo;2016-2017;REG;Thunder;67;33.17;15.93;0.58;3.75;4.33;2.63;1.15;0.33;1.78;2.31;6.15;13.87;0.443;1.90;5.25;0.361;1.73;2.30;0.753
Dion Waiters;2016-2017;REG;Heat;46;30.09;15.85;0.39;2.93;3.33;4.37;0.87;0.43;2.24;2.07;6.11;14.41;0.424;1.85;4.70;0.394;1.78;2.76;0.646
Wilson Chandler;2016-2017;REG;Nuggets;71;30.94;15.73;1.48;4.99;6.46;2.01;0.75;0.45;1.59;2.42;6.10;13.23;0.461;1.55;4.59;0.337;1.99;2.73;0.727
D'Angelo Russell;2016-2017;REG;Lakers;63;28.74;15.62;0.51;3.03;3.54;4.79;1.38;0.27;2.78;2.06;5.57;13.76;0.405;2.14;6.11;0.351;2.33;2.98;0.782
Jrue Holiday;2016-2017;REG;Pelicans;67;32.69;15.36;0.66;3.22;3.88;7.31;1.49;0.63;2.87;1.99;6.04;13.34;0.453;1.49;4.19;0.356;1.78;2.51;0.708
Jeff Teague;2016-2017;REG;Pacers;82;32.40;15.29;0.39;3.66;4.05;7.78;1.24;0.39;2.63;2.01;4.90;11.07;0.443;1.10;3.07;0.357;4.39;5.06;0.867
Nicolas Batum;2016-2017;REG;Hornets;77;33.99;15.12;0.62;5.66;6.29;5.91;1.14;0.40;2.51;1.42;5.10;12.66;0.403;1.75;5.26;0.333;3.16;3.69;0.856
JJ Redick;2016-2017;REG;Clippers;78;28.18;15.04;0.15;2.03;2.18;1.41;0.71;0.17;1.26;1.60;5.08;11.42;0.444;2.58;6.00;0.429;2.31;2.59;0.891
Gary Harris;2016-2017;REG;Nuggets;57;31.27;14.93;0.88;2.32;3.19;2.84;1.25;0.14;1.33;1.61;5.61;11.16;0.503;1.88;4.47;0.420;1.82;2.35;0.776
Serge Ibaka;2016-2017;REG;Magic, Raptors;79;30.66;14.85;1.63;5.16;6.80;0.94;0.52;1.57;1.33;2.72;5.96;12.44;0.479;1.57;4.03;0.390;1.35;1.58;0.856
Khris Middleton;2016-2017;REG;Bucks;29;30.67;14.69;0.41;3.79;4.21;3.38;1.41;0.24;2.24;2.72;5.17;11.48;0.450;1.55;3.59;0.433;2.79;3.17;0.880
Jordan Clarkson;2016-2017;REG;Lakers;82;29.23;14.67;0.57;2.41;2.99;2.60;1.09;0.11;2.00;1.83;5.80;13.02;0.446;1.43;4.34;0.329;1.63;2.05;0.798
Nikola Vucevic;2016-2017;REG;Magic;75;28.84;14.61;2.33;8.04;10.37;2.79;1.03;1.00;1.57;2.40;6.44;13.76;0.468;0.31;1.00;0.307;1.43;2.13;0.669
Jeremy Lin;2016-2017;REG;Nets;36;24.52;14.53;0.31;3.44;3.75;5.08;1.14;0.39;2.39;2.19;4.86;11.11;0.437;1.61;4.33;0.372;3.19;3.92;0.816
Myles Turner;2016-2017;REG;Pacers;81;31.37;14.48;1.70;5.52;7.22;1.33;0.90;2.15;1.30;3.23;5.48;10.74;0.510;0.49;1.44;0.342;3.02;3.74;0.809
Tim Hardaway Jr.;2016-2017;REG;Hawks;79;27.26;14.47;0.44;2.39;2.84;2.32;0.70;0.20;1.35;1.30;5.25;11.54;0.455;1.89;5.28;0.357;2.08;2.71;0.766
Reggie Jackson;2016-2017;REG;Pistons;52;27.39;14.46;0.40;1.79;2.19;5.21;0.67;0.10;2.19;2.48;5.46;13.02;0.419;1.27;3.54;0.359;2.27;2.62;0.868
TJ Warren;2016-2017;REG;Suns;66;31.03;14.41;1.89;3.26;5.15;1.14;1.15;0.59;0.88;2.65;6.11;12.32;0.496;0.39;1.48;0.265;1.80;2.33;0.773
Enes Kanter;2016-2017;REG;Thunder;72;21.29;14.35;2.72;3.99;6.71;0.93;0.43;0.54;1.71;2.14;5.58;10.24;0.545;0.07;0.53;0.131;3.11;3.96;0.786
Dirk Nowitzki;2016-2017;REG;Mavericks;54;26.38;14.24;0.43;6.07;6.50;1.52;0.56;0.70;0.94;2.09;5.48;12.56;0.437;1.46;3.87;0.378;1.81;2.07;0.875
Zach Randolph;2016-2017;REG;Grizzlies;73;24.47;14.08;2.51;5.68;8.19;1.67;0.52;0.15;1.37;1.86;5.93;13.18;0.450;0.29;1.29;0.223;1.93;2.64;0.731
Jordan Crawford;2016-2017;REG;Pelicans;19;23.28;14.05;0.21;1.58;1.79;3.05;0.58;0.11;1.32;1.58;5.53;11.47;0.482;1.95;5.00;0.389;1.05;1.37;0.769
Rudy Gobert;2016-2017;REG;Jazz;81;33.87;14.04;3.85;8.91;12.77;1.21;0.62;2.64;1.83;3.04;5.10;7.68;0.664;0.00;0.01;0.000;3.84;5.88;0.653
Al Horford;2016-2017;REG;Celtics;68;32.26;14.00;1.40;5.40;6.79;4.96;0.79;1.29;1.69;2.03;5.57;11.75;0.474;1.26;3.54;0.357;1.59;1.99;0.800
Markieff Morris;2016-2017;REG;Wizards;76;31.24;13.99;1.42;5.07;6.49;1.67;1.08;0.58;1.72;3.34;5.34;11.67;0.458;0.93;2.58;0.362;2.37;2.83;0.837
Marcus Morris;2016-2017;REG;Pistons;79;32.47;13.99;1.00;3.67;4.67;2.03;0.66;0.32;1.10;2.13;5.33;12.77;0.417;1.49;4.53;0.330;1.84;2.34;0.784
Jae Crowder;2016-2017;REG;Celtics;72;32.40;13.88;0.68;5.11;5.79;2.15;0.99;0.32;1.11;2.24;4.63;10.00;0.463;2.18;5.47;0.398;2.44;3.01;0.811
Kentavious Caldwell-Pope;2016-2017;REG;Pistons;76;33.27;13.78;0.72;2.53;3.25;2.54;1.17;0.16;1.13;1.55;4.87;12.21;0.399;2.01;5.75;0.350;2.03;2.43;0.832
Bojan Bogdanovic;2016-2017;REG;Nets, Wizards;81;25.71;13.74;0.47;2.98;3.44;1.38;0.41;0.09;1.62;1.80;4.64;10.43;0.445;1.78;4.84;0.367;2.68;3.00;0.893
Tyler Johnson;2016-2017;REG;Heat;73;29.83;13.73;0.70;3.30;4.00;3.19;1.15;0.62;1.25;2.41;4.89;11.27;0.434;1.27;3.41;0.373;2.67;3.48;0.768
Will Barton;2016-2017;REG;Nuggets;60;28.42;13.67;0.98;3.37;4.35;3.43;0.75;0.50;1.62;1.83;4.92;11.12;0.442;1.45;3.92;0.370;2.38;3.17;0.753
Ryan Anderson;2016-2017;REG;Rockets;72;29.39;13.64;1.56;2.99;4.54;0.96;0.44;0.19;0.78;1.97;4.50;10.75;0.419;2.85;7.06;0.404;1.79;2.08;0.860
Andre Drummond;2016-2017;REG;Pistons;81;29.75;13.62;4.26;9.53;13.79;1.10;1.53;1.10;1.90;2.93;5.95;11.21;0.531;0.02;0.09;0.286;1.69;4.38;0.386
Dwight Howard;2016-2017;REG;Hawks;74;29.71;13.54;4.00;8.69;12.69;1.39;0.89;1.23;2.30;2.74;5.24;8.30;0.632;0.00;0.03;0.000;3.05;5.73;0.533
Wesley Matthews;2016-2017;REG;Mavericks;73;34.18;13.51;0.29;3.32;3.60;2.88;1.01;0.22;1.40;2.21;4.56;11.60;0.393;2.38;6.56;0.363;2.00;2.45;0.816
Otto Porter;2016-2017;REG;Wizards;80;32.57;13.44;1.46;4.96;6.43;1.51;1.46;0.51;0.53;2.41;5.18;10.05;0.515;1.85;4.28;0.433;1.24;1.49;0.832
Darren Collison;2016-2017;REG;Kings;68;30.34;13.24;0.35;1.94;2.29;4.59;1.01;0.13;1.66;1.75;5.00;10.50;0.476;1.07;2.56;0.420;2.16;2.51;0.860
Nick Young;2016-2017;REG;Lakers;60;25.94;13.18;0.42;1.87;2.28;0.97;0.65;0.23;0.60;2.28;4.53;10.52;0.431;2.83;6.98;0.406;1.28;1.50;0.856
Julius Randle;2016-2017;REG;Lakers;74;28.81;13.18;2.04;6.54;8.58;3.57;0.66;0.50;2.35;3.35;5.09;10.47;0.486;0.23;0.86;0.266;2.76;3.81;0.723
Sean Kilpatrick;2016-2017;REG;Nets;70;25.05;13.10;0.31;3.69;4.00;2.26;0.66;0.09;1.94;1.69;4.34;10.49;0.414;1.50;4.40;0.341;2.91;3.46;0.843
Ersan Ilyasova;2016-2017;REG;Thunder, 76ers, Hawks;82;26.12;13.09;1.41;4.48;5.89;1.68;0.72;0.30;1.41;2.57;4.68;10.85;0.431;1.73;4.90;0.353;1.99;2.55;0.780
Robert Covington;2016-2017;REG;76ers;67;31.62;12.90;1.36;5.12;6.48;1.54;1.87;1.03;1.94;3.03;4.36;10.96;0.398;2.04;6.16;0.332;2.13;2.60;0.822
James Johnson;2016-2017;REG;Heat;76;27.43;12.83;0.87;4.09;4.96;3.63;0.99;1.11;2.26;2.59;4.84;10.11;0.479;1.14;3.36;0.341;2.00;2.83;0.707
Seth Curry;2016-2017;REG;Mavericks;70;28.98;12.83;0.36;2.19;2.54;2.69;1.13;0.09;1.31;1.80;4.83;10.03;0.481;1.96;4.59;0.427;1.21;1.43;0.850
Dario Saric;2016-2017;REG;76ers;81;26.28;12.81;1.38;4.96;6.35;2.25;0.73;0.36;2.28;2.00;4.70;11.44;0.411;1.31;4.21;0.311;2.10;2.69;0.780
Elfrid Payton;2016-2017;REG;Magic;82;29.42;12.76;1.10;3.66;4.76;6.45;1.05;0.49;2.18;2.16;5.24;11.10;0.473;0.49;1.78;0.274;1.78;2.57;0.692
Aaron Gordon;2016-2017;REG;Magic;80;28.72;12.74;1.44;3.60;5.04;1.88;0.81;0.51;1.13;2.15;4.91;10.80;0.455;0.96;3.33;0.289;1.95;2.71;0.719
DeAndre Jordan;2016-2017;REG;Clippers;81;31.73;12.70;3.67;10.09;13.75;1.19;0.63;1.65;1.43;2.62;5.09;7.12;0.714;0.00;0.02;0.000;2.53;5.25;0.482
Rodney Hood;2016-2017;REG;Jazz;59;27.00;12.68;0.27;3.15;3.42;1.63;0.64;0.19;1.12;2.24;4.61;11.27;0.409;1.93;5.19;0.373;1.53;1.95;0.783
Clint Capela;2016-2017;REG;Rockets;65;23.87;12.58;2.74;5.37;8.11;0.98;0.52;1.22;1.35;2.75;5.57;8.65;0.644;0.00;0.00;0.000;1.45;2.72;0.531
Pau Gasol;2016-2017;REG;Spurs;64;25.42;12.38;1.67;6.17;7.84;2.36;0.38;1.11;1.28;1.72;4.73;9.44;0.502;0.88;1.63;0.538;2.03;2.88;0.707
Jamal Crawford;2016-2017;REG;Clippers;82;26.31;12.29;0.21;1.35;1.56;2.60;0.76;0.16;1.62;1.40;4.38;10.61;0.413;1.41;3.93;0.360;2.12;2.48;0.857
Austin Rivers;2016-2017;REG;Clippers;74;27.75;12.01;0.27;1.91;2.18;2.73;0.66;0.14;1.57;2.53;4.36;9.88;0.442;1.50;4.04;0.371;1.78;2.58;0.691
Jonas Valanciunas;2016-2017;REG;Raptors;80;25.82;11.99;2.86;6.68;9.54;0.71;0.48;0.79;1.33;2.70;4.89;8.79;0.556;0.01;0.03;0.500;2.20;2.71;0.811
Jahlil Okafor;2016-2017;REG;76ers;50;22.68;11.80;1.64;3.18;4.82;1.16;0.38;1.00;1.80;2.44;4.84;9.42;0.514;0.00;0.00;0.000;2.12;3.16;0.671
Greg Monroe;2016-2017;REG;Bucks;81;22.50;11.74;2.05;4.51;6.56;2.30;1.11;0.46;1.74;2.09;4.78;8.96;0.533;0.00;0.06;0.000;2.19;2.95;0.741
Trevor Ariza;2016-2017;REG;Rockets;80;34.66;11.69;0.68;5.04;5.71;2.19;1.84;0.25;0.94;1.66;4.08;9.95;0.410;2.38;6.91;0.344;1.16;1.58;0.738
Frank Kaminsky;2016-2017;REG;Hornets;75;26.05;11.65;0.76;3.77;4.53;2.15;0.65;0.48;1.01;1.85;4.27;10.69;0.399;1.55;4.72;0.328;1.57;2.08;0.756
Steven Adams;2016-2017;REG;Thunder;80;29.87;11.31;3.51;4.14;7.65;1.08;1.09;0.99;1.84;2.44;4.68;8.18;0.572;0.00;0.03;0.000;1.96;3.21;0.611
Marvin Williams;2016-2017;REG;Hornets;76;30.21;11.17;1.17;5.33;6.50;1.39;0.76;0.72;0.79;1.76;3.91;9.26;0.422;1.63;4.64;0.351;1.72;1.97;0.873
Ricky Rubio;2016-2017;REG;Timberwolves;75;32.92;11.15;0.92;3.17;4.09;9.07;1.69;0.13;2.61;2.69;3.48;8.65;0.402;0.80;2.61;0.306;3.39;3.80;0.891
Brandon Knight;2016-2017;REG;Suns;54;21.11;11.02;0.44;1.80;2.24;2.39;0.52;0.09;1.63;1.61;3.87;9.70;0.399;0.83;2.57;0.324;2.44;2.85;0.857
Terrence Ross;2016-2017;REG;Raptors, Magic;78;25.06;11.00;0.23;2.44;2.67;1.13;1.13;0.42;0.87;1.83;4.18;9.58;0.436;1.82;5.04;0.361;0.82;0.99;0.831
Thaddeus Young;2016-2017;REG;Pacers;74;30.23;11.00;1.80;4.27;6.07;1.62;1.53;0.39;1.30;1.82;4.89;9.30;0.526;0.61;1.59;0.381;0.61;1.16;0.523
Jerryd Bayless;2016-2017;REG;76ers;3;23.83;11.00;1.00;3.00;4.00;4.33;0.00;0.00;3.00;1.33;3.67;10.67;0.344;0.67;1.67;0.400;3.00;3.33;0.900
Kent Bazemore;2016-2017;REG;Hawks;73;26.89;10.97;0.62;2.49;3.11;2.42;1.26;0.73;1.68;2.26;4.04;9.90;0.408;1.26;3.66;0.345;1.63;2.30;0.708
Emmanuel Mudiay;2016-2017;REG;Nuggets;55;25.56;10.96;0.55;2.73;3.27;3.96;0.76;0.24;2.22;1.73;3.78;10.02;0.377;1.02;3.22;0.316;2.38;3.04;0.784
Deron Williams;2016-2017;REG;Mavericks, Cavaliers;64;25.90;10.95;0.22;2.08;2.30;5.61;0.50;0.13;2.14;2.16;4.11;9.39;0.438;1.33;3.66;0.363;1.41;1.70;0.826
Jose Juan Barea;2016-2017;REG;Mavericks;35;22.02;10.89;0.26;2.11;2.37;5.51;0.40;0.03;1.80;0.86;4.06;9.80;0.414;1.51;4.23;0.358;1.26;1.46;0.863
Justise Winslow;2016-2017;REG;Heat;18;34.74;10.89;1.28;3.94;5.22;3.61;1.50;0.33;1.83;2.89;4.44;12.72;0.349;0.39;2.06;0.189;1.61;2.61;0.617
Taj Gibson;2016-2017;REG;Bulls, Thunder;78;25.49;10.85;2.01;4.22;6.23;0.94;0.56;0.88;1.36;2.09;4.68;9.08;0.516;0.04;0.17;0.231;1.45;2.03;0.715
Courtney Lee;2016-2017;REG;Knicks;77;31.94;10.84;0.70;2.68;3.38;2.32;1.05;0.29;0.90;1.83;4.17;9.17;0.455;1.40;3.48;0.403;1.10;1.27;0.867
Terrence Jones;2016-2017;REG;Pelicans, Bucks;54;23.53;10.81;1.22;4.44;5.67;1.07;0.69;1.00;0.91;1.24;4.28;9.06;0.472;0.35;1.39;0.253;1.91;3.15;0.606
Marcin Gortat;2016-2017;REG;Wizards;82;31.17;10.77;2.89;7.40;10.29;1.50;0.45;0.80;1.44;2.60;4.76;8.22;0.579;0.00;0.02;0.000;1.26;1.94;0.648
CJ Miles;2016-2017;REG;Pacers;76;23.37;10.72;0.39;2.61;3.00;0.63;0.61;0.34;0.54;1.99;3.70;8.51;0.434;2.22;5.38;0.413;1.11;1.22;0.903
Allen Crabbe;2016-2017;REG;Trail Blazers;79;28.53;10.70;0.24;2.59;2.84;1.16;0.68;0.25;0.78;2.16;3.84;8.19;0.468;1.70;3.82;0.444;1.33;1.57;0.847
Alex Poythress;2016-2017;REG;76ers;6;26.14;10.67;1.83;2.83;4.67;0.83;0.50;0.17;0.50;2.33;4.17;9.00;0.463;1.00;3.17;0.316;1.33;1.67;0.800
Nikola Mirotic;2016-2017;REG;Bulls;70;23.98;10.63;0.86;4.60;5.46;1.09;0.76;0.80;1.13;1.83;3.69;8.91;0.413;1.84;5.39;0.342;1.41;1.83;0.773
Marcus Smart;2016-2017;REG;Celtics;79;30.37;10.57;0.99;2.89;3.87;4.62;1.57;0.42;2.01;2.43;3.41;9.47;0.360;1.19;4.19;0.284;2.57;3.16;0.812
Buddy Hield;2016-2017;REG;Pelicans, Kings;82;23.03;10.56;0.44;2.85;3.29;1.46;0.46;0.12;1.23;1.40;3.99;9.35;0.426;1.80;4.62;0.391;0.78;0.93;0.842
Marco Belinelli;2016-2017;REG;Hornets;74;24.02;10.54;0.19;2.22;2.41;2.00;0.59;0.12;0.95;1.22;3.57;8.31;0.429;1.38;3.81;0.362;2.03;2.27;0.893
Wayne Ellington;2016-2017;REG;Heat;62;24.19;10.45;0.29;1.85;2.15;1.13;0.58;0.08;0.47;1.13;3.73;8.95;0.416;2.40;6.35;0.378;0.60;0.69;0.861
