Player;Season;Season Type;Team;Games;Min;Pts;OReb;Dreb;Reb;Ast;Stl;Blk;TO;PF;FGM;FGA;FG%;3PTM;3PTA;3PT%;FTM;FTA;FT%
Thaddeus Young;2015-2016;REG;Nets;73;32.98;15.10;2.42;6.63;9.05;1.85;1.53;0.51;1.86;2.49;6.78;13.19;0.514;0.10;0.41;0.233;1.44;2.23;0.644
Nicolas Batum;2015-2016;REG;Hornets;70;34.97;14.94;0.79;5.33;6.11;5.76;0.93;0.61;2.93;1.63;5.31;12.46;0.427;1.99;5.70;0.348;2.33;2.74;0.849
Tobias Harris;2015-2016;REG;Magic, Pistons;76;33.07;14.68;1.28;5.45;6.72;2.24;0.86;0.53;1.42;2.01;5.49;11.70;0.469;1.05;3.14;0.335;2.66;3.20;0.831
Kentavious Caldwell-Pope;2015-2016;REG;Pistons;76;36.69;14.54;0.92;2.79;3.71;1.82;1.45;0.22;1.38;2.20;5.30;12.63;0.420;1.50;4.84;0.310;2.43;3.00;0.811
Rodney Hood;2015-2016;REG;Jazz;79;32.16;14.54;0.48;2.90;3.38;2.70;0.92;0.20;1.58;2.56;5.16;12.30;0.420;2.04;5.68;0.359;2.18;2.53;0.860
Will Barton;2015-2016;REG;Nuggets;82;28.70;14.39;0.73;5.09;5.82;2.49;0.87;0.48;1.70;1.79;5.20;12.00;0.433;1.37;3.95;0.346;2.63;3.27;0.806
Kristaps Porzingis;2015-2016;REG;Knicks;72;28.46;14.28;1.83;5.46;7.29;1.29;0.72;1.86;1.68;2.85;5.18;12.31;0.421;1.13;3.38;0.333;2.79;3.33;0.838
Hassan Whiteside;2015-2016;REG;Heat;73;29.11;14.22;3.26;8.59;11.85;0.41;0.60;3.68;1.88;2.75;5.64;9.33;0.605;0.00;0.00;0.000;2.93;4.51;0.650
Jae Crowder;2015-2016;REG;Celtics;73;31.62;14.19;0.96;4.15;5.11;1.85;1.73;0.48;1.14;2.71;4.92;11.12;0.442;1.67;4.97;0.336;2.68;3.27;0.820
Jamal Crawford;2015-2016;REG;Clippers;79;26.91;14.18;0.25;1.58;1.84;2.32;0.66;0.15;1.43;1.54;4.80;11.90;0.403;1.48;4.37;0.339;3.10;3.43;0.904
Goran Dragic;2015-2016;REG;Heat;72;32.82;14.14;0.75;3.10;3.85;5.82;0.99;0.24;2.57;2.61;5.79;12.15;0.477;0.89;2.85;0.312;1.67;2.29;0.727
Marcus Morris;2015-2016;REG;Pistons;80;35.71;14.14;1.14;3.91;5.05;2.51;0.84;0.29;1.75;2.13;5.13;11.81;0.434;1.35;3.70;0.365;2.54;3.39;0.749
Deron Williams;2015-2016;REG;Mavericks;65;32.40;14.12;0.31;2.63;2.94;5.82;0.94;0.22;2.31;2.38;4.94;11.92;0.414;1.49;4.34;0.344;2.75;3.17;0.869
Jabari Parker;2015-2016;REG;Bucks;76;31.68;14.08;1.63;3.58;5.21;1.70;0.91;0.38;1.53;2.03;5.83;11.83;0.493;0.12;0.46;0.257;2.30;3.00;0.768
Zach LaVine;2015-2016;REG;Timberwolves;82;27.97;14.02;0.33;2.45;2.78;3.06;0.84;0.21;1.89;2.35;5.28;11.70;0.452;1.50;3.85;0.389;1.96;2.48;0.793
Darren Collison;2015-2016;REG;Kings;74;29.98;13.99;0.38;1.91;2.28;4.30;1.03;0.05;1.74;1.92;5.09;10.49;0.486;1.18;2.93;0.401;2.62;3.05;0.858
Draymond Green;2015-2016;REG;Warriors;81;34.67;13.96;1.60;7.84;9.44;7.37;1.46;1.37;3.20;2.96;4.95;10.11;0.490;1.23;3.19;0.388;2.83;4.06;0.696
Monta Ellis;2015-2016;REG;Pacers;81;33.75;13.81;0.52;2.84;3.36;4.72;1.84;0.47;2.51;2.15;5.37;12.59;0.426;1.07;3.47;0.310;2.00;2.54;0.786
Devin Booker;2015-2016;REG;Suns;76;27.73;13.79;0.36;2.11;2.46;2.63;0.58;0.26;2.11;2.96;4.83;11.41;0.423;1.30;3.80;0.343;2.83;3.37;0.840
Dwight Howard;2015-2016;REG;Rockets;71;32.11;13.75;3.35;8.41;11.76;1.38;0.97;1.59;2.34;3.08;5.24;8.45;0.620;0.00;0.08;0.000;3.27;6.68;0.489
Chandler Parsons;2015-2016;REG;Mavericks;61;29.50;13.72;0.48;4.20;4.67;2.79;0.75;0.34;1.56;1.87;5.25;10.67;0.492;1.70;4.10;0.416;1.52;2.23;0.684
Marcin Gortat;2015-2016;REG;Wizards;75;30.08;13.49;2.95;6.92;9.87;1.41;0.63;1.27;1.61;2.57;5.77;10.19;0.567;0.00;0.01;0.000;1.95;2.76;0.705
Alec Burks;2015-2016;REG;Jazz;31;25.72;13.29;0.52;3.00;3.52;2.03;0.58;0.13;1.65;2.29;4.42;10.77;0.410;1.03;2.55;0.405;3.42;4.55;0.752
D'Angelo Russell;2015-2016;REG;Lakers;80;28.24;13.18;0.58;2.83;3.40;3.33;1.16;0.16;2.45;1.78;4.90;11.94;0.410;1.63;4.59;0.354;1.75;2.38;0.737
Dahntay Jones;2015-2016;REG;Cavaliers;1;42.35;13.00;1.00;4.00;5.00;2.00;1.00;2.00;0.00;6.00;6.00;14.00;0.429;1.00;2.00;0.500;0.00;0.00;0.000
Jarrett Jack;2015-2016;REG;Nets;32;32.08;12.84;0.25;3.97;4.22;7.38;1.06;0.22;2.94;2.41;4.38;11.19;0.391;0.97;3.19;0.304;3.13;3.50;0.893
Emmanuel Mudiay;2015-2016;REG;Nuggets;68;30.41;12.82;0.47;2.94;3.41;5.47;0.96;0.51;3.19;2.07;4.84;13.28;0.364;1.09;3.41;0.319;2.06;3.07;0.670
Robert Covington;2015-2016;REG;76ers;67;28.40;12.81;0.97;5.28;6.25;1.45;1.57;0.60;2.13;3.46;4.09;10.63;0.385;2.54;7.19;0.353;2.09;2.64;0.791
Jonas Valanciunas;2015-2016;REG;Raptors;60;25.95;12.80;3.07;6.07;9.13;0.70;0.42;1.33;1.42;2.63;5.05;8.93;0.565;0.00;0.00;0.000;2.70;3.55;0.761
Michael Beasley;2015-2016;REG;Rockets;20;18.13;12.75;1.45;3.45;4.90;0.80;0.55;0.45;1.20;1.95;5.35;10.25;0.522;0.15;0.45;0.333;1.90;2.45;0.776
DeAndre Jordan;2015-2016;REG;Clippers;77;33.74;12.73;3.47;10.29;13.75;1.17;0.68;2.29;1.39;2.69;4.64;6.60;0.703;0.00;0.01;0.000;3.45;8.04;0.430
Michael Kidd-Gilchrist;2015-2016;REG;Hornets;7;29.25;12.71;1.71;4.71;6.43;1.29;0.43;0.43;1.14;1.29;4.71;8.71;0.541;0.43;1.00;0.429;2.86;4.14;0.690
Arron Afflalo;2015-2016;REG;Knicks;71;33.28;12.70;0.32;3.42;3.75;2.01;0.35;0.14;1.15;2.00;4.96;11.23;0.442;1.27;3.34;0.380;1.52;1.82;0.837
Enes Kanter;2015-2016;REG;Thunder;82;20.98;12.66;3.05;5.06;8.11;0.40;0.32;0.40;1.40;2.02;5.05;8.77;0.576;0.12;0.26;0.476;2.44;3.06;0.797
Trevor Ariza;2015-2016;REG;Rockets;81;35.30;12.65;0.83;3.69;4.52;2.32;1.99;0.32;1.40;2.19;4.41;10.60;0.416;2.28;6.15;0.371;1.56;1.99;0.783
Ish Smith;2015-2016;REG;Pelicans, 76ers;77;29.08;12.62;0.56;3.40;3.96;6.52;1.14;0.31;2.27;1.73;5.16;12.56;0.411;0.73;2.21;0.329;1.58;2.29;0.693
Serge Ibaka;2015-2016;REG;Thunder;78;32.05;12.60;1.78;5.04;6.82;0.85;0.49;1.90;1.38;2.71;5.33;11.14;0.479;0.77;2.36;0.326;1.17;1.55;0.752
Wesley Matthews;2015-2016;REG;Mavericks;78;33.90;12.53;0.35;2.71;3.05;1.94;1.00;0.22;1.00;2.29;4.24;10.95;0.388;2.42;6.73;0.360;1.62;1.87;0.863
Kenneth Faried;2015-2016;REG;Nuggets;67;25.29;12.46;3.51;5.16;8.67;1.18;0.48;0.90;1.36;2.52;5.21;9.34;0.558;0.01;0.03;0.498;2.03;3.31;0.613
J.R. Smith;2015-2016;REG;Cavaliers;77;30.68;12.40;0.56;2.26;2.82;1.70;1.05;0.27;0.77;2.65;4.58;11.03;0.416;2.65;6.62;0.400;0.58;0.92;0.634
Luol Deng;2015-2016;REG;Heat;74;32.35;12.31;1.46;4.51;5.97;1.89;1.00;0.39;1.08;1.65;4.58;10.09;0.454;1.19;3.46;0.344;1.96;2.59;0.755
Gary Harris;2015-2016;REG;Nuggets;76;32.09;12.26;0.71;2.18;2.89;1.93;1.28;0.24;1.29;1.88;4.72;10.07;0.469;1.38;3.91;0.354;1.43;1.75;0.820
Joe Johnson;2015-2016;REG;Nets, Heat;81;33.37;12.25;0.60;3.00;3.60;3.93;0.75;0.05;1.98;1.80;4.65;10.60;0.439;1.48;3.86;0.383;1.46;1.75;0.831
Mirza Teletovic;2015-2016;REG;Suns;79;21.34;12.22;0.70;3.13;3.82;1.14;0.41;0.27;1.06;2.01;4.20;9.84;0.427;2.29;5.82;0.393;1.52;1.96;0.774
George Hill;2015-2016;REG;Pacers;74;34.11;12.11;0.78;3.24;4.03;3.51;1.12;0.23;1.36;2.01;4.42;10.01;0.441;1.73;4.24;0.408;1.54;2.03;0.760
Al Jefferson;2015-2016;REG;Hornets;47;23.33;11.96;1.21;5.19;6.40;1.49;0.64;0.87;0.72;2.49;5.21;10.74;0.485;0.00;0.00;0.000;1.53;2.36;0.649
Markieff Morris;2015-2016;REG;Suns, Wizards;64;25.45;11.95;1.14;4.36;5.50;1.94;0.91;0.53;2.11;2.88;4.77;11.22;0.425;0.73;2.42;0.303;1.69;2.30;0.735
Rajon Rondo;2015-2016;REG;Kings;72;35.23;11.93;1.07;4.99;6.06;11.64;1.97;0.14;3.88;2.43;4.93;10.86;0.454;0.86;2.36;0.365;1.21;2.08;0.580
Tony Parker;2015-2016;REG;Spurs;72;27.51;11.90;0.24;2.21;2.44;5.26;0.75;0.15;1.82;1.58;4.86;9.86;0.493;0.38;0.89;0.422;1.81;2.38;0.760
Omri Casspi;2015-2016;REG;Kings;69;27.25;11.81;0.84;5.10;5.94;1.38;0.81;0.25;1.36;2.23;4.35;9.03;0.482;1.62;3.97;0.409;1.49;2.30;0.648
CJ Miles;2015-2016;REG;Pacers;64;22.87;11.77;0.39;2.34;2.73;0.98;0.83;0.45;1.09;2.22;4.05;9.89;0.409;2.22;6.05;0.367;1.45;1.94;0.750
Nikola Mirotic;2015-2016;REG;Bulls;66;24.94;11.77;0.88;4.61;5.48;1.53;0.88;0.70;1.55;2.29;3.76;9.23;0.407;2.05;5.24;0.390;2.21;2.74;0.807
Jeff Green;2015-2016;REG;Grizzlies, Clippers;80;28.17;11.74;0.93;3.23;4.15;1.73;0.73;0.50;1.16;2.05;4.43;10.30;0.430;0.84;2.66;0.315;2.05;2.75;0.745
Harrison Barnes;2015-2016;REG;Warriors;66;30.93;11.73;1.17;3.76;4.92;1.77;0.62;0.15;0.88;2.06;4.47;9.59;0.466;1.24;3.24;0.383;1.55;2.03;0.761
Jeremy Lin;2015-2016;REG;Hornets;78;26.25;11.72;0.54;2.71;3.24;3.00;0.76;0.54;1.94;2.12;3.85;9.33;0.412;0.97;2.90;0.336;3.05;3.74;0.815
Marvin Williams;2015-2016;REG;Hornets;81;28.87;11.70;1.57;4.85;6.42;1.36;0.72;0.95;0.77;1.64;4.17;9.22;0.452;1.88;4.68;0.401;1.48;1.78;0.833
Otto Porter;2015-2016;REG;Wizards;75;30.35;11.61;1.29;3.92;5.21;1.59;1.40;0.43;0.93;2.17;4.52;9.57;0.472;1.31;3.56;0.367;1.27;1.68;0.754
Kent Bazemore;2015-2016;REG;Hawks;75;27.70;11.55;0.37;4.65;5.03;2.28;1.31;0.51;1.84;2.35;4.24;9.63;0.440;1.43;4.03;0.354;1.64;2.01;0.815
Michael Carter-Williams;2015-2016;REG;Bucks;54;30.54;11.54;0.89;4.22;5.11;5.17;1.48;0.76;2.83;3.00;4.65;10.28;0.452;0.28;1.02;0.273;1.96;2.96;0.663
Jordan Hamilton;2015-2016;REG;Pelicans;11;27.61;11.36;1.09;4.55;5.64;2.27;0.73;0.27;1.55;2.18;4.45;10.55;0.422;1.18;4.09;0.289;1.27;1.91;0.667
Julius Randle;2015-2016;REG;Lakers;81;28.22;11.35;2.12;8.12;10.25;1.78;0.65;0.36;1.84;2.99;4.42;10.31;0.429;0.12;0.44;0.278;2.38;3.33;0.715
Bojan Bogdanovic;2015-2016;REG;Nets;79;26.77;11.23;0.46;2.77;3.23;1.25;0.37;0.06;1.46;1.51;4.10;9.48;0.433;1.63;4.28;0.382;1.39;1.67;0.833
Nerlens Noel;2015-2016;REG;76ers;67;29.33;11.15;2.30;5.79;8.09;1.82;1.76;1.49;2.36;2.87;4.57;8.76;0.521;0.01;0.03;0.498;2.00;3.39;0.590
Sean Kilpatrick;2015-2016;REG;Nuggets, Nets;31;19.88;11.13;0.39;1.42;1.81;0.94;0.39;0.06;1.00;1.19;3.97;8.71;0.456;1.26;3.68;0.342;1.94;2.16;0.896
DeMarre Carroll;2015-2016;REG;Raptors;26;30.25;11.00;1.19;3.46;4.65;1.00;1.69;0.23;1.12;2.42;4.04;10.38;0.389;1.77;4.54;0.390;1.15;1.92;0.600
Isaiah Canaan;2015-2016;REG;76ers;77;25.53;10.99;0.26;2.00;2.26;1.78;0.73;0.16;1.18;1.73;3.38;9.38;0.360;2.29;6.29;0.364;1.95;2.34;0.833
Dennis Schroder;2015-2016;REG;Hawks;80;20.26;10.99;0.31;2.25;2.56;4.36;0.89;0.11;2.30;1.73;4.11;9.78;0.421;0.96;2.99;0.322;1.80;2.28;0.791
TJ Warren;2015-2016;REG;Suns;47;22.77;10.96;1.21;1.91;3.13;0.94;0.79;0.34;0.68;2.00;4.70;9.38;0.501;0.60;1.49;0.400;0.96;1.36;0.703
Jose Juan Barea;2015-2016;REG;Mavericks;74;22.53;10.92;0.35;1.70;2.05;4.07;0.35;0.03;1.53;1.49;4.28;9.59;0.446;1.35;3.50;0.386;1.00;1.30;0.771
Elfrid Payton;2015-2016;REG;Magic;73;29.38;10.66;1.05;2.52;3.58;6.42;1.22;0.27;2.42;2.18;4.36;10.00;0.436;0.41;1.26;0.326;1.53;2.60;0.589
Trey Burke;2015-2016;REG;Jazz;64;21.34;10.61;0.28;1.47;1.75;2.31;0.55;0.09;1.25;1.34;4.09;9.91;0.413;1.38;4.00;0.344;1.05;1.28;0.817
Norris Cole;2015-2016;REG;Pelicans;45;26.63;10.60;0.22;3.13;3.36;3.71;0.82;0.11;1.67;2.27;4.36;10.78;0.404;0.73;2.29;0.320;1.16;1.44;0.800
Evan Turner;2015-2016;REG;Celtics;81;28.03;10.54;0.62;4.28;4.90;4.43;0.99;0.35;2.09;1.72;4.23;9.30;0.456;0.25;1.02;0.241;1.83;2.21;0.827
