Player;Season;Season Type;Team;Games;Min;Pts;OReb;Dreb;Reb;Ast;Stl;Blk;TO;PF;FGM;FGA;FG%;3PTM;3PTA;3PT%;FTM;FTA;FT%
Cuttino Mobley;2008-2009;REG;Clippers, Knicks;11;33.14;13.73;0.82;1.82;2.64;1.09;1.36;0.18;1.64;1.91;5.73;13.27;0.432;1.09;3.18;0.343;1.18;1.64;0.722
Ronnie Brewer;2008-2009;REG;Jazz;81;32.16;13.72;1.25;2.46;3.70;2.21;1.70;0.37;1.36;1.58;5.20;10.22;0.508;0.27;1.05;0.259;3.05;4.35;0.702
Marquis Daniels;2008-2009;REG;Pacers;54;31.49;13.57;1.48;3.11;4.59;2.11;1.15;0.48;1.74;2.22;5.76;12.76;0.451;0.33;1.67;0.200;1.72;2.39;0.721
Paul Millsap;2008-2009;REG;Jazz;76;30.14;13.53;3.30;5.30;8.61;1.82;1.03;0.96;1.70;3.79;5.26;9.86;0.534;0.00;0.05;0.000;3.00;4.29;0.699
Rodney Stuckey;2008-2009;REG;Pistons;79;31.86;13.39;0.87;2.61;3.48;4.90;0.99;0.14;2.19;2.75;5.08;11.56;0.439;0.29;0.99;0.295;2.95;3.67;0.803
Ryan Gomes;2008-2009;REG;Timberwolves;82;31.88;13.32;1.29;3.49;4.78;1.65;0.77;0.27;1.56;2.23;5.12;11.88;0.431;1.29;3.48;0.372;1.78;2.21;0.807
Peja Stojakovic;2008-2009;REG;Hornets;61;34.24;13.31;0.72;3.61;4.33;1.23;0.85;0.05;0.84;1.66;4.70;11.79;0.399;2.38;6.30;0.378;1.52;1.70;0.894
Jermaine O'Neal;2008-2009;REG;Raptors, Heat;68;29.82;13.31;1.85;4.51;6.37;1.79;0.43;2.00;2.12;3.10;5.37;11.32;0.474;0.00;0.01;0.000;2.57;3.26;0.788
Boris Diaw;2008-2009;REG;Suns, Bobcats;81;34.00;13.23;1.46;3.88;5.33;4.11;0.75;0.65;2.65;2.49;5.53;10.91;0.507;0.93;2.23;0.414;1.25;1.81;0.687
Emeka Okafor;2008-2009;REG;Bobcats;82;32.82;13.23;3.35;6.73;10.09;0.65;0.59;1.66;1.76;3.01;5.28;9.41;0.561;0.00;0.00;0.000;2.67;4.50;0.593
Jarrett Jack;2008-2009;REG;Pacers;82;33.13;13.10;0.54;2.83;3.37;4.12;1.07;0.21;2.24;2.18;4.71;10.40;0.453;0.95;2.70;0.353;2.73;3.21;0.852
Brook Lopez;2008-2009;REG;Nets;82;30.51;13.02;2.74;5.37;8.11;1.05;0.54;1.84;1.79;3.13;5.46;10.29;0.531;0.00;0.02;0.000;2.10;2.65;0.793
Gilbert Arenas;2008-2009;REG;Wizards;2;31.33;13.00;0.50;4.00;4.50;10.00;0.00;0.50;0.50;2.00;3.00;11.50;0.261;1.00;3.50;0.286;6.00;8.00;0.750
Shawn Marion;2008-2009;REG;Heat, Raptors;69;35.81;12.91;2.61;5.93;8.54;2.01;1.28;0.96;1.52;1.91;5.54;11.42;0.485;0.14;0.77;0.189;1.70;2.13;0.796
Zydrunas Ilgauskas;2008-2009;REG;Cavaliers;65;27.16;12.89;2.42;5.12;7.54;0.98;0.43;1.29;1.38;2.82;5.26;11.14;0.472;0.23;0.60;0.385;2.14;2.68;0.799
Jose Calderon;2008-2009;REG;Raptors;68;34.31;12.84;0.24;2.62;2.85;8.93;1.09;0.10;2.10;1.68;4.71;9.47;0.497;1.21;2.97;0.406;2.22;2.26;0.981
Louis Williams;2008-2009;REG;76ers;81;23.70;12.83;0.44;1.59;2.04;2.99;1.05;0.17;1.86;1.58;4.15;10.42;0.398;0.78;2.72;0.286;3.75;4.75;0.790
Travis Outlaw;2008-2009;REG;Trail Blazers;81;27.73;12.77;0.86;3.22;4.09;1.02;0.58;0.70;1.16;2.07;4.75;10.49;0.453;1.10;2.91;0.377;2.16;2.99;0.723
Luis Scola;2008-2009;REG;Rockets;82;30.34;12.73;2.44;6.34;8.78;1.50;0.83;0.13;1.50;3.18;5.17;9.74;0.531;0.00;0.04;0.000;2.39;3.15;0.760
Francisco Garcia;2008-2009;REG;Kings;65;30.39;12.68;0.86;2.49;3.35;2.31;1.23;1.03;1.72;3.02;4.54;10.23;0.444;1.35;3.40;0.398;2.25;2.74;0.820
Ramon Sessions;2008-2009;REG;Bucks;79;27.50;12.37;0.81;2.59;3.41;5.72;1.05;0.09;1.92;2.00;4.37;9.81;0.445;0.08;0.43;0.176;3.56;4.48;0.794
Ronald Murray;2008-2009;REG;Hawks;80;24.69;12.18;0.28;1.83;2.10;1.98;1.10;0.21;1.60;2.16;4.44;9.94;0.447;1.09;3.03;0.360;2.21;2.91;0.760
Rasheed Wallace;2008-2009;REG;Pistons;66;32.15;12.05;0.85;6.58;7.42;1.38;0.94;1.30;0.89;2.98;4.58;10.91;0.419;1.71;4.83;0.354;1.18;1.53;0.772
Chris Kaman;2008-2009;REG;Clippers;31;29.70;12.03;2.42;5.55;7.97;1.48;0.55;1.45;2.71;3.00;5.19;9.84;0.528;0.00;0.00;0.000;1.65;2.42;0.680
Grant Hill;2008-2009;REG;Suns;82;29.81;12.01;0.78;4.16;4.94;2.27;1.10;0.66;1.54;2.22;4.76;9.09;0.523;0.29;0.93;0.316;2.21;2.73;0.808
Raja Bell;2008-2009;REG;Suns, Bobcats;67;34.57;11.93;0.61;3.01;3.63;2.12;0.75;0.12;1.28;2.48;4.46;10.21;0.437;1.70;4.04;0.421;1.30;1.52;0.853
Rajon Rondo;2008-2009;REG;Celtics;80;33.02;11.91;1.25;3.95;5.20;8.24;1.86;0.14;2.61;2.41;4.79;9.49;0.505;0.19;0.60;0.313;2.15;3.35;0.642
Marc Gasol;2008-2009;REG;Grizzlies;82;30.75;11.89;2.45;4.93;7.38;1.74;0.77;1.10;2.00;3.23;4.27;8.06;0.530;0.00;0.01;0.000;3.35;4.57;0.733
Brad Miller;2008-2009;REG;Kings, Bulls;70;30.00;11.87;2.14;5.64;7.79;3.34;0.74;0.51;1.86;3.19;4.17;8.77;0.476;0.33;0.80;0.411;3.20;3.89;0.824
Drew Gooden;2008-2009;REG;Bulls, Kings, Spurs;51;24.79;11.86;2.22;4.88;7.10;0.94;0.59;0.35;1.49;2.82;4.65;9.92;0.468;0.00;0.08;0.000;2.57;3.06;0.840
Andris Biedrins;2008-2009;REG;Warriors;62;30.05;11.85;3.60;7.58;11.18;1.95;1.02;1.55;1.77;3.81;4.97;8.60;0.578;0.00;0.02;0.000;1.92;3.48;0.551
Roger Mason Jr.;2008-2009;REG;Spurs;82;30.44;11.82;0.20;2.87;3.06;2.11;0.49;0.15;1.22;1.95;4.26;10.02;0.425;2.02;4.80;0.421;1.28;1.44;0.890
D.J. Augustin;2008-2009;REG;Bobcats;72;26.50;11.81;0.24;1.61;1.85;3.47;0.58;0.03;1.65;1.94;3.71;8.63;0.430;1.50;3.42;0.439;2.89;3.24;0.893
Delonte West;2008-2009;REG;Cavaliers;64;33.62;11.73;0.48;2.69;3.17;3.53;1.47;0.20;1.44;1.95;4.45;9.75;0.457;1.42;3.56;0.399;1.41;1.69;0.833
Andrew Bogut;2008-2009;REG;Bucks;36;31.22;11.72;3.25;7.00;10.25;2.00;0.64;1.03;2.39;3.61;5.08;8.81;0.577;0.00;0.00;0.000;1.56;2.72;0.571
Rafer Alston;2008-2009;REG;Rockets, Magic;77;31.77;11.69;0.43;2.52;2.95;5.27;1.40;0.13;1.82;1.75;4.10;10.65;0.385;1.45;4.30;0.338;2.03;2.70;0.750
Kenyon Martin;2008-2009;REG;Nuggets;66;31.98;11.65;1.23;4.76;5.98;2.00;1.45;1.12;1.58;3.05;4.82;9.82;0.491;0.21;0.58;0.368;1.80;2.98;0.604
Larry Hughes;2008-2009;REG;Bulls, Knicks;55;26.90;11.64;0.29;2.60;2.89;2.16;1.31;0.25;1.29;1.75;4.07;10.13;0.402;1.36;3.51;0.389;2.13;2.64;0.807
Hakim Warrick;2008-2009;REG;Grizzlies;82;24.75;11.60;1.57;3.38;4.95;0.80;0.59;0.48;1.20;2.07;4.15;8.45;0.491;0.06;0.28;0.217;3.24;4.56;0.711
Andrei Kirilenko;2008-2009;REG;Jazz;67;27.33;11.58;1.25;3.51;4.76;2.61;1.24;1.15;1.81;1.90;3.82;8.51;0.449;0.30;1.09;0.274;3.64;4.64;0.785
Al Horford;2008-2009;REG;Hawks;67;33.47;11.54;2.16;7.15;9.31;2.43;0.79;1.42;1.54;2.84;4.66;8.87;0.525;0.00;0.01;0.000;2.22;3.06;0.727
Andres Nocioni;2008-2009;REG;Bulls, Kings;76;26.21;11.41;0.71;4.04;4.75;1.34;0.51;0.43;1.49;3.43;3.93;9.22;0.427;1.63;4.09;0.399;1.91;2.41;0.792
Spencer Hawes;2008-2009;REG;Kings;77;29.34;11.38;1.92;5.21;7.13;1.94;0.57;1.21;2.08;3.23;4.84;10.39;0.466;0.52;1.49;0.348;1.17;1.77;0.662
Lamar Odom;2008-2009;REG;Lakers;78;29.69;11.35;2.26;5.91;8.17;2.62;0.99;1.26;1.77;3.01;4.44;9.01;0.492;0.42;1.32;0.320;2.05;3.29;0.623
Rasual Butler;2008-2009;REG;Hornets;82;31.87;11.24;0.60;2.71;3.30;0.91;0.62;0.74;0.72;1.94;4.24;9.79;0.433;1.71;4.38;0.390;1.05;1.34;0.782
Aaron Brooks;2008-2009;REG;Rockets;80;24.98;11.18;0.41;1.55;1.96;2.98;0.58;0.10;1.56;1.90;3.95;9.79;0.404;1.41;3.86;0.366;1.86;2.15;0.866
