Player;Season;Season Type;Team;Games;Min;Pts;OReb;Dreb;Reb;Ast;Stl;Blk;TO;PF;FGM;FGA;FG%;3PTM;3PTA;3PT%;FTM;FTA;FT%
Jamal Crawford;2004-2005;REG;Knicks;70;38.32;17.73;0.47;2.43;2.90;4.31;1.31;0.27;2.11;1.93;6.24;15.67;0.398;2.64;7.31;0.361;2.60;3.09;0.843
Al Harrington;2004-2005;REG;Hawks;66;38.59;17.55;2.20;4.79;6.98;3.15;1.29;0.24;3.09;3.77;6.86;14.94;0.459;0.24;1.12;0.216;3.58;5.32;0.672
Desmond Mason;2004-2005;REG;Bucks;80;36.08;17.21;1.06;2.84;3.90;2.71;0.73;0.34;2.05;2.48;5.98;13.49;0.443;0.01;0.10;0.125;5.25;6.55;0.802
Cuttino Mobley;2004-2005;REG;Magic, Kings;66;36.26;17.18;0.68;2.79;3.47;2.85;1.12;0.45;2.02;2.30;6.18;14.12;0.438;2.27;5.18;0.439;2.55;3.11;0.820
Joe Johnson;2004-2005;REG;Suns;82;39.52;17.07;1.46;3.68;5.15;3.55;0.96;0.29;1.80;2.04;6.63;14.38;0.461;2.16;4.51;0.478;1.65;2.20;0.750
Zydrunas Ilgauskas;2004-2005;REG;Cavaliers;78;33.53;16.92;3.83;4.78;8.62;1.28;0.68;2.12;2.45;4.01;5.87;12.55;0.468;0.03;0.09;0.285;5.15;6.45;0.799
Shareef Abdur-Rahim;2004-2005;REG;Trail Blazers;54;33.95;16.83;2.28;4.98;7.26;2.06;0.91;0.48;2.17;2.78;6.24;12.41;0.503;0.28;0.72;0.385;4.07;4.70;0.866
Chris Bosh;2004-2005;REG;Raptors;81;37.21;16.80;2.40;6.47;8.86;1.89;0.94;1.40;2.31;2.79;5.84;12.41;0.471;0.04;0.12;0.300;5.09;6.69;0.760
Tony Parker;2004-2005;REG;Spurs;80;33.85;16.64;0.59;3.14;3.73;6.14;1.23;0.05;2.69;2.09;6.74;13.98;0.482;0.54;1.95;0.276;2.63;4.04;0.650
Chauncey Billups;2004-2005;REG;Pistons;80;35.91;16.45;0.60;2.79;3.39;5.80;1.01;0.11;2.25;2.43;5.05;11.41;0.442;2.06;4.84;0.426;4.29;4.78;0.898
Bobby Simmons;2004-2005;REG;Clippers;75;37.44;16.39;1.71;4.24;5.95;2.73;1.41;0.21;1.80;3.03;6.32;13.56;0.466;0.67;1.53;0.435;3.08;3.64;0.846
Eddy Curry;2004-2005;REG;Bulls;63;28.75;16.06;1.84;3.52;5.37;0.59;0.33;0.92;2.59;3.21;6.24;11.59;0.538;0.00;0.00;0.000;3.59;4.98;0.720
Manu Ginobili;2004-2005;REG;Spurs;74;29.65;16.03;1.01;3.43;4.45;3.89;1.61;0.36;2.32;2.57;4.96;10.54;0.471;1.31;3.49;0.376;4.80;5.97;0.803
Ricky Davis;2004-2005;REG;Celtics;82;32.80;15.96;0.80;2.23;3.04;3.00;1.09;0.33;2.50;2.12;5.87;12.70;0.462;0.74;2.20;0.339;3.49;4.28;0.815
Damon Stoudamire;2004-2005;REG;Trail Blazers;81;34.23;15.77;0.69;3.14;3.83;5.65;1.06;0.02;2.02;1.95;5.64;14.38;0.392;2.23;6.05;0.369;2.25;2.46;0.915
Michael Finley;2004-2005;REG;Mavericks;64;36.98;15.67;0.70;3.39;4.09;2.64;0.75;0.28;0.94;1.92;6.05;14.17;0.427;1.81;4.45;0.407;1.77;2.13;0.831
Kirk Hinrich;2004-2005;REG;Bulls;77;36.34;15.66;0.42;3.53;3.95;6.42;1.58;0.27;2.29;3.17;5.78;14.57;0.397;1.88;5.30;0.355;2.22;2.81;0.792
Brad Miller;2004-2005;REG;Kings;56;37.36;15.64;2.48;6.82;9.30;3.93;1.23;1.21;1.46;3.23;5.70;10.88;0.524;0.09;0.34;0.263;4.16;5.13;0.812
Andrei Kirilenko;2004-2005;REG;Jazz;41;32.88;15.61;2.17;4.05;6.22;3.22;1.63;3.32;2.20;2.46;5.05;10.24;0.493;0.56;1.88;0.299;4.95;6.32;0.784
Steve Nash;2004-2005;REG;Suns;75;34.31;15.53;0.76;2.56;3.32;11.48;0.99;0.08;3.27;1.81;5.73;11.43;0.502;1.25;2.91;0.431;2.81;3.17;0.887
Kenyon Martin;2004-2005;REG;Nuggets;70;32.50;15.53;2.09;5.21;7.30;2.43;1.43;1.11;2.13;3.26;6.34;12.96;0.490;0.00;0.17;0.000;2.84;4.40;0.646
Caron Butler;2004-2005;REG;Lakers;77;35.61;15.52;1.90;3.95;5.84;1.90;1.43;0.30;1.62;2.77;5.73;12.87;0.445;0.49;1.62;0.304;3.57;4.14;0.862
Wally Szczerbiak;2004-2005;REG;Timberwolves;81;31.63;15.47;1.01;2.73;3.74;2.36;0.49;0.20;1.63;2.20;5.74;11.35;0.506;0.78;2.09;0.373;3.21;3.75;0.855
Jamaal Tinsley;2004-2005;REG;Pacers;40;32.49;15.40;0.65;3.35;4.00;6.43;2.03;0.30;3.35;2.80;5.45;13.05;0.418;1.45;3.90;0.372;3.05;4.10;0.744
Troy Murphy;2004-2005;REG;Warriors;70;34.00;15.37;3.59;7.21;10.80;1.39;0.76;0.47;1.54;2.71;5.60;13.53;0.414;0.84;2.11;0.399;3.33;4.56;0.730
Lamar Odom;2004-2005;REG;Lakers;64;36.21;15.23;2.09;8.11;10.20;3.72;0.66;1.02;2.52;3.30;5.72;12.09;0.473;0.56;1.83;0.308;3.23;4.66;0.695
Emeka Okafor;2004-2005;REG;Bobcats;73;35.59;15.14;3.77;7.12;10.89;0.88;0.85;1.71;1.71;2.93;6.14;13.74;0.447;0.00;0.01;0.000;2.86;4.70;0.609
Ben Gordon;2004-2005;REG;Bulls;82;24.55;15.06;0.67;1.95;2.62;2.00;0.65;0.12;2.27;2.73;5.29;12.88;0.411;1.63;4.04;0.405;2.84;3.29;0.863
Quentin Richardson;2004-2005;REG;Suns;79;35.96;14.89;1.15;4.91;6.06;2.00;1.22;0.34;1.29;2.49;5.15;13.23;0.389;2.86;7.99;0.358;1.72;2.33;0.739
Jerry Stackhouse;2004-2005;REG;Mavericks;56;28.92;14.88;0.68;2.59;3.27;2.27;0.95;0.18;1.89;1.86;4.89;11.82;0.414;0.57;2.14;0.267;4.52;5.32;0.849
Reggie Miller;2004-2005;REG;Pacers;66;32.02;14.76;0.27;2.09;2.36;2.21;0.76;0.08;1.17;1.65;4.76;10.89;0.437;1.45;4.52;0.322;3.79;4.06;0.933
Tayshaun Prince;2004-2005;REG;Pistons;82;37.05;14.71;1.62;3.68;5.30;3.01;0.68;0.87;1.65;1.96;5.72;11.74;0.487;0.57;1.68;0.341;2.70;3.34;0.807
Rasheed Wallace;2004-2005;REG;Pistons;79;34.10;14.49;2.20;5.95;8.15;1.80;0.82;1.46;1.61;2.99;5.91;13.44;0.440;0.95;2.99;0.318;1.72;2.47;0.697
Drew Gooden;2004-2005;REG;Cavaliers;82;30.76;14.44;2.52;6.66;9.18;1.59;0.94;0.93;1.62;2.84;5.66;11.50;0.492;0.06;0.34;0.179;3.06;3.78;0.810
Jason Kidd;2004-2005;REG;Nets;66;36.70;14.41;1.42;5.97;7.39;8.26;1.86;0.14;2.53;1.67;5.15;12.95;0.398;1.95;5.42;0.360;2.15;2.91;0.740
Rafer Alston;2004-2005;REG;Raptors;80;34.01;14.20;0.53;2.96;3.49;6.43;1.48;0.09;2.13;2.65;5.04;12.18;0.414;1.74;4.86;0.357;2.39;3.23;0.740
Lee Nailon;2004-2005;REG;Hornets;68;29.66;14.16;1.88;2.50;4.38;1.60;0.53;0.24;1.62;2.79;6.10;12.78;0.478;0.00;0.03;0.000;1.96;2.43;0.806
Hedo Turkoglu;2004-2005;REG;Magic;67;26.33;13.99;0.93;2.55;3.48;2.28;0.61;0.27;1.78;2.09;4.90;11.67;0.419;1.39;3.66;0.380;2.81;3.36;0.836
Matt Harpring;2004-2005;REG;Jazz;78;33.15;13.97;2.51;3.64;6.15;1.82;0.90;0.21;1.71;3.21;5.36;10.96;0.489;0.12;0.55;0.209;3.14;4.04;0.778
Chucky Atkins;2004-2005;REG;Lakers;82;35.52;13.60;0.38;2.02;2.40;4.37;0.89;0.02;1.84;2.21;4.73;11.10;0.426;2.15;5.55;0.387;1.99;2.48;0.803
Andre Miller;2004-2005;REG;Nuggets;82;34.72;13.57;1.22;2.90;4.12;6.94;1.48;0.10;2.68;2.49;5.21;10.91;0.477;0.07;0.48;0.154;3.09;3.68;0.838
Sam Cassell;2004-2005;REG;Timberwolves;59;25.82;13.54;0.42;2.24;2.66;5.10;0.61;0.24;1.85;2.71;5.41;11.64;0.464;0.46;1.75;0.262;2.27;2.63;0.865
Ndudi Ebi;2004-2005;REG;Timberwolves;2;26.95;13.50;3.00;5.00;8.00;0.50;0.50;0.50;1.50;3.50;5.50;10.50;0.524;0.00;0.50;0.000;2.50;4.50;0.556
Mike Miller;2004-2005;REG;Grizzlies;76;29.98;13.45;0.47;3.47;3.95;2.89;0.71;0.30;1.67;2.59;5.09;10.08;0.505;1.84;4.25;0.433;1.42;1.97;0.720
Mike Dunleavy;2004-2005;REG;Warriors;79;32.49;13.38;1.23;4.28;5.51;2.57;1.00;0.33;1.67;2.51;5.16;11.46;0.451;1.35;3.49;0.388;1.70;2.18;0.779
Primoz Brezec;2004-2005;REG;Bobcats;72;31.71;13.03;3.14;4.24;7.38;1.19;0.46;0.76;1.47;2.54;5.38;10.50;0.512;0.00;0.00;0.000;2.28;3.06;0.745
Mehmet Okur;2004-2005;REG;Jazz;82;28.10;12.85;2.37;5.15;7.51;2.02;0.39;0.83;1.72;2.77;4.32;9.22;0.468;0.21;0.77;0.270;4.01;4.72;0.850
Darius Miles;2004-2005;REG;Trail Blazers;63;26.87;12.84;1.13;3.62;4.75;2.05;1.19;1.24;2.49;3.00;5.33;11.06;0.482;0.13;0.37;0.348;2.05;3.41;0.600
Jeff McInnis;2004-2005;REG;Cavaliers;76;34.87;12.83;0.42;1.64;2.07;5.14;0.74;0.01;1.54;2.33;4.96;12.04;0.412;1.20;3.47;0.345;1.71;2.11;0.812
Latrell Sprewell;2004-2005;REG;Timberwolves;80;29.32;12.76;0.81;2.36;3.18;2.24;0.66;0.26;1.59;1.55;4.98;12.01;0.414;0.86;2.64;0.327;1.95;2.35;0.830
Eddie Jones;2004-2005;REG;Heat;80;35.44;12.73;0.48;4.59;5.06;2.65;1.08;0.48;1.24;3.14;4.39;10.25;0.428;1.78;4.78;0.372;2.18;2.70;0.806
Josh Howard;2004-2005;REG;Mavericks;76;32.19;12.61;2.22;4.14;6.37;1.43;1.53;0.64;1.61;2.78;4.96;10.43;0.475;0.45;1.51;0.296;2.24;3.05;0.733
Morris Peterson;2004-2005;REG;Raptors;82;30.68;12.55;0.87;3.28;4.15;2.06;1.11;0.22;1.13;2.67;4.34;10.34;0.420;1.57;4.09;0.385;2.29;2.76;0.832
Dan Dickau;2004-2005;REG;Mavericks, Hornets;71;29.42;12.49;0.48;2.06;2.54;4.89;1.07;0.06;2.04;2.83;4.31;10.65;0.405;1.20;3.45;0.347;2.68;3.21;0.833
Kenny Thomas;2004-2005;REG;76ers, Kings;73;29.70;12.44;2.52;4.81;7.33;2.08;0.92;0.23;1.79;3.11;5.03;10.70;0.470;0.01;0.07;0.200;2.37;3.11;0.762
Jason Terry;2004-2005;REG;Mavericks;80;30.03;12.41;0.48;1.88;2.35;5.36;1.36;0.19;1.84;2.21;4.65;9.29;0.501;1.29;3.06;0.420;1.83;2.16;0.844
Earl Boykins;2004-2005;REG;Nuggets;82;26.41;12.38;0.45;1.29;1.74;4.54;0.95;0.15;1.48;1.49;4.15;10.05;0.413;0.68;2.02;0.337;3.40;3.70;0.921
Raja Bell;2004-2005;REG;Jazz;63;28.47;12.25;0.76;2.43;3.19;1.44;0.70;0.13;1.25;3.25;4.81;10.59;0.454;0.86;2.13;0.403;1.78;2.38;0.747
Bobby Jackson;2004-2005;REG;Kings;25;21.63;12.04;0.92;2.48;3.40;2.36;0.56;0.08;1.12;2.32;4.36;10.20;0.427;1.32;3.84;0.344;2.00;2.32;0.862
Tim Thomas;2004-2005;REG;Knicks;71;27.26;11.99;0.63;2.70;3.34;1.55;0.58;0.24;1.59;3.13;4.44;10.11;0.439;1.20;2.93;0.409;1.92;2.44;0.786
Dwight Howard;2004-2005;REG;Magic;82;32.62;11.96;3.50;6.54;10.04;0.91;0.94;1.66;2.01;2.83;4.29;8.26;0.520;0.00;0.02;0.000;3.38;5.04;0.671
Marc Jackson;2004-2005;REG;76ers;81;24.37;11.96;2.27;2.74;5.01;1.00;0.40;0.22;1.62;2.11;4.20;9.02;0.465;0.00;0.02;0.000;3.57;4.31;0.828
Tony Delk;2004-2005;REG;Hawks;56;24.03;11.91;0.50;1.82;2.32;1.86;0.84;0.05;0.96;2.20;4.39;10.55;0.416;1.29;3.61;0.356;1.84;2.43;0.757
Allan Houston;2004-2005;REG;Knicks;20;26.71;11.85;0.20;0.95;1.15;2.10;0.40;0.10;1.05;2.00;4.25;10.25;0.415;1.55;4.00;0.388;1.80;2.15;0.837
David Wesley;2004-2005;REG;Hornets, Rockets;80;34.74;11.85;0.48;2.38;2.85;3.31;1.20;0.11;1.41;2.69;4.18;10.50;0.398;1.48;3.94;0.375;2.03;2.36;0.857
Derek Fisher;2004-2005;REG;Warriors;74;29.97;11.85;0.51;2.43;2.95;4.07;1.03;0.05;1.74;2.38;4.01;10.20;0.393;1.46;3.93;0.371;2.36;2.74;0.862
Vladimir Radmanovic;2004-2005;REG;SuperSonics;63;29.52;11.79;0.84;3.76;4.60;1.37;0.90;0.49;1.27;2.73;4.24;10.33;0.410;2.03;5.22;0.389;1.29;1.63;0.786
Mike James;2004-2005;REG;Bucks, Rockets;74;25.11;11.77;0.47;2.34;2.81;3.55;0.88;0.08;1.43;2.35;4.47;10.15;0.441;1.35;3.50;0.386;1.47;1.96;0.752
Jamaal Magloire;2004-2005;REG;Hornets;23;30.61;11.74;3.43;5.48;8.91;1.26;0.35;1.00;2.57;3.22;4.26;9.87;0.432;0.00;0.00;0.000;3.22;5.35;0.602
Luol Deng;2004-2005;REG;Bulls;61;26.82;11.66;1.51;3.77;5.28;2.21;0.79;0.44;1.93;1.61;4.59;10.57;0.434;0.51;1.92;0.265;1.97;2.66;0.741
Damon Jones;2004-2005;REG;Heat;82;31.44;11.65;0.17;2.65;2.82;4.28;0.54;0.06;1.20;1.48;4.04;8.85;0.456;2.74;6.35;0.432;0.83;1.05;0.791
Ruben Patterson;2004-2005;REG;Trail Blazers;70;28.07;11.56;1.80;2.10;3.90;1.97;1.51;0.30;2.04;2.34;4.56;8.59;0.531;0.03;0.36;0.080;2.41;4.03;0.599
Kyle Korver;2004-2005;REG;76ers;82;32.47;11.49;0.49;4.13;4.62;2.22;1.26;0.40;1.29;3.23;3.87;9.26;0.418;2.76;6.80;0.405;1.00;1.17;0.854
Donyell Marshall;2004-2005;REG;Raptors;65;25.46;11.49;1.46;5.12;6.58;1.25;0.88;0.71;0.65;2.09;4.03;9.11;0.443;2.32;5.58;0.416;1.11;1.40;0.791
Speedy Claxton;2004-2005;REG;Warriors, Hornets;62;30.21;11.48;0.60;2.37;2.97;6.03;1.76;0.13;1.92;2.97;4.15;9.85;0.421;0.18;0.98;0.180;3.02;4.10;0.736
Kurt Thomas;2004-2005;REG;Knicks;80;35.73;11.45;2.13;8.26;10.39;2.00;0.88;0.99;1.24;3.88;5.30;11.26;0.471;0.03;0.05;0.500;0.83;1.05;0.786
Gary Payton;2004-2005;REG;Celtics, Hawks;77;32.31;11.34;0.62;2.44;3.06;6.09;1.14;0.16;1.92;1.57;4.40;9.42;0.468;0.55;1.68;0.326;1.99;2.61;0.761
Tyronn Lue;2004-2005;REG;Rockets, Hawks;70;28.25;11.24;0.20;1.93;2.13;4.60;0.47;0.00;1.50;2.40;4.21;9.34;0.451;0.79;2.21;0.355;2.03;2.36;0.861
Antonio Daniels;2004-2005;REG;SuperSonics;75;27.01;11.24;0.27;1.99;2.25;4.12;0.68;0.04;1.04;1.04;3.64;8.31;0.438;0.65;2.20;0.297;3.31;4.05;0.816
Keith Van Horn;2004-2005;REG;Bucks, Mavericks;62;24.21;11.23;1.44;3.31;4.74;1.21;0.58;0.34;1.31;2.74;4.15;9.10;0.456;0.87;2.29;0.380;2.06;2.53;0.815
Gerald Wallace;2004-2005;REG;Bobcats;70;30.74;11.14;1.69;3.83;5.51;1.96;1.67;1.30;2.27;2.60;4.09;9.10;0.449;0.24;0.89;0.274;2.73;4.13;0.661
Nick Van Exel;2004-2005;REG;Trail Blazers;53;30.51;11.06;0.38;2.66;3.04;4.28;0.83;0.00;1.74;1.32;4.04;10.58;0.381;1.89;4.85;0.389;1.09;1.40;0.784
Raef LaFrentz;2004-2005;REG;Celtics;80;27.48;11.05;1.93;4.99;6.91;1.23;0.53;1.24;0.88;3.28;4.26;8.60;0.496;1.03;2.81;0.364;1.50;1.85;0.811
Joe Smith;2004-2005;REG;Bucks;74;30.22;10.99;2.42;4.89;7.31;0.91;0.58;0.51;1.07;3.00;4.31;8.39;0.514;0.00;0.01;0.000;2.36;3.08;0.768
Udonis Haslem;2004-2005;REG;Heat;80;33.48;10.88;2.99;6.09;9.08;1.35;0.79;0.51;1.41;3.25;4.33;8.01;0.540;0.00;0.05;0.000;2.23;2.81;0.791
P.J. Brown;2004-2005;REG;Hornets;82;34.34;10.80;3.24;5.74;8.99;2.17;0.90;0.61;1.23;2.84;4.12;9.24;0.446;0.00;0.00;0.000;2.56;2.96;0.864
Fred Jones;2004-2005;REG;Pacers;77;29.47;10.56;0.44;2.70;3.14;2.55;0.79;0.40;1.48;2.22;3.57;8.40;0.425;1.13;2.97;0.380;2.29;2.69;0.850
Jim Jackson;2004-2005;REG;Rockets, Hornets, Suns;64;31.14;10.50;0.52;3.69;4.20;2.86;0.55;0.08;1.80;2.39;3.88;9.09;0.426;1.91;4.61;0.414;0.84;0.91;0.931
Bonzi Wells;2004-2005;REG;Grizzlies;69;21.62;10.45;0.71;2.61;3.32;1.16;1.23;0.39;1.30;2.39;3.94;8.94;0.441;0.52;1.51;0.346;2.04;2.72;0.750
Marcus Camby;2004-2005;REG;Nuggets;66;30.01;10.35;1.98;8.03;10.02;2.30;0.92;3.02;1.56;2.68;4.23;9.09;0.465;0.00;0.06;0.000;1.89;2.62;0.723
J.R. Smith;2004-2005;REG;Hornets;76;24.43;10.29;0.51;1.49;2.00;1.87;0.72;0.14;1.43;1.78;3.88;9.84;0.394;1.07;3.70;0.288;1.46;2.12;0.689
Corliss Williamson;2004-2005;REG;76ers, Kings;72;21.30;10.29;1.44;2.15;3.60;1.08;0.53;0.21;1.19;3.03;3.79;8.11;0.467;0.00;0.03;0.000;2.71;3.39;0.799
Bob Sura;2004-2005;REG;Rockets;61;31.59;10.26;1.30;4.23;5.52;5.20;1.07;0.11;2.41;2.75;3.52;8.26;0.427;0.90;2.54;0.355;2.31;3.08;0.750
Jarvis Hayes;2004-2005;REG;Wizards;54;28.87;10.24;0.76;3.44;4.20;1.67;0.91;0.17;1.15;1.98;3.81;9.81;0.389;0.78;2.28;0.341;1.83;2.19;0.839
Mo Williams;2004-2005;REG;Bucks;80;28.28;10.18;0.63;2.43;3.05;6.05;0.93;0.14;2.45;2.76;4.04;9.21;0.438;0.40;1.24;0.323;1.70;2.00;0.850
