Player;Season;Season Type;Team;Games;Min;Pts;OReb;Dreb;Reb;Ast;Stl;Blk;TO;PF;FGM;FGA;FG%;3PTM;3PTA;3PT%;FTM;FTA;FT%
Caron Butler;2005-2006;REG;Wizards;75;36.10;17.57;1.52;4.69;6.21;2.48;1.69;0.24;2.33;3.17;6.59;14.48;0.455;0.55;1.60;0.342;3.85;4.43;0.870
Sam Cassell;2005-2006;REG;Clippers;78;34.01;17.24;0.51;3.17;3.68;6.29;0.95;0.14;2.24;2.88;6.32;14.26;0.443;0.90;2.44;0.368;3.71;4.29;0.863
Jason Terry;2005-2006;REG;Mavericks;80;34.98;17.14;0.39;1.59;1.98;3.83;1.25;0.34;1.69;2.45;6.45;13.74;0.470;2.14;5.20;0.411;2.10;2.63;0.800
David West;2005-2006;REG;Hornets;74;34.14;17.05;2.27;5.14;7.41;1.24;0.82;0.86;1.42;2.89;7.16;14.00;0.512;0.04;0.15;0.273;2.69;3.19;0.843
Ben Gordon;2005-2006;REG;Bulls;80;31.02;16.88;0.54;2.20;2.74;3.00;0.94;0.06;2.25;2.98;6.08;14.40;0.422;2.08;4.78;0.435;2.65;3.38;0.785
Morris Peterson;2005-2006;REG;Raptors;82;38.30;16.76;0.79;3.85;4.65;2.32;1.27;0.18;1.54;2.72;5.83;13.37;0.436;2.16;5.46;0.395;2.94;3.59;0.820
Stephen Jackson;2005-2006;REG;Pacers;81;35.92;16.41;0.59;3.26;3.85;2.78;1.28;0.53;2.51;2.41;5.83;14.17;0.411;1.44;4.19;0.345;3.31;4.21;0.786
Stephon Marbury;2005-2006;REG;Knicks;60;36.56;16.28;0.42;2.50;2.92;6.37;1.05;0.07;2.62;2.38;5.82;12.90;0.451;0.55;1.73;0.317;4.10;5.43;0.755
Carlos Boozer;2005-2006;REG;Jazz;33;31.07;16.27;2.21;6.42;8.64;2.67;0.91;0.24;2.09;3.18;6.64;12.09;0.549;0.00;0.00;0.000;3.00;4.15;0.723
Chris Paul;2005-2006;REG;Hornets;78;36.01;16.13;0.78;4.35;5.13;7.83;2.24;0.08;2.35;2.79;5.22;12.14;0.430;0.64;2.27;0.282;5.05;5.96;0.847
Kirk Hinrich;2005-2006;REG;Bulls;81;36.47;15.85;0.36;3.20;3.56;6.35;1.16;0.26;2.32;3.10;5.57;13.31;0.418;1.56;4.21;0.370;3.16;3.88;0.815
Dwight Howard;2005-2006;REG;Magic;82;36.84;15.76;3.51;8.95;12.46;1.52;0.79;1.40;2.65;3.38;5.71;10.74;0.531;0.00;0.02;0.000;4.34;7.29;0.595
Josh Howard;2005-2006;REG;Mavericks;59;32.46;15.64;2.08;4.20;6.29;1.88;1.15;0.44;1.34;2.83;5.93;12.59;0.471;0.46;1.07;0.429;3.32;4.53;0.734
Zydrunas Ilgauskas;2005-2006;REG;Cavaliers;78;29.27;15.60;3.14;4.44;7.58;1.17;0.49;1.74;1.99;3.59;5.77;11.40;0.506;0.00;0.06;0.000;4.06;4.87;0.834
Larry Hughes;2005-2006;REG;Cavaliers;36;35.59;15.50;0.72;3.75;4.47;3.64;1.47;0.58;2.75;3.25;5.33;13.03;0.409;0.78;2.11;0.368;4.06;5.36;0.756
Andrei Kirilenko;2005-2006;REG;Jazz;69;37.74;15.28;2.33;5.67;8.00;4.33;1.48;3.19;2.94;2.35;4.87;10.58;0.460;0.52;1.70;0.308;5.01;7.17;0.699
Gerald Wallace;2005-2006;REG;Bobcats;55;34.46;15.20;2.24;5.25;7.49;1.75;2.51;2.09;1.80;2.73;5.76;10.71;0.538;0.25;0.91;0.280;3.42;5.56;0.614
Grant Hill;2005-2006;REG;Magic;21;29.18;15.14;0.71;3.10;3.81;2.29;1.14;0.29;1.67;2.38;5.67;11.57;0.490;0.10;0.38;0.250;3.71;4.86;0.765
Rasheed Wallace;2005-2006;REG;Pistons;80;34.74;15.11;1.13;5.71;6.84;2.28;1.03;1.63;1.06;2.90;5.74;13.34;0.430;1.94;5.43;0.357;1.70;2.29;0.743
Manu Ginobili;2005-2006;REG;Spurs;65;27.89;15.09;0.65;2.89;3.54;3.62;1.55;0.40;1.86;2.40;4.75;10.29;0.462;1.28;3.34;0.382;4.31;5.54;0.778
Brad Miller;2005-2006;REG;Kings;79;37.01;14.96;1.54;6.24;7.78;4.73;0.77;0.78;2.28;2.96;5.49;11.10;0.495;0.43;1.11;0.386;3.54;4.28;0.828
Hedo Turkoglu;2005-2006;REG;Magic;78;33.53;14.94;0.90;3.37;4.27;2.77;0.90;0.27;1.67;3.00;5.10;11.24;0.454;1.46;3.63;0.403;3.27;3.79;0.861
Lamar Odom;2005-2006;REG;Lakers;80;40.26;14.83;2.26;6.96;9.23;5.54;0.94;0.80;2.66;3.20;5.56;11.56;0.481;1.00;2.69;0.372;2.70;3.91;0.690
Cuttino Mobley;2005-2006;REG;Clippers;79;37.71;14.81;0.63;3.68;4.32;3.01;1.18;0.46;1.84;2.63;5.43;12.76;0.426;1.05;3.10;0.339;2.90;3.46;0.839
Raja Bell;2005-2006;REG;Suns;79;37.45;14.71;0.56;2.65;3.20;2.62;0.96;0.28;1.13;3.14;5.38;11.77;0.457;2.49;5.65;0.442;1.46;1.85;0.788
Jameer Nelson;2005-2006;REG;Magic;62;28.77;14.60;0.63;2.27;2.90;4.87;1.13;0.15;2.39;2.81;5.60;11.60;0.483;1.13;2.66;0.424;2.27;2.92;0.779
Steve Francis;2005-2006;REG;Magic, Knicks;70;34.19;14.36;1.06;3.09;4.14;4.93;1.06;0.24;3.06;2.91;4.76;10.93;0.435;0.36;1.19;0.301;4.49;5.70;0.787
Jamal Crawford;2005-2006;REG;Knicks;79;32.34;14.28;0.46;2.68;3.14;3.81;1.10;0.19;2.22;1.90;4.63;11.13;0.416;1.28;3.71;0.345;3.73;4.52;0.826
Luol Deng;2005-2006;REG;Bulls;78;33.38;14.26;1.63;4.99;6.62;1.88;0.92;0.64;1.35;1.64;5.67;12.23;0.463;0.27;1.00;0.269;2.65;3.54;0.750
Tayshaun Prince;2005-2006;REG;Pistons;82;35.34;14.10;1.27;2.95;4.22;2.27;0.76;0.48;1.11;1.17;5.55;12.18;0.455;0.78;2.23;0.350;2.22;2.90;0.765
Troy Murphy;2005-2006;REG;Warriors;74;34.00;13.99;2.64;7.41;10.04;1.36;0.64;0.35;1.46;2.58;4.91;11.32;0.433;0.78;2.45;0.320;3.39;4.31;0.787
Darius Miles;2005-2006;REG;Trail Blazers;40;32.14;13.98;0.60;3.95;4.55;1.83;1.05;0.98;2.48;2.50;5.88;12.75;0.461;0.05;0.25;0.200;2.18;4.08;0.534
Andre Miller;2005-2006;REG;Nuggets;82;35.82;13.73;1.12;3.16;4.28;8.22;1.29;0.22;3.12;2.60;4.93;10.63;0.463;0.06;0.33;0.185;3.82;5.17;0.738
Mike Miller;2005-2006;REG;Grizzlies;74;30.64;13.70;0.57;4.80;5.36;2.70;0.70;0.36;1.89;2.34;4.78;10.27;0.466;1.86;4.58;0.407;2.27;2.84;0.800
Bonzi Wells;2005-2006;REG;Kings;52;32.39;13.60;2.73;4.98;7.71;2.77;1.81;0.48;2.42;3.00;5.46;11.79;0.463;0.19;0.87;0.222;2.48;3.65;0.679
Eddy Curry;2005-2006;REG;Knicks;72;25.92;13.60;2.01;3.99;6.00;0.26;0.39;0.78;2.49;3.32;4.67;8.29;0.563;0.00;0.00;0.000;4.26;6.75;0.632
Nenad Krstic;2005-2006;REG;Nets;80;30.87;13.50;2.28;4.14;6.41;1.10;0.40;0.79;1.66;3.71;5.59;11.01;0.507;0.01;0.05;0.250;2.31;3.31;0.698
Bobby Simmons;2005-2006;REG;Bucks;75;33.83;13.36;1.21;3.23;4.44;2.29;1.15;0.28;1.64;3.39;4.88;10.77;0.453;1.40;3.33;0.420;2.20;2.67;0.825
Boris Diaw;2005-2006;REG;Suns;81;35.48;13.33;1.96;4.93;6.89;6.21;0.72;1.05;2.33;3.21;5.54;10.53;0.526;0.10;0.37;0.267;2.15;2.94;0.731
Jason Kidd;2005-2006;REG;Nets;80;37.19;13.31;1.08;6.18;7.25;8.40;1.88;0.36;2.40;1.96;4.58;11.31;0.404;1.74;4.94;0.352;2.43;3.05;0.795
Derek Fisher;2005-2006;REG;Warriors;82;31.58;13.28;0.44;2.13;2.57;4.29;1.52;0.10;1.90;2.89;4.44;10.82;0.410;1.43;3.60;0.397;2.98;3.57;0.833
Emeka Okafor;2005-2006;REG;Bobcats;26;33.62;13.23;3.62;6.42;10.04;1.19;0.85;1.92;2.04;3.38;5.04;12.15;0.415;0.00;0.00;0.000;3.15;4.81;0.656
Leandro Barbosa;2005-2006;REG;Suns;57;27.93;13.05;0.54;2.09;2.63;2.77;0.84;0.11;1.56;2.54;4.79;9.95;0.481;1.53;3.44;0.444;1.95;2.58;0.755
Jerry Stackhouse;2005-2006;REG;Mavericks;55;27.73;13.00;0.58;2.20;2.78;2.91;0.67;0.18;2.20;1.75;4.40;10.96;0.401;0.65;2.36;0.277;3.55;4.02;0.882
Charlie Villanueva;2005-2006;REG;Raptors;81;29.15;13.00;2.23;4.20;6.43;1.09;0.74;0.78;1.22;3.05;5.37;11.60;0.463;0.86;2.64;0.327;1.40;1.98;0.706
Andres Nocioni;2005-2006;REG;Bulls;82;27.31;12.96;1.09;5.01;6.10;1.43;0.49;0.63;1.46;3.07;4.67;10.13;0.461;1.13;2.90;0.391;2.49;2.95;0.843
Kenyon Martin;2005-2006;REG;Nuggets;56;27.61;12.86;1.66;4.64;6.30;1.41;0.77;0.93;1.29;3.05;5.30;10.71;0.495;0.09;0.39;0.227;2.16;3.04;0.712
Marcus Camby;2005-2006;REG;Nuggets;56;33.16;12.79;2.36;9.57;11.93;2.05;1.41;3.29;1.64;2.82;5.39;11.59;0.465;0.02;0.20;0.091;1.98;2.79;0.712
Brevin Knight;2005-2006;REG;Bobcats;69;34.07;12.62;0.51;2.72;3.23;8.84;2.28;0.06;2.38;2.93;4.46;11.19;0.399;0.04;0.19;0.231;3.65;4.55;0.803
Earl Boykins;2005-2006;REG;Nuggets;60;25.71;12.60;0.35;1.00;1.35;3.83;0.80;0.07;1.38;1.22;4.52;11.02;0.410;1.03;2.98;0.346;2.53;2.90;0.874
Matt Harpring;2005-2006;REG;Jazz;71;27.38;12.46;2.23;2.96;5.18;1.38;0.83;0.20;1.54;2.85;4.54;9.55;0.475;0.20;0.55;0.359;3.20;4.41;0.725
Primoz Brezec;2005-2006;REG;Bobcats;79;27.41;12.43;2.29;3.28;5.57;0.57;0.24;0.41;1.08;2.87;5.18;10.01;0.517;0.00;0.03;0.000;2.08;2.84;0.732
Channing Frye;2005-2006;REG;Knicks;65;24.19;12.34;2.12;3.63;5.75;0.82;0.46;0.72;1.49;3.08;4.69;9.85;0.477;0.05;0.14;0.334;2.91;3.52;0.825
Jason Williams;2005-2006;REG;Heat;59;31.76;12.34;0.10;2.25;2.36;4.86;0.90;0.08;1.69;1.71;4.54;10.27;0.442;1.81;4.88;0.372;1.44;1.66;0.867
Jalen Rose;2005-2006;REG;Raptors, Knicks;72;27.53;12.32;0.39;2.54;2.93;2.51;0.42;0.18;1.60;2.17;4.03;9.51;0.423;0.82;2.39;0.343;3.44;4.42;0.780
Shareef Abdur-Rahim;2005-2006;REG;Kings;72;27.24;12.32;1.47;3.49;4.96;2.07;0.67;0.58;1.50;3.15;4.61;8.78;0.525;0.07;0.31;0.227;3.03;3.86;0.784
Juan Dixon;2005-2006;REG;Trail Blazers;76;25.27;12.30;0.39;1.93;2.33;1.96;0.76;0.08;1.49;2.07;4.70;10.80;0.435;0.86;2.24;0.382;2.05;2.55;0.804
Andre Iguodala;2005-2006;REG;Sixers;82;37.63;12.28;1.43;4.44;5.87;3.11;1.65;0.26;1.87;2.41;4.20;8.39;0.500;0.68;1.93;0.354;3.21;4.26;0.754
Speedy Claxton;2005-2006;REG;Hornets;71;28.44;12.27;0.55;2.17;2.72;4.77;1.52;0.08;2.17;2.49;4.28;10.37;0.413;0.24;0.89;0.270;3.46;4.51;0.769
Antoine Walker;2005-2006;REG;Heat;82;26.81;12.20;1.26;3.88;5.13;2.02;0.57;0.37;1.83;2.28;4.77;10.95;0.435;1.67;4.67;0.358;0.99;1.57;0.628
T.J. Ford;2005-2006;REG;Bucks;72;35.52;12.19;0.88;3.44;4.32;6.57;1.44;0.10;3.04;2.72;4.56;10.96;0.416;0.49;1.44;0.337;2.60;3.44;0.754
Mo Williams;2005-2006;REG;Bucks;58;26.40;12.12;0.52;1.95;2.47;3.97;0.90;0.12;1.81;2.52;4.60;10.84;0.424;1.26;3.29;0.382;1.66;1.95;0.850
Ruben Patterson;2005-2006;REG;Trail Blazers, Nuggets;71;25.25;12.08;1.66;1.77;3.44;1.79;1.07;0.30;2.11;2.11;4.61;8.94;0.515;0.01;0.18;0.077;2.86;4.76;0.601
Rafer Alston;2005-2006;REG;Rockets;63;38.59;12.08;0.57;3.48;4.05;6.75;1.60;0.24;2.49;3.08;4.44;11.71;0.379;1.62;4.95;0.327;1.57;2.27;0.692
Chris Kaman;2005-2006;REG;Clippers;78;32.83;11.95;2.40;7.22;9.62;1.01;0.58;1.38;2.26;3.45;4.73;9.05;0.523;0.00;0.03;0.000;2.49;3.23;0.770
Raymond Felton;2005-2006;REG;Bobcats;80;30.07;11.85;0.96;2.35;3.31;5.58;1.28;0.10;2.28;2.26;4.31;11.04;0.391;1.21;3.39;0.358;2.01;2.78;0.725
Eddie Jones;2005-2006;REG;Grizzlies;75;32.49;11.80;0.47;3.25;3.72;2.36;1.75;0.36;1.24;2.68;3.89;9.63;0.404;1.77;4.99;0.356;2.24;2.87;0.781
Juwan Howard;2005-2006;REG;Rockets;80;31.71;11.78;2.10;4.59;6.69;1.40;0.61;0.10;1.66;2.94;4.93;10.74;0.459;0.00;0.05;0.000;1.93;2.39;0.806
Delonte West;2005-2006;REG;Celtics;71;34.05;11.77;0.80;3.27;4.07;4.63;1.18;0.65;1.87;2.77;4.69;9.63;0.487;1.18;3.07;0.385;1.21;1.42;0.852
Damon Stoudamire;2005-2006;REG;Grizzlies;27;31.91;11.74;0.85;2.67;3.52;4.74;0.70;0.04;2.04;1.81;4.22;10.63;0.397;1.33;3.85;0.346;1.96;2.30;0.855
Zaza Pachulia;2005-2006;REG;Hawks;78;31.44;11.68;3.38;4.47;7.86;1.65;1.14;0.50;2.31;3.67;3.94;8.73;0.451;0.00;0.03;0.000;3.81;5.18;0.735
Luke Ridnour;2005-2006;REG;SuperSonics;79;33.23;11.52;0.59;2.38;2.97;6.96;1.56;0.28;2.05;2.25;4.23;10.11;0.418;0.54;1.89;0.289;2.52;2.87;0.877
Mike Dunleavy;2005-2006;REG;Warriors;81;31.82;11.51;0.96;3.96;4.93;2.93;0.74;0.40;1.48;2.46;4.09;10.07;0.406;0.91;3.21;0.285;2.42;3.11;0.778
Smush Parker;2005-2006;REG;Lakers;82;33.82;11.48;0.45;2.85;3.30;3.68;1.71;0.20;1.79;2.60;4.24;9.50;0.447;1.46;4.00;0.366;1.52;2.20;0.694
Kyle Korver;2005-2006;REG;Sixers;82;31.26;11.45;0.33;2.96;3.29;1.99;0.79;0.32;1.20;2.73;3.99;9.28;0.430;2.24;5.34;0.420;1.23;1.45;0.849
Bobby Jackson;2005-2006;REG;Grizzlies;71;25.01;11.38;0.62;2.52;3.14;2.75;0.86;0.01;1.42;2.18;4.03;10.54;0.382;1.82;4.68;0.389;1.51;2.06;0.733
Mark Blount;2005-2006;REG;Celtics, Timberwolves;81;27.64;11.28;1.19;3.32;4.51;1.22;0.49;0.94;2.40;3.14;4.60;9.06;0.508;0.00;0.00;0.000;2.07;2.74;0.757
Josh Smith;2005-2006;REG;Hawks;80;31.98;11.28;2.20;4.44;6.64;2.39;0.80;2.60;2.03;3.25;4.11;9.68;0.425;0.43;1.38;0.309;2.63;3.65;0.719
Ronald Murray;2005-2006;REG;SuperSonics, Cavaliers;76;27.79;11.20;0.43;1.58;2.01;2.59;0.89;0.14;1.78;1.75;4.22;10.11;0.418;0.49;1.86;0.262;2.26;3.18;0.711
DeShawn Stevenson;2005-2006;REG;Magic;82;32.29;10.98;0.72;2.22;2.94;1.95;0.71;0.21;1.50;2.17;4.38;9.52;0.460;0.02;0.18;0.133;2.20;2.95;0.744
Tyronn Lue;2005-2006;REG;Hawks;51;24.19;10.98;0.25;1.35;1.61;3.08;0.51;0.06;1.47;2.22;3.76;8.20;0.459;1.14;2.49;0.457;2.31;2.71;0.855
Kevin Martin;2005-2006;REG;Kings;72;26.57;10.81;0.81;2.82;3.63;1.35;0.76;0.13;1.13;1.92;3.64;7.58;0.480;0.92;2.49;0.369;2.61;3.08;0.847
Desmond Mason;2005-2006;REG;Hornets;70;30.03;10.81;0.91;3.34;4.26;0.94;0.60;0.24;1.61;1.94;3.93;9.86;0.399;0.01;0.09;0.167;2.94;4.31;0.682
Deron Williams;2005-2006;REG;Jazz;80;28.83;10.80;0.44;1.99;2.43;4.49;0.75;0.21;1.81;2.91;4.24;10.06;0.421;1.14;2.74;0.416;1.19;1.69;0.704
Drew Gooden;2005-2006;REG;Cavaliers;79;27.52;10.70;3.00;5.42;8.42;0.71;0.66;0.62;1.34;2.41;4.23;8.25;0.512;0.01;0.04;0.334;2.23;3.27;0.682
Gordan Giricek;2005-2006;REG;Jazz;37;25.84;10.62;0.41;1.49;1.89;1.70;0.43;0.11;1.70;2.35;4.49;10.35;0.433;0.49;1.59;0.305;1.16;1.54;0.754
Jumaine Jones;2005-2006;REG;Bobcats;76;27.48;10.51;1.38;3.57;4.95;0.83;0.89;0.29;0.97;2.63;3.92;9.68;0.405;1.51;4.41;0.343;1.16;1.59;0.727
Tim Thomas;2005-2006;REG;Bulls, Suns;29;22.94;10.34;0.76;3.76;4.52;0.69;0.55;0.24;1.14;2.69;3.90;9.03;0.431;1.59;3.83;0.414;0.97;1.45;0.667
Chris Mihm;2005-2006;REG;Lakers;59;26.13;10.24;2.32;4.00;6.32;1.03;0.27;1.24;1.41;3.63;3.90;7.78;0.501;0.00;0.00;0.000;2.44;3.41;0.716
Marquis Daniels;2005-2006;REG;Mavericks;62;28.49;10.23;1.31;2.31;3.61;2.77;1.08;0.21;1.61;2.31;3.97;8.26;0.480;0.06;0.31;0.210;2.23;2.95;0.754
Michael Finley;2005-2006;REG;Spurs;77;26.47;10.13;0.40;2.81;3.21;1.51;0.48;0.09;0.81;1.26;3.71;9.03;0.412;1.43;3.62;0.394;1.27;1.49;0.852
Shane Battier;2005-2006;REG;Grizzlies;81;35.05;10.10;2.02;3.27;5.30;1.68;1.14;1.41;1.11;2.75;3.74;7.67;0.488;0.80;2.04;0.394;1.81;2.57;0.707
Kareem Rush;2005-2006;REG;Bobcats;47;23.64;10.09;0.38;1.81;2.19;1.06;0.81;0.28;1.38;1.68;3.85;9.98;0.386;1.21;3.49;0.348;1.17;1.64;0.714
Josh Childress;2005-2006;REG;Hawks;74;30.39;10.03;1.81;3.42;5.23;1.77;1.16;0.53;1.36;2.49;3.76;6.81;0.552;0.43;0.88;0.492;2.08;2.72;0.766
