Player;Season;Season Type;Team;Games;Min;Pts;OReb;Dreb;Reb;Ast;Stl;Blk;TO;PF;FGM;FGA;FG%;3PTM;3PTA;3PT%;FTM;FTA;FT%
Rafer Alston;2006-2007;REG;Rockets;82;37.08;13.27;0.35;3.09;3.44;5.41;1.57;0.12;2.07;2.38;4.67;12.44;0.375;2.34;6.45;0.363;1.59;2.16;0.734
Chucky Atkins;2006-2007;REG;Grizzlies;75;27.52;13.17;0.24;1.61;1.85;4.61;0.67;0.05;1.69;1.81;4.13;9.53;0.434;1.55;4.08;0.379;3.36;4.15;0.810
Marvin Williams;2006-2007;REG;Hawks;64;34.04;13.11;1.31;3.95;5.27;1.89;0.81;0.47;1.98;2.98;4.78;11.03;0.433;0.17;0.70;0.244;3.38;4.14;0.815
Jason Kidd;2006-2007;REG;Nets;80;36.66;13.01;1.69;6.50;8.19;9.20;1.59;0.29;2.66;1.83;4.61;11.35;0.406;1.55;4.51;0.343;2.24;2.88;0.778
J.R. Smith;2006-2007;REG;Nuggets;63;23.36;13.00;0.48;1.79;2.27;1.44;0.78;0.14;1.35;2.33;4.51;10.22;0.441;2.37;6.06;0.390;1.62;2.00;0.810
Josh Childress;2006-2007;REG;Hawks;55;36.80;13.00;2.24;3.95;6.18;2.31;1.05;0.65;1.45;2.15;4.75;9.42;0.504;0.47;1.40;0.338;3.04;3.82;0.795
Jameer Nelson;2006-2007;REG;Magic;77;30.27;12.99;0.65;2.42;3.06;4.29;0.95;0.06;2.39;2.92;4.88;11.36;0.430;0.84;2.52;0.335;2.38;2.87;0.828
Quentin Richardson;2006-2007;REG;Knicks;49;33.08;12.98;1.33;5.86;7.18;2.20;0.73;0.14;1.43;2.71;4.65;11.12;0.418;1.98;5.27;0.376;1.69;2.45;0.692
Jamaal Tinsley;2006-2007;REG;Pacers;72;31.15;12.85;0.83;2.50;3.33;6.86;1.63;0.35;2.78;2.64;4.81;12.35;0.389;0.85;2.68;0.316;2.39;3.32;0.720
Mike Dunleavy;2006-2007;REG;Warriors, Pacers;82;31.46;12.79;1.02;4.23;5.26;2.78;1.02;0.27;1.82;2.48;4.68;10.37;0.452;0.85;2.73;0.313;2.57;3.28;0.784
Hakim Warrick;2006-2007;REG;Grizzlies;82;26.24;12.74;1.59;3.54;5.12;0.91;0.52;0.37;1.96;2.83;4.55;8.68;0.524;0.00;0.10;0.000;3.65;4.73;0.771
Anthony Parker;2006-2007;REG;Raptors;73;33.39;12.37;0.82;3.05;3.88;2.10;1.00;0.15;0.97;1.85;4.49;9.41;0.477;1.58;3.58;0.441;1.81;2.18;0.830
Rasheed Wallace;2006-2007;REG;Pistons;75;32.25;12.35;1.20;6.04;7.24;1.69;1.00;1.57;1.25;3.00;4.76;11.24;0.423;1.39;3.95;0.351;1.44;1.83;0.788
Mark Blount;2006-2007;REG;Timberwolves;82;31.03;12.32;1.66;4.50;6.16;0.82;0.52;0.71;1.94;2.91;5.21;10.23;0.509;0.11;0.38;0.290;1.79;2.38;0.754
Sam Cassell;2006-2007;REG;Clippers;58;24.26;12.31;0.47;2.41;2.88;4.66;0.48;0.14;1.74;2.17;4.50;10.78;0.418;0.55;1.88;0.294;2.76;3.14;0.879
Andrew Bogut;2006-2007;REG;Bucks;66;34.21;12.26;2.55;6.30;8.85;3.00;0.74;0.53;2.27;3.27;5.27;9.53;0.553;0.02;0.08;0.201;1.70;2.94;0.577
Delonte West;2006-2007;REG;Celtics;69;32.16;12.25;0.46;2.55;3.01;4.41;1.07;0.49;2.03;2.20;4.43;10.39;0.427;0.94;2.58;0.365;2.43;2.86;0.853
Nene;2006-2007;REG;Nuggets;64;26.79;12.23;2.34;4.67;7.02;1.20;0.97;0.92;1.98;3.27;4.59;8.06;0.570;0.00;0.02;0.000;3.05;4.42;0.689
Zaza Pachulia;2006-2007;REG;Hawks;72;28.13;12.15;2.76;4.18;6.94;1.47;1.07;0.50;2.25;3.71;4.04;8.53;0.474;0.00;0.01;0.000;4.07;5.18;0.786
Matt Carroll;2006-2007;REG;Bobcats;72;26.09;12.07;0.49;2.39;2.88;1.26;0.74;0.13;1.01;2.44;3.96;9.14;0.433;1.54;3.71;0.416;2.61;2.89;0.904
Ryan Gomes;2006-2007;REG;Celtics;73;31.15;12.07;1.71;3.86;5.58;1.63;0.66;0.18;1.44;2.32;4.63;9.90;0.467;0.22;0.58;0.381;2.59;3.19;0.811
Jerry Stackhouse;2006-2007;REG;Mavericks;67;24.09;12.00;0.58;1.58;2.16;2.79;0.76;0.15;1.75;1.16;4.18;9.76;0.428;0.93;2.42;0.383;2.72;3.21;0.846
Jarrett Jack;2006-2007;REG;Trail Blazers;79;33.55;11.97;0.23;2.41;2.63;5.28;1.09;0.11;2.37;2.56;4.05;8.92;0.454;0.80;2.28;0.350;3.08;3.53;0.871
Sean May;2006-2007;REG;Bobcats;35;23.94;11.89;2.09;4.57;6.66;1.89;0.54;0.69;1.60;2.86;4.69;9.37;0.500;0.06;0.09;0.666;2.46;3.20;0.768
Zydrunas Ilgauskas;2006-2007;REG;Cavaliers;78;27.30;11.86;3.10;4.58;7.68;1.58;0.62;1.26;1.81;3.29;4.94;10.17;0.485;0.00;0.01;0.000;1.99;2.46;0.807
Charlie Villanueva;2006-2007;REG;Bucks;39;25.24;11.85;1.59;4.26;5.85;0.92;0.62;0.31;1.38;2.77;4.62;9.82;0.470;0.74;2.21;0.337;1.87;2.28;0.820
Adam Morrison;2006-2007;REG;Bobcats;78;29.82;11.76;0.69;2.26;2.95;2.09;0.36;0.08;1.67;2.29;4.55;12.10;0.376;1.12;3.31;0.337;1.54;2.17;0.710
Matt Harpring;2006-2007;REG;Jazz;77;25.52;11.61;1.52;3.06;4.58;1.29;0.68;0.14;1.53;3.01;4.18;8.52;0.491;0.17;0.51;0.333;3.08;4.01;0.767
Andrea Bargnani;2006-2007;REG;Raptors;65;25.07;11.55;0.80;3.12;3.92;0.77;0.49;0.82;1.65;2.77;4.11;9.62;0.427;1.54;4.12;0.373;1.80;2.18;0.824
Devin Brown;2006-2007;REG;Hornets;58;28.65;11.55;0.95;3.38;4.33;2.57;0.76;0.16;1.57;2.40;4.02;9.57;0.420;1.40;3.91;0.357;2.12;2.67;0.794
Tony Allen;2006-2007;REG;Celtics;33;24.38;11.48;1.06;2.70;3.76;1.70;1.48;0.36;2.27;2.64;4.03;7.85;0.514;0.24;1.00;0.242;3.18;4.06;0.784
Luke Walton;2006-2007;REG;Lakers;60;33.03;11.40;1.45;3.58;5.03;4.28;1.00;0.35;1.97;1.95;4.40;9.28;0.474;0.80;2.07;0.387;1.80;2.42;0.745
Tyronn Lue;2006-2007;REG;Hawks;56;26.57;11.36;0.34;1.52;1.86;3.59;0.43;0.00;1.52;1.80;3.89;9.36;0.416;1.00;2.88;0.348;2.57;2.91;0.883
Willie Green;2006-2007;REG;Sixers;74;24.89;11.34;0.57;1.57;2.14;1.51;0.76;0.05;1.43;1.95;4.82;11.73;0.411;0.69;2.12;0.325;1.00;1.50;0.667
Steve Francis;2006-2007;REG;Knicks;44;28.11;11.30;0.75;2.82;3.57;3.86;0.93;0.27;2.27;2.86;3.18;7.80;0.408;0.95;2.52;0.378;3.98;4.80;0.829
DeShawn Stevenson;2006-2007;REG;Wizards;82;29.51;11.22;0.67;1.96;2.63;2.66;0.79;0.23;1.45;1.89;4.23;9.18;0.461;0.90;2.23;0.404;1.85;2.63;0.704
Marcus Camby;2006-2007;REG;Nuggets;70;33.84;11.21;2.34;9.31;11.66;3.19;1.24;3.30;1.74;2.61;4.46;9.41;0.473;0.00;0.03;0.000;2.30;3.16;0.729
Chris Webber;2006-2007;REG;Sixers, Pistons;61;29.85;11.21;2.03;5.13;7.16;3.08;0.98;0.67;1.75;2.34;4.74;10.48;0.452;0.07;0.18;0.364;1.67;2.62;0.637
Mickael Pietrus;2006-2007;REG;Warriors;72;26.90;11.13;1.13;3.42;4.54;0.86;0.67;0.76;1.46;3.06;3.97;8.14;0.488;1.29;3.33;0.388;1.89;2.92;0.648
Smush Parker;2006-2007;REG;Lakers;82;29.97;11.06;0.55;1.96;2.51;2.78;1.45;0.12;1.87;2.57;4.17;9.57;0.436;1.34;3.67;0.365;1.38;2.13;0.646
Drew Gooden;2006-2007;REG;Cavaliers;80;27.98;11.06;3.29;5.23;8.51;1.10;0.88;0.35;1.44;2.63;4.64;9.80;0.473;0.01;0.08;0.167;1.78;2.49;0.714
Tim Thomas;2006-2007;REG;Clippers;76;27.03;11.00;0.83;4.14;4.97;2.25;0.72;0.37;1.39;3.00;3.93;9.51;0.414;1.79;4.68;0.382;1.34;1.89;0.708
Luke Ridnour;2006-2007;REG;SuperSonics;71;29.45;10.97;0.39;1.92;2.31;5.18;1.17;0.27;2.20;2.55;4.24;9.79;0.433;0.69;1.96;0.353;1.80;2.24;0.805
Jason Kapono;2006-2007;REG;Heat;67;26.38;10.90;0.39;2.30;2.69;1.21;0.57;0.03;1.04;2.01;4.15;8.40;0.494;1.61;3.13;0.514;0.99;1.10;0.892
Luther Head;2006-2007;REG;Rockets;80;27.63;10.90;0.39;2.76;3.15;2.43;0.95;0.06;1.71;1.66;3.83;8.75;0.437;2.21;5.01;0.441;1.04;1.31;0.790
Jason Williams;2006-2007;REG;Heat;61;30.58;10.89;0.30;2.02;2.31;5.28;0.95;0.02;1.64;1.11;3.85;9.33;0.413;1.64;4.84;0.339;1.54;1.69;0.913
Rudy Gay;2006-2007;REG;Grizzlies;78;26.96;10.85;1.19;3.27;4.46;1.28;0.91;0.95;1.79;2.46;4.12;9.74;0.422;0.67;1.83;0.364;1.95;2.68;0.727
Samuel Dalembert;2006-2007;REG;Sixers;82;30.91;10.72;2.91;6.02;8.94;0.78;0.57;1.94;1.96;3.50;4.34;8.02;0.541;0.00;0.02;0.000;2.04;2.73;0.746
David Lee;2006-2007;REG;Knicks;58;29.84;10.71;3.38;7.00;10.38;1.79;0.83;0.40;1.59;2.67;4.14;6.90;0.600;0.00;0.00;0.000;2.43;2.98;0.815
