Player;Season;Season Type;Team;Games;Min;Pts;OReb;Dreb;Reb;Ast;Stl;Blk;TO;PF;FGM;FGA;FG%;3PTM;3PTA;3PT%;FTM;FTA;FT%
Goran Dragic;2013-2014;REG;Suns;76;35.11;20.29;0.91;2.32;3.22;5.88;1.37;0.29;2.80;2.71;7.26;14.38;0.505;1.61;3.93;0.408;4.16;5.47;0.760
Rudy Gay;2013-2014;REG;Kings, Raptors;73;34.67;19.96;1.55;4.44;5.99;2.86;1.30;0.77;3.07;2.34;7.36;16.15;0.455;0.89;2.70;0.330;4.36;5.30;0.822
Ryan Anderson;2013-2014;REG;Pelicans;22;36.12;19.82;3.00;3.45;6.45;0.77;0.45;0.32;0.91;2.14;7.05;16.09;0.438;3.05;7.45;0.409;2.68;2.82;0.952
John Wall;2013-2014;REG;Wizards;82;36.34;19.30;0.46;3.60;4.06;8.79;1.82;0.49;3.60;2.67;7.06;16.30;0.433;1.32;3.76;0.351;3.87;4.80;0.805
Chris Paul;2013-2014;REG;Clippers;62;35.02;19.11;0.61;3.71;4.32;10.69;2.48;0.06;2.34;2.53;6.55;14.03;0.467;1.26;3.42;0.368;4.76;5.56;0.855
Kevin Martin;2013-2014;REG;Timberwolves;68;32.01;19.09;0.50;2.49;2.99;1.81;0.97;0.09;1.56;1.81;6.47;15.03;0.431;1.69;4.37;0.387;4.46;5.00;0.891
Dwyane Wade;2013-2014;REG;Heat;54;32.86;19.04;1.09;3.35;4.44;4.67;1.46;0.54;2.98;1.96;7.69;14.07;0.546;0.17;0.59;0.281;3.50;4.78;0.733
Monta Ellis;2013-2014;REG;Mavericks;82;36.86;19.02;0.46;3.13;3.60;5.74;1.72;0.28;3.22;2.40;7.02;15.59;0.451;0.84;2.55;0.330;4.13;5.24;0.788
Jamal Crawford;2013-2014;REG;Clippers;69;30.35;18.58;0.49;1.80;2.29;3.23;0.86;0.17;1.96;1.74;6.10;14.65;0.416;2.33;6.46;0.361;4.04;4.67;0.866
Al Horford;2013-2014;REG;Hawks;29;33.03;18.55;2.28;6.14;8.41;2.62;0.93;1.52;2.21;1.93;8.21;14.48;0.567;0.14;0.38;0.364;2.00;2.93;0.682
Klay Thompson;2013-2014;REG;Warriors;81;35.41;18.37;0.47;2.60;3.07;2.25;0.91;0.46;1.67;2.89;6.90;15.54;0.444;2.75;6.60;0.417;1.81;2.28;0.795
Dwight Howard;2013-2014;REG;Rockets;71;33.75;18.27;3.25;8.94;12.20;1.83;0.85;1.80;3.23;3.38;6.66;11.28;0.591;0.03;0.10;0.286;4.92;8.99;0.547
David Lee;2013-2014;REG;Warriors;69;33.16;18.22;2.64;6.68;9.32;2.12;0.70;0.38;2.20;2.99;7.43;14.22;0.523;0.00;0.01;0.000;3.35;4.29;0.780
Arron Afflalo;2013-2014;REG;Magic;73;34.96;18.22;0.44;3.15;3.59;3.40;0.48;0.04;2.00;1.86;6.36;13.85;0.459;1.75;4.11;0.427;3.75;4.60;0.815
Paul Millsap;2013-2014;REG;Hawks;74;33.54;17.95;2.08;6.39;8.47;3.14;1.74;1.05;2.50;2.84;6.53;14.15;0.461;1.03;2.86;0.358;3.86;5.28;0.731
Kyle Lowry;2013-2014;REG;Raptors;79;36.23;17.94;1.11;3.56;4.67;7.42;1.53;0.19;2.46;3.38;5.78;13.67;0.423;2.41;6.33;0.380;3.96;4.87;0.813
Thaddeus Young;2013-2014;REG;76ers;79;34.40;17.94;2.10;3.92;6.03;2.30;2.11;0.46;2.09;2.70;7.37;16.24;0.454;1.14;3.70;0.308;2.06;2.90;0.712
Brandon Knight;2013-2014;REG;Bucks;72;33.33;17.93;0.64;2.90;3.54;4.89;0.96;0.24;2.61;2.03;6.40;15.17;0.422;1.53;4.69;0.325;3.60;4.49;0.802
Nick Young;2013-2014;REG;Lakers;64;28.27;17.88;0.45;2.14;2.59;1.48;0.72;0.19;1.48;2.44;6.05;13.89;0.435;2.11;5.47;0.386;3.67;4.45;0.825
Eric Bledsoe;2013-2014;REG;Suns;43;32.94;17.74;0.63;4.07;4.70;5.47;1.60;0.33;3.33;2.30;6.16;12.93;0.477;1.16;3.26;0.357;4.26;5.51;0.772
Kemba Walker;2013-2014;REG;Bobcats;73;35.81;17.66;0.53;3.66;4.19;6.12;1.18;0.44;2.32;1.75;6.15;15.66;0.393;1.49;4.48;0.333;3.86;4.62;0.837
Ty Lawson;2013-2014;REG;Nuggets;62;35.83;17.58;0.66;2.82;3.48;8.76;1.61;0.16;3.23;1.82;5.60;13.00;0.431;1.16;3.26;0.356;5.23;6.55;0.798
Nikola Pekovic;2013-2014;REG;Timberwolves;54;30.80;17.44;3.81;4.85;8.67;0.91;0.56;0.43;1.56;2.39;7.00;12.96;0.540;0.00;0.00;0.000;3.44;4.61;0.747
Zach Randolph;2013-2014;REG;Grizzlies;79;34.24;17.37;3.35;6.71;10.06;2.53;0.68;0.29;2.32;2.66;7.09;15.16;0.467;0.03;0.25;0.100;3.16;4.27;0.742
Pau Gasol;2013-2014;REG;Lakers;60;31.41;17.35;2.07;7.60;9.67;3.35;0.45;1.53;2.35;2.07;7.08;14.75;0.480;0.07;0.23;0.286;3.12;4.23;0.736
Mike Conley;2013-2014;REG;Grizzlies;73;33.51;17.21;0.56;2.36;2.92;6.04;1.51;0.18;2.05;1.93;6.34;14.11;0.450;1.44;3.99;0.361;3.08;3.78;0.815
Bradley Beal;2013-2014;REG;Wizards;73;34.66;17.11;0.74;3.00;3.74;3.33;0.97;0.25;1.75;2.10;6.59;15.74;0.419;1.89;4.70;0.402;2.04;2.59;0.788
Jeff Green;2013-2014;REG;Celtics;82;34.21;16.85;0.66;3.98;4.63;1.68;0.70;0.57;2.01;2.20;5.88;14.28;0.412;1.65;4.83;0.341;3.45;4.34;0.795
Tony Parker;2013-2014;REG;Spurs;68;29.37;16.68;0.25;2.03;2.28;5.71;0.53;0.13;2.22;1.26;6.71;13.44;0.499;0.37;0.99;0.373;2.90;3.57;0.811
Michael Carter-Williams;2013-2014;REG;76ers;70;34.48;16.67;1.44;4.80;6.24;6.30;1.86;0.61;3.53;3.04;6.10;15.06;0.405;0.79;2.97;0.264;3.69;5.24;0.703
Chandler Parsons;2013-2014;REG;Rockets;74;37.60;16.57;0.93;4.59;5.53;4.03;1.19;0.39;1.95;2.27;6.30;13.34;0.472;1.76;4.74;0.370;2.22;2.99;0.742
Jeff Teague;2013-2014;REG;Hawks;79;32.18;16.51;0.43;2.20;2.63;6.68;1.13;0.22;2.94;2.00;5.77;13.16;0.438;0.94;2.85;0.329;4.03;4.76;0.846
Josh Smith;2013-2014;REG;Pistons;77;35.46;16.42;1.32;5.43;6.75;3.27;1.36;1.43;2.58;2.56;6.71;16.01;0.419;0.91;3.44;0.264;2.08;3.91;0.532
Wesley Matthews;2013-2014;REG;Trail Blazers;82;33.91;16.38;0.62;2.90;3.52;2.40;0.93;0.17;1.34;2.15;5.43;12.30;0.441;2.45;6.23;0.393;3.07;3.67;0.837
Chris Bosh;2013-2014;REG;Heat;79;32.04;16.22;1.24;5.37;6.61;1.10;1.01;0.99;1.58;2.43;6.23;12.06;0.516;0.94;2.76;0.339;2.82;3.44;0.820
Gordon Hayward;2013-2014;REG;Jazz;77;36.36;16.21;0.81;4.27;5.08;5.19;1.43;0.52;2.75;2.01;5.53;13.40;0.413;1.10;3.64;0.304;4.04;4.95;0.816
Luol Deng;2013-2014;REG;Bulls, Cavaliers;63;35.12;16.05;1.57;4.16;5.73;2.90;0.98;0.14;1.81;1.76;5.89;13.65;0.431;0.90;3.00;0.302;3.37;4.25;0.791
Derrick Rose;2013-2014;REG;Bulls;10;31.09;15.90;0.90;2.30;3.20;4.30;0.50;0.10;3.40;1.50;5.80;16.40;0.354;1.60;4.70;0.340;2.70;3.20;0.844
Dion Waiters;2013-2014;REG;Cavaliers;70;29.60;15.90;0.46;2.33;2.79;3.00;0.90;0.24;2.20;2.19;6.14;14.19;0.433;1.31;3.57;0.368;2.30;3.36;0.685
Gerald Green;2013-2014;REG;Suns;82;28.41;15.79;0.59;2.77;3.35;1.49;0.85;0.51;1.77;2.68;5.46;12.27;0.445;2.49;6.22;0.400;2.38;2.80;0.848
Joe Johnson;2013-2014;REG;Nets;79;32.59;15.76;0.61;2.81;3.42;2.73;0.59;0.13;1.52;1.63;5.85;12.89;0.454;2.05;5.11;0.401;2.01;2.47;0.815
Jodie Meeks;2013-2014;REG;Lakers;77;33.20;15.70;0.39;2.13;2.52;1.79;1.44;0.05;1.44;1.55;5.36;11.58;0.463;2.10;5.25;0.401;2.87;3.35;0.857
Brandon Jennings;2013-2014;REG;Pistons;80;34.10;15.51;0.74;2.31;3.05;7.61;1.26;0.10;2.69;1.96;5.29;14.19;0.373;1.93;5.71;0.337;3.01;4.01;0.751
Eric Gordon;2013-2014;REG;Pelicans;64;32.15;15.44;0.47;2.11;2.58;3.25;1.16;0.19;2.09;1.78;5.56;12.77;0.436;1.58;4.03;0.391;2.73;3.48;0.785
Greg Monroe;2013-2014;REG;Pistons;82;32.80;15.23;3.12;6.15;9.27;2.09;1.11;0.57;2.02;2.50;6.15;12.38;0.497;0.00;0.01;0.000;2.94;4.48;0.657
JJ Redick;2013-2014;REG;Clippers;35;28.21;15.20;0.26;1.86;2.11;2.23;0.80;0.09;1.20;1.86;5.17;11.37;0.455;2.09;5.29;0.395;2.77;3.03;0.915
Serge Ibaka;2013-2014;REG;Thunder;81;32.91;15.15;2.77;5.99;8.75;1.05;0.48;2.70;1.51;2.88;6.47;12.07;0.536;0.28;0.74;0.383;1.93;2.46;0.784
Tim Duncan;2013-2014;REG;Spurs;74;29.17;15.12;2.14;7.62;9.76;2.97;0.58;1.88;2.15;1.81;6.00;12.24;0.490;0.00;0.07;0.000;3.12;4.27;0.731
Avery Bradley;2013-2014;REG;Celtics;60;30.92;14.85;0.80;2.97;3.77;1.42;1.05;0.18;1.60;2.42;6.02;13.75;0.438;1.32;3.33;0.395;1.50;1.87;0.804
Tobias Harris;2013-2014;REG;Magic;61;30.32;14.64;1.44;5.51;6.95;1.34;0.67;0.39;1.28;2.34;5.44;11.74;0.464;0.52;2.07;0.254;3.23;4.00;0.807
Marc Gasol;2013-2014;REG;Grizzlies;59;33.39;14.56;1.42;5.76;7.19;3.64;1.00;1.29;1.88;2.54;5.69;12.05;0.473;0.03;0.19;0.182;3.14;4.08;0.768
Tyreke Evans;2013-2014;REG;Pelicans;72;28.16;14.47;1.06;3.68;4.74;5.04;1.17;0.29;2.43;2.15;5.43;12.46;0.436;0.29;1.32;0.221;3.32;4.31;0.771
J.R. Smith;2013-2014;REG;Knicks;74;32.72;14.47;0.47;3.53;4.00;2.96;0.88;0.27;1.46;2.65;5.35;12.91;0.415;2.55;6.49;0.394;1.22;1.86;0.652
Trevor Ariza;2013-2014;REG;Wizards;77;35.36;14.38;1.29;4.88;6.17;2.48;1.64;0.26;1.71;2.32;5.05;11.08;0.456;2.34;5.74;0.407;1.94;2.51;0.772
Jrue Holiday;2013-2014;REG;Pelicans;34;33.63;14.32;0.82;3.35;4.18;7.88;1.65;0.35;3.09;2.71;5.97;13.35;0.447;0.88;2.26;0.390;1.50;1.85;0.810
Deron Williams;2013-2014;REG;Nets;64;32.18;14.30;0.23;2.39;2.63;6.14;1.45;0.20;2.23;2.31;5.03;11.19;0.450;1.53;4.19;0.366;2.70;3.38;0.801
Nene;2013-2014;REG;Wizards;53;29.44;14.23;1.23;4.32;5.55;2.89;1.21;0.89;2.21;3.09;5.64;11.21;0.503;0.02;0.09;0.200;2.92;5.02;0.583
Nikola Vucevic;2013-2014;REG;Magic;57;31.79;14.23;3.25;7.74;10.98;1.82;1.05;0.82;1.96;2.96;6.19;12.21;0.507;0.00;0.00;0.000;1.84;2.40;0.766
Gerald Henderson;2013-2014;REG;Bobcats;77;31.96;14.04;0.40;3.62;4.03;2.58;0.66;0.42;1.47;2.06;5.23;12.08;0.433;0.52;1.49;0.348;3.05;4.01;0.761
David West;2013-2014;REG;Pacers;80;30.90;13.98;1.50;5.28;6.78;2.79;0.76;0.93;1.66;2.33;5.73;11.74;0.488;0.05;0.19;0.267;2.48;3.14;0.789
Alec Burks;2013-2014;REG;Jazz;78;28.12;13.96;0.76;2.54;3.29;2.72;0.88;0.18;1.91;2.44;4.87;10.65;0.457;0.64;1.83;0.350;3.58;4.78;0.748
Evan Turner;2013-2014;REG;76ers, Pacers;81;30.33;13.96;0.77;4.27;5.04;3.23;0.83;0.09;2.33;2.41;5.36;12.60;0.425;0.62;1.93;0.321;2.63;3.23;0.813
Rodney Stuckey;2013-2014;REG;Pistons;73;26.72;13.86;0.53;1.78;2.32;2.08;0.74;0.14;1.71;1.79;5.10;11.68;0.436;0.33;1.21;0.273;3.34;4.00;0.836
Lance Stephenson;2013-2014;REG;Pacers;78;35.28;13.85;1.22;5.94;7.15;4.60;0.69;0.09;2.69;2.50;5.47;11.15;0.491;1.10;3.13;0.352;1.79;2.53;0.711
Victor Oladipo;2013-2014;REG;Magic;80;31.08;13.83;0.54;3.58;4.11;4.09;1.61;0.46;3.20;2.63;4.90;11.70;0.419;0.93;2.83;0.327;3.10;3.98;0.780
Kobe Bryant;2013-2014;REG;Lakers;6;29.55;13.83;0.33;4.00;4.33;6.33;1.17;0.17;5.67;1.50;5.17;12.17;0.425;0.50;2.67;0.187;3.00;3.50;0.857
Markieff Morris;2013-2014;REG;Suns;81;26.58;13.77;1.72;4.27;5.99;1.78;0.84;0.63;1.81;2.86;5.07;10.43;0.486;0.42;1.33;0.315;3.20;4.04;0.792
Carlos Boozer;2013-2014;REG;Bulls;76;28.17;13.71;1.80;6.51;8.32;1.55;0.70;0.29;2.03;2.84;5.88;12.89;0.456;0.00;0.03;0.000;1.95;2.54;0.767
Kenneth Faried;2013-2014;REG;Nuggets;80;27.23;13.70;2.96;5.58;8.54;1.20;0.88;0.86;1.69;2.41;5.59;10.25;0.545;0.00;0.04;0.000;2.53;3.89;0.650
Wilson Chandler;2013-2014;REG;Nuggets;62;31.08;13.65;0.94;3.81;4.74;1.84;0.74;0.50;1.27;3.11;4.95;11.90;0.416;1.97;5.66;0.348;1.77;2.45;0.724
Andre Drummond;2013-2014;REG;Pistons;81;32.33;13.52;5.43;7.79;13.22;0.43;1.25;1.62;1.36;3.37;5.91;9.49;0.623;0.00;0.02;0.000;1.69;4.05;0.418
Paul Pierce;2013-2014;REG;Nets;75;27.97;13.47;0.35;4.29;4.64;2.37;1.15;0.41;2.04;2.53;4.28;9.49;0.451;1.49;4.00;0.373;3.41;4.13;0.826
Derrick Favors;2013-2014;REG;Jazz;73;30.15;13.29;2.73;6.00;8.73;1.25;1.03;1.48;1.77;3.23;5.34;10.23;0.522;0.00;0.01;0.000;2.60;3.89;0.669
Andrea Bargnani;2013-2014;REG;Knicks;42;29.93;13.29;1.64;3.64;5.29;1.07;0.33;1.24;1.38;2.38;5.29;11.95;0.442;0.71;2.57;0.278;2.00;2.43;0.824
Jared Sullinger;2013-2014;REG;Celtics;74;27.58;13.27;3.26;4.86;8.12;1.59;0.47;0.66;1.61;3.39;5.19;12.15;0.427;0.76;2.81;0.269;2.14;2.74;0.778
Marcin Gortat;2013-2014;REG;Wizards;81;32.78;13.19;2.49;6.98;9.47;1.70;0.51;1.49;1.56;2.48;5.62;10.37;0.542;0.01;0.01;1.000;1.94;2.83;0.686
Randy Foye;2013-2014;REG;Nuggets;81;30.68;13.19;0.44;2.42;2.86;3.54;0.83;0.48;1.79;2.53;4.46;10.80;0.413;2.33;6.15;0.380;1.94;2.28;0.849
Spencer Hawes;2013-2014;REG;76ers, Cavaliers;80;30.87;13.16;1.64;6.61;8.25;3.00;0.55;1.18;2.16;2.96;5.04;11.04;0.456;1.60;3.85;0.416;1.49;1.90;0.783
D.J. Augustin;2013-2014;REG;Raptors, Bulls;71;27.30;13.10;0.21;1.62;1.83;4.41;0.75;0.04;1.76;2.07;4.20;10.11;0.415;1.87;4.68;0.401;2.83;3.20;0.885
Jimmy Butler;2013-2014;REG;Bulls;67;38.67;13.10;1.30;3.63;4.93;2.61;1.90;0.54;1.52;1.58;4.10;10.34;0.397;1.01;3.58;0.283;3.88;5.04;0.769
Reggie Jackson;2013-2014;REG;Thunder;80;28.47;13.09;0.54;3.38;3.91;4.14;1.06;0.11;2.10;1.78;5.04;11.45;0.440;1.04;3.06;0.339;1.98;2.21;0.893
Nicolas Batum;2013-2014;REG;Trail Blazers;82;36.05;13.05;1.41;6.04;7.45;5.12;0.91;0.70;2.54;1.90;4.65;9.99;0.465;1.77;4.90;0.361;1.99;2.48;0.803
Taj Gibson;2013-2014;REG;Bulls;82;28.67;13.04;2.44;4.37;6.80;1.11;0.50;1.37;1.83;2.52;5.23;10.93;0.479;0.00;0.09;0.000;2.57;3.43;0.751
Tony Wroten;2013-2014;REG;76ers;72;24.51;13.04;0.96;2.21;3.17;3.01;1.08;0.22;2.83;2.10;4.79;11.22;0.427;0.56;2.61;0.213;2.90;4.53;0.641
Kawhi Leonard;2013-2014;REG;Spurs;66;29.13;12.79;1.15;5.09;6.24;2.02;1.73;0.76;1.21;1.92;5.11;9.77;0.522;1.05;2.76;0.379;1.53;1.91;0.802
Trey Burke;2013-2014;REG;Jazz;70;32.32;12.79;0.53;2.44;2.97;5.66;0.60;0.09;1.87;2.07;4.87;12.81;0.380;1.59;4.80;0.330;1.46;1.61;0.903
Joakim Noah;2013-2014;REG;Bulls;80;35.25;12.59;3.53;7.73;11.25;5.39;1.24;1.51;2.43;3.06;4.75;10.00;0.475;0.00;0.03;0.000;3.09;4.19;0.737
Jeremy Lin;2013-2014;REG;Rockets;71;28.93;12.54;0.48;2.15;2.63;4.15;0.96;0.38;2.48;2.34;4.15;9.34;0.445;1.15;3.24;0.357;3.07;3.73;0.823
Enes Kanter;2013-2014;REG;Jazz;80;26.72;12.34;2.78;4.70;7.48;0.94;0.35;0.53;1.80;2.88;5.24;10.66;0.491;0.00;0.01;0.000;1.86;2.55;0.730
Manu Ginobili;2013-2014;REG;Spurs;68;22.80;12.32;0.44;2.53;2.97;4.31;1.03;0.25;2.04;1.88;4.32;9.22;0.469;1.32;3.79;0.349;2.35;2.76;0.851
Corey Brewer;2013-2014;REG;Timberwolves;81;32.22;12.32;0.78;1.78;2.56;1.65;1.85;0.37;1.30;2.59;4.79;9.98;0.480;0.73;2.60;0.280;2.01;2.80;0.718
Ramon Sessions;2013-2014;REG;Bobcats, Bucks;83;26.68;12.30;0.46;1.99;2.45;4.10;0.59;0.11;1.78;1.08;3.98;9.27;0.429;0.42;1.49;0.282;3.93;4.87;0.807
Terrence Jones;2013-2014;REG;Rockets;76;27.34;12.12;2.13;4.82;6.95;1.14;0.70;1.30;0.93;1.83;5.08;9.37;0.542;0.41;1.33;0.307;1.55;2.57;0.605
Khris Middleton;2013-2014;REG;Bucks;82;30.00;12.07;0.73;3.05;3.78;2.06;1.01;0.24;1.50;2.96;4.59;10.41;0.440;1.46;3.54;0.414;1.44;1.67;0.861
Jameer Nelson;2013-2014;REG;Magic;68;32.04;12.06;0.43;2.97;3.40;7.00;0.76;0.07;2.44;2.15;4.32;10.99;0.394;2.00;5.75;0.348;1.41;1.65;0.857
Kyle Korver;2013-2014;REG;Hawks;71;33.92;11.97;0.31;3.66;3.97;2.93;0.99;0.34;1.44;2.07;4.07;8.58;0.475;2.61;5.52;0.472;1.23;1.32;0.926
Vince Carter;2013-2014;REG;Mavericks;81;24.36;11.94;0.83;2.68;3.51;2.62;0.75;0.43;1.33;2.58;4.07;10.01;0.407;1.80;4.58;0.394;1.99;2.42;0.821
Amar'e Stoudemire;2013-2014;REG;Knicks;65;22.56;11.88;1.72;3.20;4.92;0.52;0.35;0.57;1.40;2.45;4.78;8.58;0.557;0.00;0.00;0.000;2.31;3.12;0.739
JJ Hickson;2013-2014;REG;Nuggets;69;26.95;11.80;2.99;6.17;9.16;1.39;0.68;0.74;1.86;2.57;4.81;9.48;0.508;0.00;0.12;0.000;2.17;4.20;0.517
Tristan Thompson;2013-2014;REG;Cavaliers;82;31.63;11.72;3.28;5.91;9.20;0.88;0.51;0.43;1.32;2.29;4.43;9.28;0.477;0.00;0.01;0.000;2.87;4.13;0.693
O.J. Mayo;2013-2014;REG;Bucks;52;25.89;11.69;0.46;1.92;2.38;2.17;0.54;0.25;1.83;2.13;4.31;10.58;0.407;1.62;4.37;0.370;1.46;1.69;0.864
Rajon Rondo;2013-2014;REG;Celtics;30;33.27;11.67;0.73;4.73;5.47;9.80;1.33;0.07;3.30;2.17;4.70;11.67;0.403;0.87;3.00;0.289;1.40;2.23;0.627
Jose Calderon;2013-2014;REG;Mavericks;81;30.47;11.42;0.36;2.01;2.37;4.65;0.85;0.14;1.27;1.68;4.21;9.23;0.456;2.36;5.25;0.449;0.64;0.78;0.825
Darren Collison;2013-2014;REG;Clippers;80;25.87;11.39;0.59;1.76;2.35;3.71;1.16;0.19;1.65;1.88;4.05;8.68;0.467;0.89;2.36;0.376;2.40;2.80;0.857
Marco Belinelli;2013-2014;REG;Spurs;80;25.20;11.39;0.23;2.60;2.83;2.24;0.63;0.09;1.19;1.63;4.21;8.69;0.485;1.58;3.66;0.430;1.39;1.64;0.847
Mike Dunleavy;2013-2014;REG;Bulls;82;31.51;11.33;0.56;3.65;4.21;2.27;0.78;0.56;1.32;1.99;4.06;9.44;0.430;1.50;3.95;0.380;1.71;2.00;0.854
Jonas Valanciunas;2013-2014;REG;Raptors;81;28.18;11.31;2.79;6.02;8.81;0.70;0.30;0.88;1.68;3.07;4.43;8.35;0.531;0.00;0.01;0.000;2.44;3.21;0.762
Andray Blatche;2013-2014;REG;Nets;73;22.16;11.25;1.64;3.70;5.34;1.53;1.03;0.52;1.51;2.27;4.40;9.23;0.476;0.21;0.74;0.278;2.25;3.03;0.742
Ersan Ilyasova;2013-2014;REG;Bucks;55;26.88;11.24;1.95;4.27;6.22;1.31;0.84;0.15;1.11;2.45;4.31;10.53;0.409;0.67;2.38;0.282;1.95;2.36;0.823
John Henson;2013-2014;REG;Bucks;70;26.52;11.13;2.44;4.66;7.10;1.61;0.59;1.66;1.63;2.64;4.91;9.13;0.538;0.00;0.01;0.000;1.30;2.53;0.514
Brandon Bass;2013-2014;REG;Celtics;82;27.64;11.11;1.96;3.77;5.73;1.06;0.44;0.87;1.24;2.32;4.29;8.84;0.486;0.02;0.07;0.333;2.50;2.91;0.858
DeMarre Carroll;2013-2014;REG;Hawks;73;32.06;11.10;1.47;4.05;5.52;1.84;1.48;0.29;1.08;2.58;4.14;8.79;0.470;1.33;3.67;0.362;1.49;1.93;0.773
Channing Frye;2013-2014;REG;Suns;82;28.20;11.10;0.89;4.18;5.07;1.20;0.73;0.77;1.09;2.99;4.10;9.49;0.432;1.95;5.27;0.370;0.95;1.16;0.821
Robin Lopez;2013-2014;REG;Trail Blazers;82;31.75;11.07;3.98;4.55;8.52;0.89;0.32;1.70;1.02;2.39;4.33;7.85;0.551;0.00;0.01;0.000;2.41;2.95;0.818
Jordan Crawford;2013-2014;REG;Celtics, Warriors;81;22.96;10.99;0.35;1.91;2.26;3.47;0.58;0.06;1.65;1.48;4.04;9.73;0.415;1.11;3.52;0.316;1.80;2.09;0.864
Terrence Ross;2013-2014;REG;Raptors;81;26.66;10.85;0.53;2.58;3.11;0.98;0.79;0.33;1.09;2.26;3.93;9.27;0.423;1.99;5.04;0.395;1.01;1.21;0.837
Roy Hibbert;2013-2014;REG;Pacers;81;29.74;10.75;2.49;4.15;6.64;1.12;0.36;2.25;1.83;3.32;4.09;9.31;0.439;0.02;0.06;0.400;2.56;3.32;0.770
Gary Neal;2013-2014;REG;Bucks, Bobcats;52;21.41;10.54;0.19;1.54;1.73;1.60;0.35;0.00;1.23;1.25;3.71;9.06;0.410;1.31;3.46;0.378;1.81;2.02;0.895
