Player;Season;Season Type;Team;Games;Min;Pts;OReb;Dreb;Reb;Ast;Stl;Blk;TO;PF;FGM;FGA;FG%;3PTM;3PTA;3PT%;FTM;FTA;FT%
DeMar DeRozan;2014-2015;REG;Raptors;60;35.01;20.07;0.68;3.93;4.62;3.50;1.22;0.18;2.28;2.03;6.82;16.50;0.413;0.42;1.47;0.284;6.02;7.23;0.832
Jimmy Butler;2014-2015;REG;Bulls;65;38.67;20.02;1.75;4.08;5.83;3.26;1.75;0.55;1.43;1.66;6.48;14.03;0.462;1.12;2.97;0.378;5.94;7.12;0.834
Kevin Martin;2014-2015;REG;Timberwolves;39;33.40;19.97;0.49;3.15;3.64;2.28;0.85;0.03;1.95;1.95;6.85;16.05;0.427;1.92;4.92;0.391;4.36;4.95;0.881
Nikola Vucevic;2014-2015;REG;Magic;74;34.17;19.30;3.22;7.73;10.95;2.00;0.73;0.73;2.00;2.97;8.53;16.30;0.523;0.03;0.08;0.333;2.22;2.95;0.752
Gordon Hayward;2014-2015;REG;Jazz;76;34.34;19.25;0.70;4.17;4.87;4.11;1.42;0.39;2.71;1.71;6.37;14.28;0.446;1.58;4.34;0.364;4.93;6.08;0.812
Chris Paul;2014-2015;REG;Clippers;82;34.85;19.07;0.63;3.95;4.59;10.22;1.90;0.18;2.32;2.48;6.93;14.28;0.485;1.70;4.27;0.397;3.52;3.91;0.900
Monta Ellis;2014-2015;REG;Mavericks;80;33.74;18.91;0.43;1.95;2.38;4.11;1.85;0.31;2.48;2.46;7.53;16.93;0.445;1.01;3.55;0.285;2.85;3.79;0.752
Pau Gasol;2014-2015;REG;Bulls;78;34.37;18.54;2.82;8.96;11.78;2.69;0.32;1.88;2.03;1.88;7.31;14.79;0.494;0.15;0.33;0.461;3.77;4.69;0.803
Victor Oladipo;2014-2015;REG;Magic;72;35.73;17.94;0.71;3.49;4.19;4.10;1.67;0.26;2.83;2.60;6.57;15.08;0.436;1.17;3.44;0.339;3.64;4.44;0.819
Kyle Lowry;2014-2015;REG;Raptors;70;34.49;17.77;0.77;3.91;4.69;6.76;1.56;0.19;2.47;3.03;6.14;14.90;0.412;1.89;5.59;0.338;3.60;4.46;0.808
Derrick Rose;2014-2015;REG;Bulls;51;30.00;17.73;0.69;2.47;3.16;4.92;0.71;0.31;3.16;1.24;6.63;16.37;0.405;1.49;5.31;0.280;2.98;3.67;0.813
John Wall;2014-2015;REG;Wizards;79;35.90;17.53;0.46;4.18;4.63;10.01;1.73;0.58;3.85;2.28;6.56;14.75;0.445;0.82;2.75;0.300;3.59;4.58;0.785
Marc Gasol;2014-2015;REG;Grizzlies;81;33.17;17.44;1.42;6.36;7.78;3.79;0.88;1.62;2.16;2.57;6.54;13.23;0.494;0.04;0.21;0.176;4.32;5.43;0.795
Kemba Walker;2014-2015;REG;Hornets;62;34.17;17.34;0.56;2.98;3.55;5.13;1.44;0.50;1.61;1.48;6.10;15.82;0.385;1.37;4.52;0.304;3.77;4.56;0.827
Dirk Nowitzki;2014-2015;REG;Mavericks;77;29.63;17.31;0.57;5.36;5.94;1.86;0.51;0.43;1.06;2.08;6.32;13.79;0.459;1.35;3.56;0.380;3.31;3.75;0.882
Brook Lopez;2014-2015;REG;Nets;72;29.17;17.17;2.97;4.44;7.42;0.69;0.60;1.75;1.44;2.86;7.03;13.71;0.513;0.01;0.14;0.100;3.10;3.81;0.814
Tobias Harris;2014-2015;REG;Magic;68;34.84;17.12;1.07;5.25;6.32;1.81;1.01;0.53;1.69;1.97;6.50;13.96;0.466;1.28;3.51;0.364;2.84;3.60;0.788
Eric Bledsoe;2014-2015;REG;Suns;81;34.56;17.00;0.90;4.33;5.23;6.10;1.57;0.56;3.38;2.33;5.78;12.93;0.447;1.09;3.36;0.324;4.36;5.44;0.800
Brandon Knight;2014-2015;REG;Bucks, Suns;63;32.30;16.98;0.44;3.43;3.87;5.25;1.43;0.16;3.00;1.81;5.95;14.10;0.422;1.98;5.10;0.389;3.10;3.54;0.874
Andrew Wiggins;2014-2015;REG;Timberwolves;82;36.20;16.91;1.63;2.93;4.56;2.09;1.04;0.61;2.15;2.32;6.06;13.88;0.437;0.48;1.54;0.310;4.32;5.68;0.760
Tony Wroten;2014-2015;REG;76ers;30;29.51;16.73;0.70;2.10;2.80;5.20;1.60;0.27;3.80;2.37;5.77;14.37;0.401;1.23;4.73;0.261;3.97;5.93;0.669
Paul Millsap;2014-2015;REG;Hawks;73;32.73;16.68;1.90;5.90;7.81;3.05;1.78;0.95;2.27;2.75;6.07;12.74;0.476;1.05;2.96;0.356;3.49;4.62;0.757
Tyreke Evans;2014-2015;REG;Pelicans;79;34.05;16.62;1.04;4.25;5.29;6.58;1.27;0.48;3.11;2.51;6.59;14.75;0.447;0.87;2.87;0.304;2.56;3.68;0.694
Al Jefferson;2014-2015;REG;Hornets;65;30.64;16.62;1.54;6.91;8.45;1.74;0.72;1.31;1.05;2.14;7.46;15.52;0.481;0.03;0.08;0.401;1.66;2.54;0.655
Kawhi Leonard;2014-2015;REG;Spurs;64;31.77;16.52;1.33;5.88;7.20;2.52;2.31;0.75;1.52;2.00;6.16;12.84;0.479;1.05;3.00;0.349;3.16;3.94;0.802
Isaiah Thomas;2014-2015;REG;Suns, Celtics;67;25.76;16.43;0.49;1.79;2.28;4.24;0.85;0.07;2.13;2.24;5.00;11.90;0.420;1.93;5.16;0.373;4.51;5.19;0.868
JJ Redick;2014-2015;REG;Clippers;78;30.89;16.37;0.28;1.86;2.14;1.77;0.50;0.10;1.22;1.72;5.73;12.03;0.477;2.56;5.87;0.437;2.35;2.60;0.901
Kevin Love;2014-2015;REG;Cavaliers;75;33.76;16.37;1.89;7.83;9.72;2.24;0.68;0.53;1.63;1.87;5.51;12.69;0.434;1.92;5.23;0.367;3.44;4.28;0.804
Goran Dragic;2014-2015;REG;Suns, Heat;78;33.85;16.35;1.04;2.47;3.51;4.49;1.00;0.21;2.22;2.50;6.44;12.85;0.501;1.15;3.32;0.347;2.32;3.00;0.774
Darren Collison;2014-2015;REG;Kings;45;34.77;16.11;0.42;2.76;3.18;5.58;1.49;0.31;2.49;2.11;5.78;12.22;0.473;1.33;3.58;0.373;3.22;4.09;0.788
Zach Randolph;2014-2015;REG;Grizzlies;71;32.45;16.10;3.17;7.35;10.52;2.15;0.97;0.20;2.21;2.46;6.39;13.13;0.487;0.10;0.28;0.350;3.21;4.20;0.765
George Hill;2014-2015;REG;Pacers;43;29.47;16.09;0.58;3.58;4.16;5.12;1.02;0.33;1.60;2.58;5.93;12.44;0.477;1.60;4.49;0.358;2.63;3.33;0.790
Derrick Favors;2014-2015;REG;Jazz;74;30.67;15.95;2.62;5.50;8.12;1.49;0.81;1.64;1.64;2.82;6.47;12.34;0.525;0.01;0.08;0.166;2.99;4.47;0.668
Wesley Matthews;2014-2015;REG;Trail Blazers;60;33.74;15.93;0.63;3.07;3.70;2.32;1.28;0.17;1.35;2.20;5.62;12.55;0.448;2.88;7.43;0.388;1.82;2.42;0.752
Jeff Teague;2014-2015;REG;Hawks;73;30.52;15.92;0.41;2.11;2.52;7.03;1.71;0.42;2.81;1.90;5.59;12.15;0.460;0.97;2.84;0.343;3.77;4.37;0.862
Greg Monroe;2014-2015;REG;Pistons;69;30.97;15.91;3.30;6.88;10.19;2.06;1.13;0.49;2.16;2.14;6.13;12.36;0.496;0.00;0.00;0.000;3.65;4.87;0.750
Mike Conley;2014-2015;REG;Grizzlies;70;31.78;15.81;0.41;2.57;2.99;5.36;1.27;0.20;2.23;1.99;5.61;12.60;0.446;1.53;3.96;0.386;3.06;3.56;0.859
Jamal Crawford;2014-2015;REG;Clippers;64;26.61;15.78;0.28;1.66;1.94;2.47;0.92;0.22;1.44;1.69;5.19;13.11;0.396;1.86;5.69;0.327;3.55;3.94;0.901
Dwight Howard;2014-2015;REG;Rockets;41;29.82;15.76;2.68;7.83;10.51;1.22;0.68;1.29;2.80;3.34;6.12;10.32;0.593;0.02;0.05;0.500;3.49;6.61;0.528
Chandler Parsons;2014-2015;REG;Mavericks;66;33.12;15.71;0.97;3.92;4.89;2.45;1.05;0.29;1.45;2.12;5.80;12.56;0.462;2.00;5.26;0.380;2.11;2.92;0.720
Louis Williams;2014-2015;REG;Raptors;80;25.19;15.53;0.30;1.59;1.89;2.05;1.10;0.13;1.26;1.29;4.69;11.60;0.404;1.90;5.59;0.340;4.25;4.94;0.861
Enes Kanter;2014-2015;REG;Jazz, Thunder;75;28.41;15.48;3.67;5.25;8.92;0.75;0.48;0.39;1.93;2.49;6.41;12.35;0.519;0.21;0.60;0.356;2.44;3.12;0.782
Brandon Jennings;2014-2015;REG;Pistons;41;28.61;15.41;0.51;2.02;2.54;6.63;1.07;0.10;2.20;1.56;5.32;13.24;0.401;1.85;5.15;0.360;2.93;3.49;0.839
Markieff Morris;2014-2015;REG;Suns;82;31.47;15.34;1.34;4.83;6.17;2.33;1.23;0.48;2.07;2.99;6.24;13.41;0.465;0.70;2.18;0.318;2.16;2.83;0.763
Bradley Beal;2014-2015;REG;Wizards;63;33.45;15.30;0.92;2.92;3.84;3.08;1.19;0.25;1.95;2.16;5.78;13.52;0.427;1.68;4.11;0.409;2.06;2.63;0.783
Ty Lawson;2014-2015;REG;Nuggets;75;35.54;15.24;0.56;2.56;3.12;9.60;1.23;0.12;2.47;1.71;5.39;12.35;0.436;0.93;2.73;0.341;3.53;4.84;0.730
Al Horford;2014-2015;REG;Hawks;76;30.50;15.21;1.72;5.43;7.16;3.21;0.89;1.28;1.32;1.59;6.83;12.70;0.538;0.14;0.47;0.305;1.41;1.86;0.759
Jeff Green;2014-2015;REG;Celtics, Grizzlies;78;31.47;14.97;0.81;3.37;4.18;1.73;0.68;0.44;1.38;1.88;5.33;12.40;0.430;1.24;3.74;0.332;3.06;3.68;0.833
Andrea Bargnani;2014-2015;REG;Knicks;28;27.20;14.96;1.07;3.25;4.32;1.61;0.07;0.96;1.50;1.75;5.75;12.61;0.456;0.54;1.43;0.375;2.93;3.61;0.812
Jrue Holiday;2014-2015;REG;Pelicans;40;32.58;14.80;0.80;2.58;3.38;6.83;1.58;0.55;2.28;2.75;5.95;13.35;0.446;1.28;3.38;0.378;1.63;1.90;0.855
Michael Carter-Williams;2014-2015;REG;76ers, Bucks;66;32.46;14.61;0.95;4.38;5.33;6.70;1.68;0.45;3.82;2.52;5.52;13.88;0.397;0.55;2.30;0.237;3.03;4.38;0.692
Reggie Jackson;2014-2015;REG;Thunder, Pistons;77;29.46;14.51;0.73;3.52;4.25;5.97;0.81;0.12;2.42;2.17;5.61;12.94;0.434;0.94;3.13;0.299;2.35;2.83;0.830
Joe Johnson;2014-2015;REG;Nets;80;34.89;14.43;0.66;4.14;4.80;3.65;0.74;0.18;1.71;1.50;5.58;12.81;0.435;1.51;4.21;0.359;1.76;2.20;0.801
Tony Parker;2014-2015;REG;Spurs;68;28.72;14.35;0.22;1.68;1.90;4.93;0.65;0.03;2.15;1.59;5.94;12.24;0.486;0.56;1.31;0.427;1.91;2.44;0.783
Serge Ibaka;2014-2015;REG;Thunder;64;33.06;14.33;2.11;5.67;7.78;0.88;0.47;2.42;1.52;3.03;5.84;12.28;0.476;1.20;3.20;0.376;1.44;1.72;0.836
Mo Williams;2014-2015;REG;Timberwolves, Hornets;68;29.12;14.18;0.34;2.24;2.57;6.24;0.68;0.22;2.54;2.38;5.01;12.65;0.397;1.75;5.12;0.342;2.40;2.75;0.872
Thaddeus Young;2014-2015;REG;Timberwolves, Nets;76;32.02;14.09;1.67;3.74;5.41;2.28;1.62;0.33;1.54;2.25;5.93;12.72;0.466;0.50;1.51;0.330;1.72;2.63;0.655
Luol Deng;2014-2015;REG;Heat;71;33.61;14.00;1.38;3.79;5.17;1.85;0.90;0.31;1.45;1.52;5.15;10.97;0.470;1.10;3.10;0.355;2.59;3.42;0.757
Wilson Chandler;2014-2015;REG;Nuggets;78;31.68;13.91;1.23;4.86;6.09;1.72;0.74;0.37;1.41;2.96;5.36;12.50;0.429;1.78;5.21;0.342;1.41;1.82;0.775
Avery Bradley;2014-2015;REG;Celtics;77;31.53;13.91;0.60;2.53;3.13;1.75;1.05;0.19;1.42;2.30;5.64;13.14;0.429;1.61;4.57;0.352;1.03;1.30;0.790
Tim Duncan;2014-2015;REG;Spurs;77;28.92;13.90;2.21;6.95;9.16;2.99;0.82;1.95;1.71;2.14;5.44;10.64;0.512;0.03;0.09;0.286;2.99;4.04;0.740
Alec Burks;2014-2015;REG;Jazz;27;33.30;13.85;0.70;3.52;4.22;3.04;0.63;0.19;1.93;2.37;4.48;11.11;0.403;0.96;2.52;0.382;3.93;4.78;0.822
Andre Drummond;2014-2015;REG;Pistons;82;30.51;13.78;5.35;8.13;13.49;0.67;0.89;1.87;1.46;3.48;6.02;11.73;0.514;0.00;0.02;0.000;1.73;4.45;0.389
Ryan Anderson;2014-2015;REG;Pelicans;61;27.45;13.66;1.79;3.07;4.85;0.90;0.54;0.33;1.02;1.85;4.77;11.95;0.399;2.00;5.89;0.340;2.11;2.48;0.854
Shabazz Muhammad;2014-2015;REG;Timberwolves;38;22.77;13.47;1.66;2.39;4.05;1.13;0.47;0.18;0.92;1.29;5.11;10.45;0.489;0.53;1.34;0.392;2.74;3.82;0.717
CJ Miles;2014-2015;REG;Pacers;70;26.30;13.46;0.26;2.80;3.06;1.07;0.86;0.37;1.04;1.89;4.70;11.81;0.398;2.20;6.37;0.345;1.86;2.30;0.807
Eric Gordon;2014-2015;REG;Pelicans;61;33.08;13.41;0.46;2.15;2.61;3.77;0.82;0.23;2.00;2.38;4.67;11.36;0.411;2.31;5.16;0.448;1.75;2.18;0.805
Robert Covington;2014-2015;REG;76ers;70;27.77;13.41;0.93;3.54;4.47;1.50;1.39;0.43;1.83;2.67;4.26;10.76;0.396;2.39;6.34;0.376;2.51;3.07;0.819
Nick Young;2014-2015;REG;Lakers;42;23.81;13.40;0.40;1.88;2.29;0.98;0.55;0.26;1.05;1.98;4.14;11.33;0.366;1.98;5.36;0.369;3.14;3.52;0.892
Khris Middleton;2014-2015;REG;Bucks;79;30.10;13.35;0.61;3.78;4.39;2.30;1.54;0.14;1.43;2.32;5.14;11.00;0.467;1.38;3.39;0.407;1.70;1.97;0.859
Jared Sullinger;2014-2015;REG;Celtics;58;27.01;13.28;2.53;5.07;7.60;2.31;0.76;0.72;1.34;2.64;5.36;12.19;0.440;0.90;3.17;0.283;1.66;2.22;0.744
Arron Afflalo;2014-2015;REG;Nuggets, Trail Blazers;78;32.07;13.27;0.35;2.82;3.17;1.65;0.53;0.09;1.49;2.14;4.81;11.33;0.424;1.51;4.27;0.354;2.14;2.54;0.843
Deron Williams;2014-2015;REG;Nets;68;31.09;13.03;0.43;3.06;3.49;6.59;0.94;0.25;2.26;2.31;4.40;11.35;0.387;1.28;3.49;0.367;2.96;3.54;0.834
Trevor Ariza;2014-2015;REG;Rockets;82;35.73;12.78;0.94;4.66;5.60;2.55;1.85;0.21;1.72;2.27;4.46;11.10;0.402;2.37;6.77;0.350;1.49;1.74;0.853
Giannis Antetokounmpo;2014-2015;REG;Bucks;81;31.37;12.72;1.23;5.46;6.69;2.56;0.90;1.05;2.14;3.14;4.73;9.63;0.491;0.09;0.54;0.159;3.17;4.28;0.741
Kentavious Caldwell-Pope;2014-2015;REG;Pistons;82;31.55;12.72;0.56;2.55;3.11;1.34;1.13;0.22;1.15;1.96;4.76;11.85;0.401;1.87;5.41;0.345;1.34;1.93;0.696
Trey Burke;2014-2015;REG;Jazz;76;29.95;12.70;0.39;2.26;2.66;4.32;0.86;0.21;1.63;1.57;4.84;13.14;0.368;1.62;5.11;0.317;1.39;1.87;0.746
Rodney Stuckey;2014-2015;REG;Pacers;71;26.39;12.62;0.51;2.99;3.49;3.08;0.79;0.14;1.66;1.85;4.68;10.62;0.440;0.77;1.99;0.390;2.49;3.04;0.819
Kenneth Faried;2014-2015;REG;Nuggets;75;27.81;12.61;3.23;5.68;8.91;1.19;0.83;0.76;1.57;2.81;4.97;9.81;0.507;0.01;0.11;0.125;2.65;3.84;0.691
DeMarre Carroll;2014-2015;REG;Hawks;70;31.27;12.61;1.41;3.91;5.33;1.67;1.33;0.24;1.09;2.20;4.54;9.33;0.487;1.71;4.34;0.395;1.81;2.59;0.702
Nikola Pekovic;2014-2015;REG;Timberwolves;31;26.29;12.45;2.87;4.68;7.55;0.87;0.61;0.39;1.35;1.90;4.48;10.58;0.424;0.00;0.00;0.000;3.48;4.16;0.837
Danilo Gallinari;2014-2015;REG;Nuggets;59;24.17;12.44;0.53;3.17;3.69;1.41;0.80;0.34;0.97;1.59;3.86;9.63;0.401;1.81;5.10;0.355;2.90;3.24;0.895
Josh Smith;2014-2015;REG;Pistons, Rockets;83;27.72;12.37;1.82;4.55;6.37;3.33;1.05;1.40;2.48;2.75;4.99;11.89;0.419;0.87;2.75;0.316;1.53;3.07;0.498
Jabari Parker;2014-2015;REG;Bucks;25;29.54;12.32;2.00;3.52;5.52;1.68;1.24;0.20;1.88;1.68;5.16;10.52;0.490;0.16;0.64;0.250;1.84;2.64;0.697
Marcin Gortat;2014-2015;REG;Wizards;82;29.91;12.21;2.20;6.55;8.74;1.18;0.60;1.34;1.22;2.33;5.35;9.45;0.566;0.00;0.04;0.000;1.50;2.13;0.703
Kyle Korver;2014-2015;REG;Hawks;75;32.24;12.15;0.20;3.85;4.05;2.61;0.72;0.56;1.43;1.87;3.89;8.00;0.487;2.95;5.99;0.492;1.41;1.57;0.898
Ben McLemore;2014-2015;REG;Kings;82;32.56;12.15;0.38;2.56;2.94;1.72;0.94;0.23;1.68;2.67;4.43;10.13;0.437;1.71;4.77;0.358;1.59;1.95;0.813
Gerald Henderson;2014-2015;REG;Hornets;80;28.94;12.11;0.45;2.96;3.41;2.58;0.64;0.28;1.38;1.69;4.63;10.59;0.437;0.56;1.70;0.331;2.30;2.71;0.848
J.R. Smith;2014-2015;REG;Knicks, Cavaliers;70;29.71;12.10;0.43;2.69;3.11;2.79;1.17;0.31;1.39;2.33;4.50;10.79;0.417;2.33;6.09;0.383;0.77;1.03;0.750
Jonas Valanciunas;2014-2015;REG;Raptors;80;26.20;12.04;2.68;5.98;8.65;0.49;0.43;1.19;1.36;2.78;4.66;8.15;0.572;0.00;0.01;0.000;2.71;3.45;0.786
Donatas Motiejunas;2014-2015;REG;Rockets;71;28.69;12.04;1.93;4.00;5.93;1.82;0.79;0.48;1.73;2.86;4.97;9.85;0.505;0.69;1.86;0.371;1.41;2.34;0.602
Evan Fournier;2014-2015;REG;Magic;58;28.64;12.03;0.48;2.16;2.64;2.07;0.69;0.03;1.41;2.00;4.36;9.91;0.440;1.47;3.88;0.378;1.84;2.53;0.728
Jordan Hill;2014-2015;REG;Lakers;70;26.78;12.01;2.49;5.46;7.94;1.47;0.49;0.74;1.51;2.34;5.10;11.10;0.459;0.04;0.16;0.273;1.77;2.40;0.738
Jarrett Jack;2014-2015;REG;Nets;80;28.01;11.96;0.24;2.84;3.08;4.66;0.94;0.16;2.39;1.79;4.49;10.21;0.439;0.49;1.83;0.267;2.50;2.84;0.881
Jabari Brown;2014-2015;REG;Lakers;19;29.91;11.95;0.16;1.74;1.89;2.11;0.63;0.11;1.63;1.74;3.68;8.95;0.412;1.21;3.26;0.371;3.37;4.47;0.753
Gerald Green;2014-2015;REG;Suns;74;19.54;11.95;0.45;2.07;2.51;1.23;0.57;0.16;1.41;1.96;4.38;10.51;0.416;1.85;5.23;0.354;1.34;1.62;0.825
Jordan Clarkson;2014-2015;REG;Lakers;59;25.01;11.92;0.95;2.29;3.24;3.49;0.86;0.20;1.63;1.85;4.53;10.08;0.449;0.64;2.05;0.314;2.22;2.68;0.829
Paul Pierce;2014-2015;REG;Wizards;73;26.21;11.89;0.62;3.41;4.03;1.97;0.63;0.33;1.26;2.19;4.01;8.99;0.447;1.62;4.15;0.389;2.25;2.88;0.781
Carlos Boozer;2014-2015;REG;Lakers;71;23.83;11.77;1.56;5.23;6.79;1.34;0.58;0.17;1.31;2.59;5.23;10.46;0.499;0.00;0.00;0.000;1.32;2.11;0.627
Dion Waiters;2014-2015;REG;Cavaliers, Thunder;80;27.60;11.75;0.50;1.89;2.39;2.04;1.14;0.26;1.41;1.94;4.69;11.83;0.396;0.91;3.08;0.297;1.46;2.15;0.680
Hassan Whiteside;2014-2015;REG;Grizzlies, Heat;47;23.88;11.74;3.02;7.02;10.04;0.11;0.57;2.55;1.17;2.66;5.09;8.09;0.629;0.00;0.00;0.000;1.57;3.19;0.493
Terrence Jones;2014-2015;REG;Rockets;33;26.95;11.70;2.36;4.30;6.67;1.09;0.55;1.79;1.12;2.36;4.79;9.06;0.528;0.39;1.12;0.351;1.73;2.85;0.606
Langston Galloway;2014-2015;REG;Knicks;44;32.29;11.68;0.82;3.43;4.25;3.32;1.11;0.25;1.32;2.86;4.48;11.30;0.396;1.34;3.89;0.345;1.39;1.68;0.824
Danny Green;2014-2015;REG;Spurs;81;28.54;11.68;0.67;3.57;4.23;1.95;1.25;1.07;1.15;2.01;3.98;9.11;0.436;2.36;5.64;0.418;1.37;1.57;0.874
Draymond Green;2014-2015;REG;Warriors;79;31.52;11.66;1.44;6.75;8.19;3.68;1.56;1.27;1.68;3.20;4.29;9.68;0.443;1.41;4.16;0.337;1.67;2.53;0.660
David West;2014-2015;REG;Pacers;66;28.72;11.65;1.64;5.17;6.80;3.38;0.73;0.73;1.82;2.42;4.89;10.39;0.471;0.06;0.30;0.200;1.80;2.44;0.739
Aaron Brooks;2014-2015;REG;Bulls;82;22.98;11.63;0.39;1.63;2.02;3.18;0.66;0.18;1.91;2.30;4.20;9.96;0.421;1.48;3.82;0.387;1.77;2.12;0.833
DeAndre Jordan;2014-2015;REG;Clippers;82;34.39;11.54;4.84;10.11;14.95;0.74;1.00;2.23;1.33;2.99;4.62;6.51;0.710;0.01;0.05;0.250;2.28;5.74;0.397
Amar'e Stoudemire;2014-2015;REG;Knicks, Mavericks;59;21.09;11.53;1.86;3.71;5.58;0.76;0.49;0.64;1.32;2.73;4.63;8.31;0.557;0.00;0.07;0.000;2.27;3.15;0.720
Ersan Ilyasova;2014-2015;REG;Bucks;58;22.74;11.53;1.38;3.40;4.78;0.97;0.62;0.33;0.78;2.57;4.53;9.60;0.472;1.28;3.28;0.389;1.19;1.84;0.645
Corey Brewer;2014-2015;REG;Timberwolves, Rockets;80;26.09;11.46;1.00;2.71;3.71;2.18;1.41;0.24;1.64;2.16;4.29;10.08;0.426;0.79;2.94;0.268;2.10;2.83;0.743
Tim Hardaway Jr.;2014-2015;REG;Knicks;69;23.93;11.41;0.17;2.04;2.22;1.78;0.26;0.20;1.13;1.70;3.96;10.26;0.386;1.71;5.06;0.338;1.78;2.23;0.799
O.J. Mayo;2014-2015;REG;Bucks;71;23.91;11.35;0.42;2.21;2.63;2.77;0.80;0.25;1.80;2.32;4.17;9.86;0.423;1.39;3.89;0.359;1.62;1.96;0.827
Jeremy Lin;2014-2015;REG;Lakers;74;25.77;11.24;0.35;2.30;2.65;4.59;1.12;0.43;2.26;2.55;3.74;8.85;0.423;0.88;2.38;0.369;2.88;3.62;0.795
Jodie Meeks;2014-2015;REG;Pistons;60;24.37;11.05;0.20;1.53;1.73;1.32;0.98;0.10;0.95;1.27;3.70;8.90;0.416;1.23;3.53;0.349;2.42;2.67;0.906
Nene;2014-2015;REG;Wizards;67;25.27;11.00;1.25;3.90;5.15;1.82;1.00;0.33;1.85;2.69;4.58;8.97;0.511;0.01;0.07;0.200;1.82;3.01;0.604
Vander Blue;2014-2015;REG;Lakers;2;36.86;11.00;1.00;3.50;4.50;4.00;1.50;0.00;3.00;2.00;4.50;15.00;0.300;1.00;5.00;0.200;1.00;2.50;0.400
Michael Kidd-Gilchrist;2014-2015;REG;Hornets;55;28.86;10.87;1.98;5.58;7.56;1.40;0.55;0.69;1.15;2.09;4.07;8.76;0.465;0.00;0.00;0.000;2.73;3.89;0.701
Anthony Morrow;2014-2015;REG;Thunder;74;24.40;10.68;0.55;2.09;2.65;0.82;0.73;0.15;0.53;1.82;3.85;8.31;0.463;1.91;4.39;0.434;1.07;1.20;0.888
