Player;Season;Season Type;Team;Games;Min;Pts;OReb;Dreb;Reb;Ast;Stl;Blk;TO;PF;FGM;FGA;FG%;3PTM;3PTA;3PT%;FTM;FTA;FT%
Antoine Walker;2000-2001;REG;Celtics;81;41.91;23.36;1.86;7.01;8.88;5.49;1.70;0.60;3.72;3.10;8.78;21.23;0.413;2.73;7.44;0.367;3.07;4.30;0.716
Karl Malone;2000-2001;REG;Jazz;81;35.69;23.19;1.41;6.85;8.26;4.46;1.15;0.77;3.01;2.67;8.27;16.60;0.498;0.02;0.06;0.400;6.62;8.35;0.793
Gary Payton;2000-2001;REG;SuperSonics;79;40.50;23.08;0.92;3.65;4.57;8.13;1.61;0.33;2.65;2.33;9.18;20.14;0.456;1.29;3.44;0.375;3.43;4.48;0.766
Tim Duncan;2000-2001;REG;Spurs;82;38.70;22.20;3.16;9.00;12.16;2.99;0.85;2.34;2.95;3.01;8.56;17.15;0.499;0.09;0.33;0.259;4.99;8.07;0.618
Glenn Robinson;2000-2001;REG;Bucks;76;37.02;22.03;1.63;5.29;6.92;3.32;1.13;0.82;2.88;2.51;9.00;19.21;0.468;0.72;2.42;0.299;3.30;4.03;0.820
Kevin Garnett;2000-2001;REG;Timberwolves;81;39.55;22.02;2.70;8.67;11.37;4.95;1.37;1.79;2.84;2.52;8.69;18.21;0.477;0.23;0.81;0.288;4.41;5.77;0.764
Ray Allen;2000-2001;REG;Bucks;82;38.18;22.02;1.23;3.99;5.22;4.56;1.51;0.24;2.49;2.34;7.66;15.96;0.480;2.46;5.70;0.433;4.24;4.78;0.888
Dirk Nowitzki;2000-2001;REG;Mavericks;82;38.09;21.76;1.45;7.74;9.20;2.11;0.96;1.23;1.90;2.99;7.21;15.21;0.474;1.84;4.76;0.387;5.50;6.56;0.838
Michael Finley;2000-2001;REG;Mavericks;82;41.60;21.52;1.33;3.85;5.18;4.39;1.44;0.39;2.32;2.12;8.67;18.93;0.458;1.11;3.21;0.346;3.07;3.96;0.775
Antonio McDyess;2000-2001;REG;Nuggets;70;36.52;20.83;3.43;8.64;12.07;2.09;0.61;1.46;2.31;3.14;8.24;16.64;0.495;0.00;0.00;0.000;4.34;6.20;0.700
Shareef Abdur-Rahim;2000-2001;REG;Grizzlies;81;40.02;20.53;2.16;6.91;9.07;3.09;1.11;0.95;2.85;2.94;7.46;15.80;0.472;0.15;0.79;0.187;5.47;6.56;0.834
Jalen Rose;2000-2001;REG;Pacers;72;40.93;20.53;0.51;4.47;4.99;6.04;0.90;0.60;2.93;3.19;7.88;17.25;0.457;0.82;2.42;0.339;3.96;4.78;0.828
Peja Stojakovic;2000-2001;REG;Kings;75;38.74;20.39;1.24;4.55;5.79;2.19;1.21;0.17;1.95;1.92;7.45;15.85;0.470;1.92;4.80;0.400;3.56;4.16;0.856
Elton Brand;2000-2001;REG;Bulls;74;39.31;20.14;3.85;6.23;10.08;3.24;0.96;1.59;2.96;3.28;7.81;16.43;0.475;0.00;0.04;0.000;4.51;6.38;0.708
Jamal Mashburn;2000-2001;REG;Hornets;76;39.37;20.11;1.21;6.37;7.58;5.41;1.12;0.17;2.78;2.43;7.54;18.26;0.413;1.36;3.80;0.356;3.67;4.79;0.766
Steve Francis;2000-2001;REG;Rockets;80;39.93;19.89;2.38;4.54;6.91;6.46;1.76;0.39;3.31;3.43;6.88;15.24;0.451;1.66;4.20;0.396;4.48;5.48;0.817
Jason Terry;2000-2001;REG;Hawks;82;37.68;19.74;0.51;2.77;3.28;4.91;1.27;0.15;2.91;2.49;7.27;16.67;0.436;1.51;3.83;0.395;3.70;4.37;0.846
Ron Mercer;2000-2001;REG;Bulls;61;41.56;19.70;1.18;2.69;3.87;3.30;1.28;0.44;2.11;2.43;8.20;18.38;0.446;0.23;0.75;0.304;3.08;3.74;0.825
Cuttino Mobley;2000-2001;REG;Rockets;79;38.05;19.47;1.05;3.97;5.03;2.47;1.06;0.33;2.09;2.14;6.67;15.37;0.434;1.14;3.19;0.357;4.99;6.00;0.831
Rasheed Wallace;2000-2001;REG;Trail Blazers;77;38.22;19.18;1.91;5.91;7.82;2.75;1.17;1.75;2.05;2.68;7.66;15.30;0.501;0.68;2.10;0.321;3.18;4.16;0.766
Reggie Miller;2000-2001;REG;Pacers;81;39.28;18.85;0.47;3.05;3.52;3.21;1.00;0.19;1.64;2.00;6.38;14.52;0.440;2.10;5.73;0.366;3.99;4.30;0.928
Allan Houston;2000-2001;REG;Knicks;78;36.18;18.71;0.26;3.37;3.63;2.22;0.67;0.13;2.06;2.44;6.95;15.49;0.449;1.23;3.23;0.381;3.58;3.94;0.909
Sam Cassell;2000-2001;REG;Bucks;76;35.66;18.17;0.61;3.21;3.82;7.63;1.16;0.11;2.89;2.82;7.07;14.89;0.474;0.39;1.29;0.306;3.64;4.25;0.858
Richard Hamilton;2000-2001;REG;Wizards;78;32.31;18.09;0.96;2.09;3.05;2.87;0.96;0.13;2.58;2.60;7.01;16.01;0.438;0.51;1.87;0.274;3.55;4.09;0.868
Juwan Howard;2000-2001;REG;Wizards, Mavericks;81;36.73;18.05;2.11;4.95;7.06;2.77;0.93;0.46;2.99;3.60;7.20;15.04;0.479;0.00;0.04;0.000;3.65;4.73;0.773
Nick Van Exel;2000-2001;REG;Nuggets;71;37.84;17.73;0.62;2.77;3.39;8.45;0.86;0.25;2.32;1.54;6.48;15.66;0.414;1.90;5.04;0.377;2.87;3.51;0.819
Latrell Sprewell;2000-2001;REG;Knicks;77;39.12;17.71;0.64;3.87;4.51;3.49;1.38;0.36;2.83;2.06;6.81;15.83;0.430;0.53;1.75;0.304;3.57;4.56;0.783
Eddie Jones;2000-2001;REG;Heat;63;35.60;17.37;1.19;3.44;4.63;2.71;1.75;0.92;2.14;2.90;6.16;13.83;0.445;1.43;3.78;0.378;3.62;4.29;0.844
Shawn Marion;2000-2001;REG;Suns;79;36.20;17.33;2.78;7.95;10.73;2.03;1.67;1.37;1.63;2.67;7.05;14.68;0.480;0.27;1.04;0.256;2.96;3.66;0.810
David Wesley;2000-2001;REG;Hornets;82;37.88;17.24;0.78;1.95;2.73;4.40;1.56;0.20;2.09;2.68;6.38;15.11;0.422;1.18;3.15;0.376;3.30;4.13;0.799
Lamar Odom;2000-2001;REG;Clippers;76;37.25;17.16;1.45;6.34;7.79;5.16;0.97;1.61;3.47;3.11;6.33;13.76;0.460;1.05;3.33;0.316;3.45;5.08;0.679
Keith Van Horn;2000-2001;REG;Nets;49;35.32;16.96;1.59;5.49;7.08;1.67;0.82;0.41;2.10;3.06;6.29;14.45;0.435;1.33;3.47;0.382;3.06;3.80;0.806
Jason Kidd;2000-2001;REG;Suns;77;39.81;16.87;1.18;5.23;6.42;9.78;2.16;0.30;3.71;2.22;5.86;14.25;0.411;0.90;3.01;0.297;4.26;5.23;0.814
Danny Fortson;2000-2001;REG;Warriors;6;33.90;16.67;4.83;11.50;16.33;0.83;0.33;0.00;1.67;3.67;4.83;8.33;0.580;0.00;0.00;0.000;7.00;9.00;0.778
Larry Hughes;2000-2001;REG;Warriors;50;36.86;16.46;1.52;4.00;5.52;4.46;1.92;0.58;3.04;2.94;6.16;16.10;0.383;0.28;1.50;0.187;3.86;5.04;0.766
Clifford Robinson;2000-2001;REG;Suns;82;33.55;16.40;1.28;2.79;4.07;2.89;1.06;1.00;2.27;3.15;6.11;14.46;0.422;1.10;3.04;0.361;3.09;4.35;0.709
Michael Dickerson;2000-2001;REG;Grizzlies;70;37.43;16.31;1.00;2.27;3.27;3.33;0.89;0.39;2.31;2.96;6.07;14.57;0.417;1.23;3.29;0.374;2.94;3.86;0.763
Mitch Richmond;2000-2001;REG;Wizards;37;32.87;16.16;0.41;2.54;2.95;3.00;1.16;0.19;2.27;2.32;5.54;13.62;0.407;1.22;3.59;0.338;3.86;4.32;0.894
Anthony Mason;2000-2001;REG;Heat;80;40.70;16.13;2.11;7.51;9.63;3.10;1.00;0.31;2.24;2.89;5.75;11.93;0.482;0.00;0.00;0.000;4.63;5.93;0.781
Terrell Brandon;2000-2001;REG;Timberwolves;78;36.18;16.03;0.77;3.05;3.82;7.47;2.06;0.27;1.99;1.77;6.55;14.54;0.451;0.42;1.17;0.363;2.50;2.87;0.871
Mike Bibby;2000-2001;REG;Grizzlies;82;38.90;15.87;0.57;3.13;3.71;8.35;1.30;0.15;3.02;1.80;6.40;14.11;0.454;1.32;3.48;0.379;1.74;2.29;0.761
Darrell Armstrong;2000-2001;REG;Magic;75;36.97;15.85;1.25;3.32;4.57;6.99;1.80;0.17;2.67;2.07;5.51;13.36;0.412;1.91;5.37;0.355;2.93;3.32;0.884
Andre Miller;2000-2001;REG;Cavaliers;82;34.74;15.80;1.15;3.24;4.39;8.01;1.45;0.34;3.23;2.79;5.51;12.18;0.452;0.21;0.78;0.266;4.57;5.49;0.833
Steve Nash;2000-2001;REG;Mavericks;70;34.10;15.60;0.66;2.53;3.19;7.27;1.03;0.07;2.93;2.26;5.51;11.31;0.487;1.27;3.13;0.406;3.30;3.69;0.895
Derek Anderson;2000-2001;REG;Spurs;82;34.86;15.48;0.91;3.51;4.43;3.67;1.46;0.17;2.01;2.29;5.04;12.11;0.416;1.23;3.09;0.399;4.17;4.90;0.851
Brian Grant;2000-2001;REG;Heat;82;33.84;15.24;2.65;6.11;8.76;1.23;0.73;0.87;2.07;3.57;5.90;12.32;0.479;0.00;0.01;0.000;3.44;4.32;0.797
Tim Hardaway;2000-2001;REG;Heat;77;33.96;14.94;0.34;2.31;2.65;6.27;1.17;0.08;2.45;2.01;5.30;13.53;0.392;2.45;6.71;0.366;1.88;2.35;0.801
Rashard Lewis;2000-2001;REG;SuperSonics;78;34.92;14.76;1.83;5.10;6.94;1.60;1.17;0.58;1.65;2.45;5.46;11.37;0.480;1.58;3.65;0.432;2.26;2.73;0.826
David Robinson;2000-2001;REG;Spurs;80;29.38;14.39;2.60;6.04;8.64;1.45;1.00;2.46;1.53;2.65;5.00;10.29;0.486;0.00;0.01;0.000;4.39;5.88;0.747
Wally Szczerbiak;2000-2001;REG;Timberwolves;82;34.84;13.96;1.62;3.83;5.45;3.17;0.72;0.40;1.68;2.76;5.72;11.22;0.510;0.32;0.94;0.338;2.21;2.54;0.870
Baron Davis;2000-2001;REG;Hornets;82;38.88;13.79;1.57;3.40;4.98;7.29;2.07;0.44;2.76;3.26;4.99;11.67;0.427;1.04;3.34;0.310;2.78;4.11;0.677
Grant Hill;2000-2001;REG;Magic;4;33.17;13.75;2.00;4.25;6.25;6.25;1.25;0.50;2.75;2.25;4.75;10.75;0.442;0.25;0.25;1.000;4.00;6.50;0.615
Antonio Davis;2000-2001;REG;Raptors;78;34.51;13.71;3.51;6.58;10.09;1.36;0.28;1.94;1.73;2.95;4.81;11.10;0.433;0.00;0.01;0.000;4.09;5.42;0.754
Steven Smith;2000-2001;REG;Trail Blazers;81;30.93;13.64;1.07;2.28;3.36;2.63;0.59;0.30;1.69;2.51;4.43;9.73;0.456;0.96;2.84;0.339;3.81;4.28;0.890
Alonzo Mourning;2000-2001;REG;Heat;13;23.54;13.62;2.69;5.08;7.77;0.92;0.31;2.38;2.15;1.85;5.62;10.85;0.518;0.00;0.08;0.000;2.38;4.23;0.564
Donyell Marshall;2000-2001;REG;Jazz;81;28.74;13.58;2.12;4.86;6.99;1.64;1.05;0.96;1.58;2.42;5.27;10.48;0.503;0.51;1.58;0.320;2.53;3.37;0.751
Marc Jackson;2000-2001;REG;Warriors;48;29.32;13.19;2.48;5.04;7.52;1.23;0.71;0.56;1.94;2.88;4.94;10.58;0.467;0.10;0.48;0.217;3.21;4.00;0.802
Elden Campbell;2000-2001;REG;Hornets;78;29.60;13.10;2.01;5.78;7.79;1.33;0.77;1.79;1.85;3.59;4.71;10.69;0.440;0.00;0.08;0.000;3.69;5.21;0.709
Maurice Taylor;2000-2001;REG;Rockets;69;28.54;13.03;1.58;3.90;5.48;1.51;0.41;0.55;1.81;3.01;5.65;11.55;0.489;0.00;0.06;0.000;1.72;2.35;0.735
Ruben Patterson;2000-2001;REG;SuperSonics;76;27.11;13.00;2.41;2.62;5.03;2.12;1.36;0.59;2.04;2.32;4.87;9.86;0.494;0.03;0.47;0.056;3.24;4.75;0.681
Damon Stoudamire;2000-2001;REG;Trail Blazers;82;32.38;13.00;0.84;2.85;3.70;5.71;1.29;0.10;2.33;2.46;4.95;11.40;0.434;1.00;2.67;0.374;2.10;2.52;0.831
Raef LaFrentz;2000-2001;REG;Nuggets;78;31.48;12.92;2.22;5.56;7.78;1.37;0.47;2.64;1.24;3.72;4.96;10.41;0.477;0.65;1.78;0.367;2.35;3.36;0.698
Jeff McInnis;2000-2001;REG;Clippers;81;34.50;12.91;0.51;2.21;2.72;5.52;0.93;0.09;1.40;2.46;5.33;11.52;0.463;0.64;1.78;0.361;1.60;1.99;0.807
Jermaine O'Neal;2000-2001;REG;Pacers;81;32.57;12.85;3.07;6.73;9.80;1.21;0.60;2.81;1.99;3.46;4.99;10.72;0.465;0.00;0.06;0.000;2.88;4.79;0.601
Lamond Murray;2000-2001;REG;Cavaliers;78;28.51;12.79;1.33;3.03;4.36;1.59;1.06;0.35;1.81;2.22;5.01;11.86;0.423;0.78;2.12;0.370;1.99;2.71;0.735
Bonzi Wells;2000-2001;REG;Trail Blazers;75;26.61;12.64;1.60;3.29;4.89;2.77;1.25;0.27;2.25;2.71;5.16;9.68;0.533;0.23;0.67;0.340;2.09;3.17;0.660
Tim Thomas;2000-2001;REG;Bucks;76;27.42;12.55;1.04;3.08;4.12;1.82;1.03;0.59;1.50;2.55;4.29;9.97;0.430;1.41;3.42;0.412;2.57;3.33;0.771
Theo Ratliff;2000-2001;REG;76ers;50;36.04;12.42;2.50;5.76;8.26;1.16;0.60;3.74;2.52;3.30;4.56;9.14;0.499;0.00;0.00;0.000;3.30;4.34;0.760
Lorenzen Wright;2000-2001;REG;Hawks;71;27.98;12.41;2.54;5.00;7.54;1.23;0.59;0.89;1.76;3.27;5.11;11.42;0.448;0.00;0.03;0.000;2.18;3.04;0.718
Doug Christie;2000-2001;REG;Kings;81;35.42;12.30;1.17;3.21;4.38;3.57;2.26;0.56;1.90;2.77;3.84;9.73;0.395;1.16;3.09;0.376;3.46;3.85;0.897
Joe Smith;2000-2001;REG;Pistons;69;28.13;12.28;2.32;4.80;7.12;1.14;0.68;0.72;1.28;3.74;4.46;11.09;0.403;0.00;0.07;0.000;3.35;4.16;0.805
Tony Delk;2000-2001;REG;Suns;82;27.89;12.26;0.93;2.26;3.18;1.95;0.91;0.21;1.23;2.09;4.67;11.26;0.415;0.66;2.05;0.321;2.26;2.87;0.787
Vin Baker;2000-2001;REG;SuperSonics;76;27.52;12.20;2.36;3.30;5.66;1.18;0.50;0.96;2.08;3.47;4.57;10.82;0.422;0.01;0.21;0.063;3.05;4.22;0.723
Rodney Rogers;2000-2001;REG;Suns;82;26.58;12.17;1.15;3.23;4.38;2.20;1.18;0.57;1.91;3.28;4.60;10.68;0.430;0.68;2.30;0.296;2.29;3.01;0.761
Voshon Lenard;2000-2001;REG;Nuggets;80;29.16;12.15;0.59;2.30;2.89;2.38;0.81;0.23;1.28;2.13;4.20;10.58;0.397;1.84;4.78;0.385;1.91;2.40;0.797
Marcus Camby;2000-2001;REG;Knicks;63;33.80;12.05;3.11;8.37;11.48;0.83;1.05;2.16;1.00;3.25;4.83;9.21;0.524;0.02;0.13;0.125;2.38;3.57;0.667
Vlade Divac;2000-2001;REG;Kings;81;29.81;12.02;2.56;5.75;8.31;2.85;1.07;1.15;2.37;2.99;4.49;9.32;0.482;0.05;0.17;0.286;2.99;4.32;0.691
Chris Mills;2000-2001;REG;Warriors;15;32.92;12.00;1.60;4.60;6.20;1.20;0.60;0.33;1.33;2.87;4.73;12.73;0.372;0.47;1.67;0.280;2.07;2.40;0.861
Chucky Atkins;2000-2001;REG;Pistons;81;29.16;11.99;0.35;1.79;2.14;4.07;0.83;0.06;1.84;2.27;4.69;11.75;0.399;1.49;4.19;0.357;1.11;1.60;0.692
Glen Rice;2000-2001;REG;Knicks;75;29.49;11.99;0.81;3.28;4.09;1.19;0.55;0.17;1.28;2.39;4.41;10.03;0.440;1.09;2.81;0.389;2.07;2.43;0.852
Kenyon Martin;2000-2001;REG;Nets;68;33.43;11.97;2.01;5.37;7.38;1.93;1.15;1.66;2.03;4.13;5.09;11.43;0.445;0.01;0.16;0.091;1.78;2.82;0.630
Bryon Russell;2000-2001;REG;Jazz;78;31.71;11.96;1.21;3.03;4.23;2.05;1.23;0.26;1.45;2.94;3.95;8.97;0.440;1.22;2.95;0.413;2.85;3.65;0.779
Metta World Peace;2000-2001;REG;Bulls;76;31.10;11.93;0.78;3.09;3.87;3.00;2.00;0.59;2.09;3.34;4.30;10.72;0.401;0.57;1.95;0.291;2.76;3.68;0.750
Travis Best;2000-2001;REG;Pacers;77;31.92;11.92;0.49;2.39;2.88;6.14;1.43;0.14;1.65;3.19;4.51;10.23;0.440;0.48;1.26;0.381;2.43;2.94;0.827
Mike Miller;2000-2001;REG;Magic;82;29.12;11.89;0.80;3.18;3.99;1.71;0.62;0.23;1.18;2.44;4.49;10.30;0.436;1.80;4.44;0.407;1.11;1.56;0.711
Hakeem Olajuwon;2000-2001;REG;Rockets;58;26.61;11.88;2.14;5.29;7.43;1.24;1.21;1.52;1.40;2.43;4.88;9.79;0.498;0.00;0.02;0.000;2.12;3.41;0.621
Zydrunas Ilgauskas;2000-2001;REG;Cavaliers;24;25.59;11.71;2.71;3.96;6.67;0.75;0.63;1.54;2.50;3.25;4.75;9.75;0.487;0.00;0.08;0.000;2.21;3.25;0.679
Corliss Williamson;2000-2001;REG;Raptors, Pistons;69;24.48;11.61;1.59;3.06;4.65;0.88;0.72;0.30;1.59;2.68;4.71;9.38;0.502;0.00;0.03;0.000;2.19;3.43;0.637
Aaron McKie;2000-2001;REG;76ers;76;31.46;11.55;0.43;3.66;4.09;4.96;1.39;0.11;2.67;2.34;4.45;9.39;0.473;0.70;2.24;0.312;1.96;2.55;0.768
John Stockton;2000-2001;REG;Jazz;82;28.78;11.51;0.66;2.11;2.77;8.70;1.61;0.26;2.48;2.37;4.00;7.94;0.504;0.74;1.61;0.462;2.77;3.39;0.817
Jim Jackson;2000-2001;REG;Hawks, Cavaliers;56;29.65;11.48;0.95;3.05;4.00;2.91;0.95;0.18;2.32;2.48;4.27;11.29;0.378;0.46;1.43;0.325;2.48;3.02;0.822
Derek Fisher;2000-2001;REG;Lakers;20;35.55;11.45;0.25;2.70;2.95;4.35;1.95;0.10;1.45;2.50;3.85;9.35;0.412;1.25;3.15;0.397;2.50;3.10;0.806
Chris Gatling;2000-2001;REG;Cavaliers;74;22.60;11.38;1.34;3.95;5.28;0.82;0.70;0.36;1.61;2.50;4.45;9.91;0.449;0.38;1.24;0.304;2.11;3.08;0.684
Scottie Pippen;2000-2001;REG;Trail Blazers;64;33.30;11.27;1.09;4.11;5.20;4.59;1.47;0.55;2.41;2.47;4.20;9.31;0.451;1.00;2.91;0.344;1.86;2.52;0.739
Clar. Weatherspoon;2000-2001;REG;Cavaliers;82;33.47;11.27;2.72;6.99;9.71;1.26;1.04;1.28;1.37;2.09;4.23;8.44;0.501;0.00;0.00;0.000;2.80;3.55;0.790
Matt Harpring;2000-2001;REG;Cavaliers;56;28.79;11.13;1.61;2.71;4.32;1.82;0.75;0.30;1.61;2.88;4.25;9.36;0.454;0.23;0.93;0.250;2.39;2.95;0.812
Toni Kukoc;2000-2001;REG;76ers, Hawks;65;24.58;11.09;1.02;2.97;3.98;3.06;0.74;0.17;1.71;1.51;4.23;8.95;0.473;1.08;2.42;0.446;1.55;2.46;0.631
Bob Sura;2000-2001;REG;Warriors;53;31.72;11.06;1.02;3.26;4.28;4.57;1.02;0.15;3.02;2.40;3.81;9.77;0.390;0.89;3.25;0.273;2.55;3.57;0.714
Mookie Blaylock;2000-2001;REG;Warriors;69;34.12;11.01;1.03;2.91;3.94;6.70;2.36;0.29;1.86;1.94;4.59;11.61;0.396;1.06;3.26;0.324;0.77;1.10;0.697
Johnny Newman;2000-2001;REG;Nets;82;24.68;10.91;0.41;1.73;2.15;1.40;0.77;0.12;1.29;2.79;3.55;8.48;0.419;0.72;2.15;0.335;3.10;3.62;0.855
Eric Piatkowski;2000-2001;REG;Clippers;81;26.47;10.62;0.67;2.31;2.98;1.19;0.57;0.23;0.94;1.52;3.59;8.30;0.433;1.48;3.67;0.404;1.95;2.23;0.873
Anthony Peeler;2000-2001;REG;Timberwolves;75;28.33;10.55;0.59;1.97;2.56;2.56;1.21;0.24;1.40;2.21;4.11;9.76;0.421;1.33;3.41;0.391;1.00;1.16;0.862
Alan Henderson;2000-2001;REG;Hawks;73;24.79;10.53;2.47;3.10;5.56;0.68;0.70;0.40;1.73;2.25;4.08;9.19;0.444;0.00;0.01;0.000;2.37;3.71;0.638
Kurt Thomas;2000-2001;REG;Knicks;77;27.63;10.39;2.23;4.45;6.69;0.82;0.79;0.90;1.29;3.73;4.08;7.97;0.511;0.01;0.04;0.333;2.22;2.73;0.814
Aaron Williams;2000-2001;REG;Nets;82;28.47;10.22;2.57;4.62;7.20;1.07;0.72;1.38;1.61;3.89;3.62;7.93;0.457;0.00;0.02;0.000;2.98;3.78;0.787
Austin Croshere;2000-2001;REG;Pacers;81;23.15;10.15;1.52;3.26;4.78;1.14;0.44;0.62;1.68;2.22;3.41;8.65;0.394;0.86;2.56;0.338;2.47;2.85;0.866
Arvydas Sabonis;2000-2001;REG;Trail Blazers;61;21.23;10.10;0.84;4.59;5.43;1.49;0.66;1.02;1.39;2.25;4.05;8.46;0.479;0.02;0.25;0.067;1.98;2.56;0.776
Lindsey Hunter;2000-2001;REG;Bucks;82;24.44;10.06;0.39;1.67;2.06;2.71;1.24;0.15;0.83;2.10;3.63;9.55;0.381;1.85;4.96;0.373;0.94;1.17;0.802
Corey Maggette;2000-2001;REG;Clippers;69;19.74;10.00;1.28;2.94;4.22;1.19;0.51;0.13;1.54;2.03;3.26;7.06;0.462;0.25;0.81;0.304;3.23;4.17;0.774
Dikembe Mutombo;2000-2001;REG;Hawks, 76ers;75;34.19;9.99;4.09;9.44;13.53;1.01;0.39;2.71;1.92;2.72;3.59;7.41;0.484;0.00;0.00;0.000;2.81;3.88;0.725
Larry Johnson;2000-2001;REG;Knicks;65;32.41;9.92;1.38;4.20;5.58;1.95;0.60;0.45;1.49;3.22;3.78;9.20;0.411;0.78;2.51;0.313;1.57;1.97;0.797
Roshown McLeod;2000-2001;REG;Hawks, 76ers;34;26.99;9.91;1.12;2.41;3.53;1.71;0.68;0.24;1.71;2.59;4.26;9.76;0.437;0.06;0.65;0.091;1.32;1.50;0.882
Eric Snow;2000-2001;REG;76ers;50;34.88;9.82;0.54;2.78;3.32;7.38;1.54;0.14;2.48;2.46;3.64;8.70;0.418;0.10;0.38;0.263;2.44;3.08;0.792
Alvin Williams;2000-2001;REG;Raptors;82;29.16;9.78;0.61;1.98;2.59;4.96;1.50;0.32;1.26;2.09;4.02;9.35;0.430;0.40;1.32;0.306;1.33;1.77;0.752
Anfernee Hardaway;2000-2001;REG;Suns;4;27.59;9.75;1.25;3.25;4.50;3.75;1.50;0.25;0.75;1.50;3.75;9.00;0.417;0.50;2.00;0.250;1.75;2.75;0.636
George McCloud;2000-2001;REG;Nuggets;75;25.78;9.72;0.73;2.21;2.95;3.69;0.71;0.36;1.52;2.19;3.33;8.68;0.384;1.03;3.12;0.329;2.03;2.41;0.840
Bryant Stith;2000-2001;REG;Celtics;78;30.85;9.69;0.83;2.81;3.64;2.15;1.19;0.18;1.15;2.33;3.14;7.83;0.401;1.17;3.10;0.376;2.24;2.65;0.845
Patrick Ewing;2000-2001;REG;SuperSonics;79;26.62;9.62;1.57;5.84;7.41;1.16;0.67;1.15;1.91;2.90;3.72;8.66;0.430;0.00;0.03;0.000;2.18;3.18;0.685
Rick Fox;2000-2001;REG;Lakers;82;27.96;9.60;0.98;2.99;3.96;3.20;0.85;0.35;1.66;2.74;3.50;7.88;0.444;1.44;3.66;0.393;1.16;1.49;0.779
Charles Oakley;2000-2001;REG;Raptors;78;35.49;9.59;1.82;7.68;9.50;3.38;0.97;0.62;1.78;3.31;3.91;10.08;0.388;0.14;0.63;0.224;1.63;1.95;0.836
Tyrone Hill;2000-2001;REG;76ers;76;31.11;9.58;3.14;5.89;9.04;0.63;0.49;0.36;1.67;3.18;3.66;7.72;0.474;0.00;0.01;0.000;2.26;3.59;0.630
Courtney Alexander;2000-2001;REG;Mavericks, Wizards;65;21.15;9.51;0.65;1.55;2.20;0.95;0.69;0.08;1.15;2.14;3.68;8.82;0.417;0.26;0.71;0.370;1.89;2.31;0.820
Marcus Fizer;2000-2001;REG;Bulls;72;21.96;9.49;1.06;3.29;4.35;1.06;0.42;0.26;1.72;2.43;3.86;8.97;0.430;0.14;0.54;0.256;1.63;2.24;0.727
Chris Whitney;2000-2001;REG;Wizards;59;25.98;9.46;0.20;1.59;1.80;4.20;0.93;0.05;1.75;2.54;3.08;7.97;0.387;1.58;4.20;0.375;1.71;1.92;0.894
Antonio Daniels;2000-2001;REG;Spurs;79;26.10;9.43;0.33;1.73;2.06;3.85;0.77;0.18;1.38;1.52;3.48;7.44;0.468;0.94;2.32;0.404;1.53;1.97;0.776
LaPhonso Ellis;2000-2001;REG;Timberwolves;82;23.73;9.41;2.43;3.60;6.02;1.13;0.82;0.90;1.32;3.54;3.63;7.83;0.464;0.09;0.27;0.318;2.06;2.61;0.790
