Player;Season;Season Type;Team;Games;Min;Pts;OReb;Dreb;Reb;Ast;Stl;Blk;TO;PF;FGM;FGA;FG%;3PTM;3PTA;3PT%;FTM;FTA;FT%
Blake Griffin;2010-2011;REG;Clippers;82;37.95;22.50;3.29;8.77;12.06;3.80;0.77;0.55;2.72;3.07;8.49;16.78;0.506;0.09;0.29;0.292;5.44;8.48;0.642
Eric Gordon;2010-2011;REG;Clippers;56;37.72;22.27;0.80;2.13;2.93;4.36;1.27;0.32;2.70;2.05;7.63;16.95;0.450;1.89;5.20;0.364;5.13;6.21;0.825
Russell Westbrook;2010-2011;REG;Thunder;82;34.73;21.87;1.48;3.15;4.62;8.17;1.89;0.37;3.85;2.52;7.49;16.95;0.442;0.41;1.26;0.330;6.48;7.70;0.842
LaMarcus Aldridge;2010-2011;REG;Trail Blazers;81;39.65;21.84;3.43;5.32;8.75;2.10;1.01;1.16;1.89;2.72;8.73;17.47;0.500;0.05;0.28;0.174;4.33;5.48;0.791
Andrea Bargnani;2010-2011;REG;Raptors;66;35.65;21.42;1.12;4.08;5.20;1.80;0.52;0.70;2.30;2.42;7.95;17.77;0.448;1.17;3.38;0.345;4.35;5.30;0.820
Danny Granger;2010-2011;REG;Pacers;79;34.98;20.53;1.10;4.28;5.38;2.57;1.13;0.78;2.61;2.70;6.77;15.95;0.425;1.99;5.15;0.386;5.00;5.90;0.848
Brook Lopez;2010-2011;REG;Nets;82;35.23;20.40;2.40;3.55;5.95;1.57;0.57;1.46;2.15;2.93;7.85;15.96;0.492;0.00;0.01;0.000;4.70;5.96;0.787
Kevin Love;2010-2011;REG;Timberwolves;73;35.76;20.22;4.52;10.71;15.23;2.52;0.62;0.38;2.12;2.03;6.60;14.05;0.470;1.21;2.89;0.417;5.81;6.84;0.850
Deron Williams;2010-2011;REG;Jazz, Nets;65;37.92;20.14;0.62;3.38;4.00;10.26;1.22;0.23;3.54;2.92;6.58;15.00;0.439;1.62;4.88;0.331;5.35;6.34;0.845
Zach Randolph;2010-2011;REG;Grizzlies;75;36.31;20.05;4.35;7.84;12.19;2.17;0.84;0.33;2.01;2.33;7.97;15.84;0.503;0.11;0.57;0.186;4.00;5.28;0.758
Rudy Gay;2010-2011;REG;Grizzlies;54;39.85;19.80;1.52;4.70;6.22;2.83;1.69;1.07;2.50;2.43;7.57;16.09;0.471;1.06;2.67;0.396;3.59;4.46;0.805
Michael Beasley;2010-2011;REG;Timberwolves;73;32.35;19.19;1.62;3.99;5.60;2.16;0.74;0.71;2.67;3.04;7.68;17.07;0.450;0.82;2.25;0.366;3.00;3.99;0.753
David West;2010-2011;REG;Hornets;70;35.01;18.89;2.21;5.34;7.56;2.34;0.96;0.89;2.03;2.89;7.54;14.86;0.508;0.03;0.13;0.222;3.77;4.67;0.807
Paul Pierce;2010-2011;REG;Celtics;80;34.68;18.89;0.43;4.95;5.38;3.25;1.00;0.64;2.14;2.89;6.34;12.76;0.497;1.39;3.71;0.374;4.83;5.61;0.860
Pau Gasol;2010-2011;REG;Lakers;82;37.04;18.79;3.27;6.93;10.20;3.33;0.59;1.59;1.73;2.48;7.23;13.66;0.529;0.01;0.04;0.333;4.32;5.24;0.823
Chris Bosh;2010-2011;REG;Heat;77;36.30;18.68;1.83;6.49;8.32;1.87;0.77;0.64;1.79;2.23;6.81;13.71;0.496;0.08;0.32;0.240;4.99;6.12;0.815
Al Jefferson;2010-2011;REG;Jazz;82;35.86;18.63;2.87;6.82;9.68;1.82;0.56;1.87;1.28;2.90;7.98;16.09;0.496;0.00;0.00;0.000;2.68;3.52;0.761
Stephen Curry;2010-2011;REG;Warriors;74;33.64;18.55;0.70;3.16;3.86;5.84;1.47;0.27;3.05;3.15;6.82;14.23;0.480;2.04;4.62;0.442;2.86;3.07;0.934
Stephen Jackson;2010-2011;REG;Bobcats;67;35.89;18.51;0.79;3.75;4.54;3.60;1.19;0.42;3.12;2.40;6.49;15.81;0.411;1.81;5.36;0.337;3.72;4.55;0.816
Luis Scola;2010-2011;REG;Rockets;74;32.59;18.27;1.99;6.20;8.19;2.50;0.65;0.59;1.99;3.07;7.69;15.26;0.504;0.00;0.04;0.000;2.89;3.92;0.738
Joe Johnson;2010-2011;REG;Hawks;72;35.48;18.22;0.82;3.22;4.04;4.69;0.65;0.10;2.03;1.82;7.14;16.13;0.443;1.24;4.17;0.297;2.71;3.38;0.802
Antawn Jamison;2010-2011;REG;Cavaliers;56;32.90;18.04;1.54;5.16;6.70;1.66;0.89;0.54;1.38;2.45;6.68;15.64;0.427;1.63;4.70;0.346;3.05;4.18;0.731
Tyreke Evans;2010-2011;REG;Kings;57;36.97;17.75;0.81;4.02;4.82;5.60;1.49;0.53;3.23;2.51;6.70;16.37;0.409;0.75;2.60;0.291;3.60;4.67;0.771
Tony Parker;2010-2011;REG;Spurs;78;32.41;17.54;0.38;2.67;3.05;6.58;1.15;0.04;2.56;1.73;7.12;13.71;0.519;0.32;0.90;0.357;2.99;3.88;0.769
Carlos Boozer;2010-2011;REG;Bulls;59;31.90;17.51;2.20;7.37;9.58;2.46;0.76;0.31;2.53;3.15;7.31;14.32;0.510;0.00;0.00;0.000;2.90;4.14;0.701
Luol Deng;2010-2011;REG;Bulls;82;39.12;17.44;1.41;4.39;5.80;2.80;0.95;0.59;1.90;1.98;6.48;14.09;0.460;1.40;4.06;0.345;3.09;4.10;0.753
Nick Young;2010-2011;REG;Wizards;64;31.78;17.42;0.41;2.31;2.72;1.17;0.70;0.27;1.41;2.25;6.44;14.61;0.441;1.64;4.23;0.387;2.91;3.56;0.816
Manu Ginobili;2010-2011;REG;Spurs;80;30.32;17.41;0.53;3.16;3.69;4.91;1.54;0.35;2.18;2.04;5.51;12.73;0.433;1.93;5.51;0.349;4.46;5.13;0.871
Paul Millsap;2010-2011;REG;Jazz;76;34.27;17.30;2.16;5.46;7.62;2.46;1.36;0.91;1.91;3.58;6.91;13.00;0.531;0.12;0.30;0.391;3.37;4.45;0.757
DeMar DeRozan;2010-2011;REG;Raptors;82;34.77;17.20;0.91;2.93;3.84;1.80;1.04;0.38;1.76;2.65;6.57;14.07;0.467;0.06;0.63;0.096;3.99;4.90;0.813
Andray Blatche;2010-2011;REG;Wizards;64;33.94;16.81;2.86;5.36;8.22;2.25;1.53;0.80;2.69;2.84;6.66;14.95;0.445;0.06;0.28;0.222;3.44;4.42;0.777
Chauncey Billups;2010-2011;REG;Nuggets, Knicks;72;32.09;16.78;0.35;2.29;2.64;5.38;0.99;0.19;2.46;2.03;4.71;11.03;0.427;2.03;5.04;0.402;5.33;5.82;0.916
Josh Smith;2010-2011;REG;Hawks;77;34.35;16.55;1.74;6.79;8.53;3.31;1.29;1.56;2.56;2.82;6.45;13.52;0.477;0.66;2.00;0.331;2.97;4.10;0.725
Ray Allen;2010-2011;REG;Celtics;80;36.13;16.51;0.64;2.79;3.43;2.74;0.96;0.20;1.46;1.84;6.00;12.23;0.491;2.10;4.73;0.444;2.41;2.74;0.881
David Lee;2010-2011;REG;Warriors;73;36.08;16.48;2.97;6.81;9.78;3.19;1.01;0.42;2.33;2.89;6.79;13.40;0.507;0.01;0.04;0.333;2.88;3.66;0.787
John Wall;2010-2011;REG;Wizards;69;37.77;16.39;0.51;4.09;4.59;8.32;1.75;0.51;3.78;2.54;5.77;14.09;0.409;0.49;1.67;0.296;4.36;5.70;0.766
Dorell Wright;2010-2011;REG;Warriors;82;38.38;16.39;1.07;4.18;5.26;2.95;1.51;0.77;1.62;2.09;5.91;13.98;0.423;2.37;6.29;0.376;2.20;2.78;0.789
Brandon Jennings;2010-2011;REG;Bucks;63;34.42;16.17;0.67;3.05;3.71;4.84;1.51;0.33;2.32;2.08;5.73;14.70;0.390;1.56;4.81;0.323;3.16;3.90;0.809
Chris Paul;2010-2011;REG;Hornets;80;36.00;15.85;0.48;3.61;4.09;9.78;2.35;0.06;2.21;2.45;5.38;11.60;0.463;0.89;2.29;0.388;4.21;4.80;0.878
Wesley Matthews;2010-2011;REG;Trail Blazers;82;33.64;15.85;0.59;2.56;3.15;2.00;1.24;0.11;1.68;2.38;5.37;11.94;0.449;1.88;4.61;0.407;3.24;3.84;0.844
Jason Terry;2010-2011;REG;Mavericks;82;31.27;15.77;0.29;1.57;1.87;4.07;1.13;0.16;2.04;1.71;6.00;13.30;0.451;1.55;4.28;0.362;2.22;2.61;0.850
Gerald Wallace;2010-2011;REG;Bobcats, Trail Blazers;71;37.93;15.68;1.56;6.45;8.01;2.44;1.48;0.89;2.14;2.58;5.44;11.99;0.454;0.87;2.62;0.333;3.93;5.27;0.746
Danilo Gallinari;2010-2011;REG;Knicks, Nuggets;62;33.94;15.65;0.95;3.97;4.92;1.68;0.82;0.44;1.34;2.32;4.27;10.32;0.414;1.66;4.73;0.352;5.44;6.31;0.862
Jason Richardson;2010-2011;REG;Suns, Magic;80;33.94;15.61;0.84;3.30;4.14;1.84;1.16;0.16;1.19;2.03;5.90;13.20;0.447;2.36;5.99;0.395;1.45;1.99;0.730
Raymond Felton;2010-2011;REG;Knicks, Nuggets;75;36.50;15.52;0.64;2.95;3.59;8.33;1.67;0.15;2.95;2.00;5.69;13.40;0.425;1.55;4.39;0.353;2.59;3.21;0.805
Rodney Stuckey;2010-2011;REG;Pistons;70;31.19;15.46;1.00;2.09;3.09;5.16;1.09;0.14;2.21;2.53;5.19;11.81;0.439;0.37;1.29;0.289;4.71;5.44;0.866
Al Horford;2010-2011;REG;Hawks;77;35.11;15.30;2.36;6.96;9.32;3.45;0.77;1.04;1.55;2.51;6.66;11.96;0.557;0.03;0.05;0.501;1.95;2.44;0.798
Wilson Chandler;2010-2011;REG;Knicks, Nuggets;72;33.34;15.28;1.04;4.63;5.67;1.67;0.67;1.31;1.44;2.76;5.96;13.24;0.450;1.56;4.44;0.350;1.81;2.24;0.807
Devin Harris;2010-2011;REG;Nets, Jazz;71;31.74;15.20;0.24;2.14;2.38;7.08;0.99;0.10;2.92;2.30;4.83;11.45;0.422;0.82;2.54;0.322;4.72;5.66;0.833
Caron Butler;2010-2011;REG;Mavericks;29;29.90;15.03;0.76;3.31;4.07;1.59;0.97;0.28;1.69;2.03;5.86;13.03;0.450;0.97;2.24;0.431;2.34;3.03;0.773
Elton Brand;2010-2011;REG;76ers;81;34.68;15.02;2.93;5.42;8.35;1.48;1.14;1.31;1.25;3.01;6.20;12.11;0.512;0.00;0.01;0.000;2.63;3.37;0.780
Kevin Garnett;2010-2011;REG;Celtics;71;31.26;14.87;1.17;7.72;8.89;2.41;1.34;0.80;1.62;2.08;6.11;11.58;0.528;0.01;0.07;0.200;2.63;3.06;0.862
Steve Nash;2010-2011;REG;Suns;75;33.29;14.75;0.53;2.93;3.47;11.40;0.64;0.05;3.53;1.16;5.32;10.81;0.492;1.08;2.73;0.395;3.03;3.32;0.912
Nene;2010-2011;REG;Nuggets;75;30.55;14.55;1.93;5.68;7.61;1.99;1.12;0.97;1.79;3.17;5.36;8.72;0.615;0.01;0.07;0.199;3.81;5.36;0.711
Lamar Odom;2010-2011;REG;Lakers;82;32.18;14.39;2.13;6.52;8.66;3.04;0.57;0.74;1.70;2.44;5.77;10.89;0.530;0.83;2.17;0.382;2.02;3.00;0.675
D.J. Augustin;2010-2011;REG;Bobcats;82;33.62;14.37;0.46;2.28;2.74;6.07;0.66;0.04;1.89;1.85;4.87;11.68;0.416;1.35;4.06;0.333;3.28;3.62;0.906
Jamal Crawford;2010-2011;REG;Hawks;76;30.22;14.17;0.29;1.42;1.71;3.17;0.75;0.18;1.91;1.28;4.84;11.50;0.421;1.57;4.59;0.341;2.92;3.42;0.854
Richard Hamilton;2010-2011;REG;Pistons;55;27.24;14.13;0.44;1.85;2.29;3.11;0.71;0.07;1.60;1.73;5.24;12.20;0.429;1.00;2.62;0.382;2.65;3.13;0.849
DeMarcus Cousins;2010-2011;REG;Kings;81;28.51;14.11;2.68;5.95;8.63;2.52;1.05;0.84;3.31;4.10;5.33;12.40;0.430;0.04;0.22;0.167;3.41;4.96;0.687
Andre Iguodala;2010-2011;REG;76ers;67;36.84;14.10;0.91;4.87;5.78;6.30;1.51;0.57;2.06;1.63;5.04;11.33;0.445;0.91;2.70;0.337;3.10;4.48;0.693
Tayshaun Prince;2010-2011;REG;Pistons;78;32.84;14.08;1.00;3.22;4.22;2.76;0.38;0.53;1.05;1.15;6.06;12.83;0.473;0.44;1.26;0.347;1.51;2.15;0.702
John Salmons;2010-2011;REG;Bucks;73;34.99;14.03;0.37;3.27;3.64;3.45;0.99;0.38;1.88;2.15;5.11;12.30;0.415;1.14;3.00;0.379;2.67;3.29;0.812
Vince Carter;2010-2011;REG;Magic, Suns;73;28.11;14.00;0.74;3.03;3.77;2.00;0.92;0.27;1.23;2.64;5.33;12.21;0.437;1.59;4.40;0.361;1.75;2.37;0.740
Mo Williams;2010-2011;REG;Cavaliers, Clippers;58;30.84;14.00;0.36;2.28;2.64;6.55;0.91;0.17;2.95;2.59;5.02;12.59;0.399;1.36;4.21;0.324;2.60;3.05;0.853
Jrue Holiday;2010-2011;REG;76ers;82;35.38;13.96;0.83;3.22;4.05;6.48;1.46;0.35;2.66;2.48;5.44;12.18;0.446;0.99;2.71;0.365;2.10;2.55;0.823
JJ Hickson;2010-2011;REG;Cavaliers;80;28.20;13.81;2.71;5.98;8.69;1.14;0.60;0.68;2.16;2.69;5.36;11.70;0.458;0.00;0.06;0.000;3.09;4.59;0.673
Beno Udrih;2010-2011;REG;Kings;79;34.60;13.75;0.52;2.84;3.35;4.89;1.19;0.11;1.78;2.29;5.22;10.43;0.500;0.82;2.30;0.357;2.49;2.89;0.864
Louis Williams;2010-2011;REG;76ers;75;23.30;13.69;0.43;1.56;1.99;3.36;0.63;0.23;1.36;1.71;4.31;10.60;0.406;1.17;3.37;0.348;3.91;4.75;0.823
Mike Conley;2010-2011;REG;Grizzlies;81;35.45;13.67;0.40;2.65;3.05;6.52;1.78;0.22;2.17;2.25;5.22;11.77;0.444;0.99;2.68;0.369;2.23;3.05;0.733
Kyle Lowry;2010-2011;REG;Rockets;75;34.18;13.48;1.19;2.93;4.12;6.67;1.36;0.31;2.11;2.76;4.60;10.79;0.426;1.72;4.57;0.376;2.56;3.35;0.765
Tim Duncan;2010-2011;REG;Spurs;76;28.37;13.45;2.22;6.70;8.92;2.67;0.66;1.92;1.61;1.57;5.51;11.03;0.500;0.00;0.05;0.000;2.42;3.38;0.716
Jeff Green;2010-2011;REG;Thunder, Celtics;75;32.37;13.31;0.97;3.83;4.80;1.44;0.71;0.49;1.32;2.80;4.91;10.93;0.449;0.85;2.81;0.303;2.64;3.25;0.811
Ramon Sessions;2010-2011;REG;Cavaliers;81;26.33;13.27;0.57;2.58;3.15;5.17;0.74;0.10;2.20;1.15;4.47;9.58;0.466;0.04;0.19;0.200;4.30;5.22;0.823
Leandro Barbosa;2010-2011;REG;Raptors;58;24.05;13.26;0.24;1.47;1.71;2.05;0.86;0.10;1.45;1.93;5.07;11.26;0.450;1.24;3.67;0.338;1.88;2.36;0.796
Grant Hill;2010-2011;REG;Suns;80;30.11;13.20;0.96;3.26;4.23;2.50;0.80;0.44;1.68;2.30;4.99;10.31;0.484;0.56;1.43;0.395;2.66;3.21;0.829
Anthony Morrow;2010-2011;REG;Nets;58;32.01;13.17;0.64;2.33;2.97;1.17;0.33;0.12;0.93;2.33;4.81;10.69;0.450;1.90;4.48;0.423;1.66;1.84;0.897
Darren Collison;2010-2011;REG;Pacers;79;29.88;13.15;0.51;2.34;2.85;5.10;1.10;0.18;2.46;1.38;5.04;11.01;0.457;0.52;1.57;0.331;2.56;2.94;0.871
Jameer Nelson;2010-2011;REG;Magic;76;30.51;13.12;0.49;2.49;2.97;6.00;0.99;0.04;2.55;2.75;4.92;11.03;0.446;1.57;3.91;0.401;1.71;2.13;0.802
Baron Davis;2010-2011;REG;Clippers, Cavaliers;58;28.44;13.10;0.60;2.09;2.69;6.74;1.34;0.48;2.52;2.47;4.98;11.95;0.417;1.40;4.12;0.339;1.74;2.26;0.771
CJ Miles;2010-2011;REG;Jazz;78;25.24;12.82;0.69;2.58;3.27;1.73;0.95;0.49;1.19;2.83;4.69;11.53;0.407;1.40;4.35;0.322;2.04;2.51;0.811
Marcus Thornton;2010-2011;REG;Hornets, Kings;73;24.32;12.78;0.84;2.70;3.53;1.85;0.88;0.12;1.27;1.51;4.79;11.05;0.434;1.21;3.29;0.367;1.99;2.52;0.788
Andrew Bogut;2010-2011;REG;Bucks;65;35.34;12.77;3.06;8.02;11.08;2.02;0.72;2.58;1.92;3.34;5.65;11.42;0.495;0.00;0.06;0.000;1.48;3.34;0.442
Thaddeus Young;2010-2011;REG;76ers;82;26.03;12.74;1.87;3.43;5.29;1.00;1.10;0.32;1.21;2.07;5.59;10.33;0.541;0.07;0.27;0.273;1.50;2.12;0.707
Andre Miller;2010-2011;REG;Trail Blazers;81;32.71;12.70;1.20;2.53;3.73;6.99;1.41;0.15;2.43;2.11;4.79;10.42;0.460;0.05;0.46;0.108;3.07;3.60;0.853
Channing Frye;2010-2011;REG;Suns;77;33.00;12.68;0.84;5.82;6.66;1.25;0.60;1.03;0.95;3.53;4.65;10.77;0.432;2.22;5.70;0.390;1.16;1.39;0.832
Roy Hibbert;2010-2011;REG;Pacers;81;27.71;12.65;2.25;5.28;7.53;2.05;0.41;1.75;2.28;3.16;5.06;10.99;0.461;0.00;0.05;0.000;2.53;3.40;0.745
Arron Afflalo;2010-2011;REG;Nuggets;69;33.69;12.57;0.65;2.99;3.64;2.43;0.49;0.45;1.03;2.22;4.52;9.09;0.498;1.52;3.59;0.423;2.00;2.36;0.847
Shawn Marion;2010-2011;REG;Mavericks;80;28.16;12.49;2.10;4.79;6.89;1.38;0.85;0.63;1.63;1.80;5.43;10.43;0.520;0.06;0.41;0.152;1.58;2.05;0.768
Chris Kaman;2010-2011;REG;Clippers;32;26.17;12.41;1.59;5.44;7.03;1.44;0.50;1.50;1.81;2.34;5.53;11.75;0.471;0.00;0.00;0.000;1.34;1.78;0.754
Nicolas Batum;2010-2011;REG;Trail Blazers;80;31.52;12.38;1.36;3.15;4.51;1.54;0.85;0.61;1.04;2.43;4.59;10.09;0.455;1.48;4.28;0.345;1.73;2.05;0.841
J.R. Smith;2010-2011;REG;Nuggets;79;24.91;12.27;0.57;3.51;4.08;2.22;1.16;0.20;1.27;2.19;4.32;9.92;0.435;1.57;4.03;0.390;2.06;2.80;0.738
Brandon Roy;2010-2011;REG;Trail Blazers;47;27.87;12.19;0.60;1.98;2.57;2.74;0.79;0.26;1.17;1.62;4.45;11.13;0.400;0.81;2.43;0.333;2.49;2.94;0.848
James Harden;2010-2011;REG;Thunder;82;26.69;12.17;0.51;2.60;3.11;2.15;1.12;0.29;1.29;2.52;3.63;8.34;0.436;1.38;3.95;0.349;3.52;4.18;0.843
Corey Maggette;2010-2011;REG;Bucks;67;20.90;12.01;0.66;2.94;3.60;1.25;0.31;0.07;1.90;2.61;3.78;8.34;0.453;0.42;1.16;0.359;4.04;4.85;0.834
Carl Landry;2010-2011;REG;Kings, Hornets;76;26.43;11.88;2.17;2.39;4.57;0.83;0.53;0.42;1.43;2.58;4.54;9.04;0.502;0.00;0.05;0.000;2.80;3.79;0.740
Luke Ridnour;2010-2011;REG;Timberwolves;71;30.41;11.83;0.52;2.28;2.80;5.41;1.25;0.14;2.23;2.06;4.49;9.59;0.468;1.14;2.59;0.440;1.70;1.93;0.883
Marc Gasol;2010-2011;REG;Grizzlies;81;31.93;11.74;1.90;5.12;7.02;2.47;0.91;1.68;1.80;3.27;4.49;8.53;0.527;0.04;0.09;0.428;2.72;3.63;0.748
Glen Davis;2010-2011;REG;Celtics;78;29.46;11.73;1.29;4.15;5.45;1.18;1.00;0.38;1.09;2.96;4.60;10.27;0.448;0.03;0.19;0.133;2.50;3.40;0.736
Rashard Lewis;2010-2011;REG;Magic, Wizards;57;32.01;11.72;1.25;3.84;5.09;1.61;0.91;0.53;1.53;2.79;4.42;10.21;0.433;1.53;4.28;0.357;1.35;1.68;0.802
Andrei Kirilenko;2010-2011;REG;Jazz;64;31.23;11.72;1.56;3.55;5.11;3.00;1.27;1.16;1.83;1.77;3.95;8.47;0.467;0.56;1.53;0.367;3.25;4.22;0.770
Joakim Noah;2010-2011;REG;Bulls;48;32.82;11.69;3.79;6.58;10.38;2.23;1.00;1.50;1.88;3.25;4.40;8.38;0.525;0.00;0.02;0.000;2.90;3.92;0.739
Jordan Crawford;2010-2011;REG;Hawks, Wizards;42;24.44;11.67;0.74;1.76;2.50;2.79;0.93;0.07;1.98;1.50;4.57;11.90;0.384;0.79;3.05;0.258;1.74;2.00;0.869
Ty Lawson;2010-2011;REG;Nuggets;80;26.28;11.66;0.84;1.78;2.61;4.71;1.00;0.05;1.71;1.66;4.33;8.60;0.503;0.86;2.14;0.404;2.15;2.81;0.764
Daniel Gibson;2010-2011;REG;Cavaliers;67;27.83;11.64;0.36;2.28;2.64;3.00;0.72;0.31;1.19;2.30;3.94;9.85;0.400;1.76;4.37;0.403;2.00;2.43;0.822
George Hill;2010-2011;REG;Spurs;76;28.26;11.63;0.32;2.30;2.62;2.54;0.87;0.28;1.30;2.01;3.78;8.33;0.453;1.01;2.68;0.377;3.07;3.55;0.863
Carlos Delfino;2010-2011;REG;Bucks;49;32.46;11.53;0.49;3.59;4.08;2.29;1.55;0.16;1.16;1.47;4.08;10.47;0.390;2.14;5.80;0.370;1.22;1.53;0.800
Andrew Bynum;2010-2011;REG;Lakers;54;27.77;11.33;3.15;6.26;9.41;1.35;0.35;1.96;1.37;2.59;4.39;7.65;0.574;0.00;0.00;0.000;2.56;3.87;0.660
Drew Gooden;2010-2011;REG;Bucks;35;24.57;11.31;2.09;4.71;6.80;1.34;0.60;0.51;1.31;2.80;4.46;10.34;0.431;0.09;0.57;0.150;2.31;2.91;0.794
O.J. Mayo;2010-2011;REG;Grizzlies;71;26.33;11.31;0.49;1.90;2.39;2.04;1.03;0.37;1.39;1.79;4.28;10.52;0.407;1.35;3.72;0.364;1.39;1.85;0.756
Boris Diaw;2010-2011;REG;Bobcats;82;33.88;11.27;1.28;3.77;5.05;4.11;0.90;0.56;2.02;2.32;4.65;9.44;0.492;0.95;2.76;0.345;1.02;1.50;0.683
Brandon Bass;2010-2011;REG;Magic;76;26.05;11.24;1.76;3.82;5.58;0.75;0.36;0.68;1.28;2.09;4.37;8.49;0.515;0.00;0.03;0.000;2.50;3.07;0.815
Ben Gordon;2010-2011;REG;Pistons;82;25.99;11.23;0.50;1.88;2.38;2.09;0.59;0.20;1.72;2.17;4.13;9.39;0.440;1.30;3.24;0.402;1.66;1.95;0.850
Mike Dunleavy;2010-2011;REG;Pacers;61;27.59;11.18;0.46;4.07;4.52;1.72;0.66;0.49;1.13;1.75;3.93;8.52;0.462;1.67;4.16;0.402;1.64;2.05;0.800
Linas Kleiza;2010-2011;REG;Raptors;39;26.46;11.18;0.95;3.59;4.54;1.03;0.49;0.18;1.67;2.54;4.56;10.41;0.438;1.00;3.36;0.298;1.05;1.67;0.631
Charlie Villanueva;2010-2011;REG;Pistons;76;21.92;11.05;0.66;3.22;3.88;0.63;0.55;0.55;0.87;2.30;4.12;9.32;0.442;1.64;4.25;0.387;1.17;1.53;0.767
Trevor Ariza;2010-2011;REG;Hornets;75;34.67;11.01;0.81;4.63;5.44;2.16;1.60;0.41;1.57;2.40;4.04;10.16;0.398;1.09;3.61;0.303;1.84;2.63;0.700
Richard Jefferson;2010-2011;REG;Spurs;81;30.35;11.00;0.67;3.16;3.83;1.32;0.47;0.42;1.15;2.02;3.75;7.93;0.474;1.67;3.79;0.440;1.83;2.41;0.759
Tyler Hansbrough;2010-2011;REG;Pacers;70;21.94;10.96;2.07;3.16;5.23;0.59;0.53;0.21;1.09;2.29;4.07;8.76;0.465;0.00;0.03;0.000;2.81;3.61;0.779
Hedo Turkoglu;2010-2011;REG;Suns, Magic;81;31.36;10.83;0.56;3.84;4.40;4.23;0.89;0.42;1.63;3.05;3.98;8.91;0.446;1.57;3.83;0.410;1.31;1.93;0.679
Gilbert Arenas;2010-2011;REG;Wizards, Magic;70;25.66;10.79;0.31;2.39;2.70;3.91;1.06;0.30;2.53;2.69;3.84;10.49;0.366;1.39;4.67;0.297;1.71;2.19;0.784
Aaron Brooks;2010-2011;REG;Rockets, Suns;59;21.77;10.75;0.34;0.98;1.32;3.95;0.58;0.05;1.68;1.95;3.73;9.95;0.375;1.19;4.00;0.297;2.10;2.37;0.886
Ryan Anderson;2010-2011;REG;Magic;64;22.26;10.64;2.02;3.53;5.55;0.81;0.47;0.59;0.77;2.14;3.53;8.20;0.430;2.09;5.33;0.393;1.48;1.83;0.812
Rajon Rondo;2010-2011;REG;Celtics;68;37.16;10.60;1.28;3.09;4.37;11.18;2.25;0.16;3.44;1.76;4.68;9.85;0.475;0.15;0.63;0.233;1.10;1.94;0.568
Jared Dudley;2010-2011;REG;Suns;82;26.09;10.57;1.35;2.52;3.88;1.32;1.06;0.24;0.94;1.70;3.66;7.67;0.477;1.28;3.09;0.415;1.98;2.66;0.743
Toney Douglas;2010-2011;REG;Knicks;81;24.33;10.57;0.80;2.21;3.01;3.01;1.10;0.05;1.10;2.19;3.88;9.32;0.416;1.77;4.73;0.373;1.05;1.32;0.794
