Player;Season;Season Type;Team;Games;Min;Pts;OReb;Dreb;Reb;Ast;Stl;Blk;TO;PF;FGM;FGA;FG%;3PTM;3PTA;3PT%;FTM;FTA;FT%
Dirk Nowitzki;2012-2013;REG;Mavericks;53;31.35;17.30;0.70;6.15;6.85;2.49;0.72;0.70;1.32;1.75;6.47;13.74;0.471;1.23;2.96;0.414;3.13;3.64;0.860
David West;2012-2013;REG;Pacers;73;33.36;17.12;1.99;5.73;7.71;2.92;1.01;0.95;2.15;2.04;6.88;13.82;0.498;0.05;0.26;0.211;3.32;4.32;0.768
DeMarcus Cousins;2012-2013;REG;Kings;75;30.52;17.07;2.96;6.99;9.95;2.65;1.44;0.73;3.00;3.59;6.43;13.81;0.465;0.05;0.29;0.182;4.16;5.64;0.738
Dwight Howard;2012-2013;REG;Lakers;76;35.81;17.05;3.30;9.13;12.43;1.42;1.11;2.45;2.96;3.83;6.18;10.70;0.578;0.01;0.08;0.167;4.67;9.49;0.492
Eric Gordon;2012-2013;REG;Hornets;42;30.09;16.98;0.24;1.60;1.83;3.26;1.07;0.19;2.79;1.79;5.60;13.90;0.402;1.33;4.12;0.324;4.45;5.29;0.842
Chris Paul;2012-2013;REG;Clippers;70;33.36;16.94;0.76;2.99;3.74;9.69;2.41;0.14;2.27;2.04;5.89;12.23;0.481;1.09;3.31;0.328;4.09;4.61;0.885
Ty Lawson;2012-2013;REG;Nuggets;73;34.42;16.66;0.49;2.22;2.71;6.86;1.47;0.11;2.49;1.85;6.14;13.30;0.461;1.16;3.18;0.366;3.22;4.26;0.756
Chris Bosh;2012-2013;REG;Heat;74;33.16;16.65;1.77;5.00;6.77;1.66;0.89;1.36;1.73;2.27;6.55;12.26;0.535;0.28;1.00;0.284;3.26;4.08;0.798
Klay Thompson;2012-2013;REG;Warriors;82;35.80;16.57;0.39;3.34;3.73;2.24;1.05;0.55;1.91;2.89;6.20;14.70;0.422;2.57;6.41;0.401;1.61;1.91;0.841
Arron Afflalo;2012-2013;REG;Magic;64;36.04;16.52;0.45;3.28;3.73;3.22;0.63;0.17;2.16;2.14;6.20;14.14;0.439;1.13;3.75;0.300;2.98;3.48;0.857
Jamal Crawford;2012-2013;REG;Clippers;76;29.35;16.51;0.29;1.39;1.68;2.54;1.04;0.17;1.92;0.93;5.86;13.37;0.438;1.96;5.21;0.376;2.84;3.26;0.871
Luol Deng;2012-2013;REG;Bulls;75;38.71;16.49;2.16;4.19;6.35;2.96;1.08;0.43;1.92;1.40;6.21;14.57;0.426;1.00;3.11;0.322;3.07;3.76;0.816
Nikola Pekovic;2012-2013;REG;Timberwolves;62;31.60;16.31;3.71;5.08;8.79;0.85;0.69;0.81;1.63;2.31;6.21;11.95;0.520;0.00;0.00;0.000;3.89;5.23;0.744
Joe Johnson;2012-2013;REG;Nets;72;36.70;16.25;0.74;2.29;3.03;3.51;0.68;0.19;1.71;1.38;6.18;14.61;0.423;2.06;5.49;0.375;1.83;2.24;0.820
Carlos Boozer;2012-2013;REG;Bulls;79;32.23;16.22;2.22;7.54;9.76;2.27;0.84;0.35;2.23;3.03;6.89;14.43;0.477;0.00;0.03;0.000;2.44;3.34;0.731
Danilo Gallinari;2012-2013;REG;Nuggets;71;32.52;16.18;0.92;4.25;5.17;2.48;0.90;0.51;1.56;1.83;5.13;12.27;0.418;1.90;5.10;0.373;4.03;4.90;0.822
Ryan Anderson;2012-2013;REG;Hornets;81;30.90;16.16;2.36;4.05;6.41;1.20;0.52;0.38;1.20;2.21;5.83;13.77;0.423;2.63;6.88;0.382;1.88;2.22;0.844
Greg Monroe;2012-2013;REG;Pistons;81;33.18;16.02;2.91;6.68;9.59;3.47;1.30;0.68;2.89;2.35;6.35;13.06;0.486;0.00;0.05;0.000;3.33;4.84;0.689
Gerald Henderson;2012-2013;REG;Bobcats;68;31.37;15.51;0.81;2.87;3.68;2.60;1.00;0.50;1.59;2.19;5.62;12.57;0.447;0.49;1.47;0.330;3.79;4.60;0.824
Chandler Parsons;2012-2013;REG;Rockets;76;36.29;15.49;1.04;4.28;5.32;3.54;0.99;0.42;1.93;1.95;6.00;12.36;0.486;2.00;5.20;0.385;1.49;2.04;0.729
Zach Randolph;2012-2013;REG;Grizzlies;76;34.30;15.38;4.08;7.16;11.24;1.42;0.80;0.41;1.97;2.37;6.20;13.47;0.460;0.03;0.30;0.087;2.96;3.95;0.750
O.J. Mayo;2012-2013;REG;Mavericks;82;35.53;15.30;0.44;3.11;3.55;4.40;1.13;0.28;2.56;2.38;5.62;12.51;0.449;1.73;4.26;0.407;2.33;2.84;0.820
Tyreke Evans;2012-2013;REG;Kings;65;31.02;15.18;0.86;3.55;4.42;3.52;1.38;0.42;1.97;2.05;5.63;11.77;0.478;0.69;2.05;0.338;3.23;4.17;0.775
Glen Davis;2012-2013;REG;Magic;34;31.30;15.06;1.62;5.62;7.24;2.06;0.94;0.62;1.88;2.59;6.29;14.06;0.448;0.00;0.06;0.000;2.47;3.44;0.718
Thaddeus Young;2012-2013;REG;Sixers;76;34.59;14.83;2.39;5.12;7.51;1.64;1.75;0.72;1.18;2.51;6.70;12.61;0.531;0.01;0.11;0.125;1.42;2.47;0.574
Wesley Matthews;2012-2013;REG;Trail Blazers;69;34.82;14.81;0.51;2.26;2.77;2.52;1.30;0.26;1.58;2.49;5.10;11.71;0.436;2.45;6.16;0.398;2.16;2.71;0.797
Kevin Garnett;2012-2013;REG;Celtics;68;29.74;14.76;1.10;6.69;7.79;2.34;1.15;0.91;1.62;2.26;6.21;12.50;0.496;0.03;0.24;0.125;2.32;2.96;0.786
Goran Dragic;2012-2013;REG;Suns;77;33.52;14.73;0.78;2.31;3.09;7.39;1.61;0.34;2.75;2.78;5.21;11.77;0.443;1.14;3.58;0.319;3.17;4.23;0.748
Jameer Nelson;2012-2013;REG;Magic;56;35.30;14.68;0.41;3.32;3.73;7.38;1.27;0.11;2.75;2.88;5.46;13.93;0.392;2.16;6.34;0.341;1.59;1.82;0.873
Dion Waiters;2012-2013;REG;Cavaliers;61;28.79;14.66;0.36;2.08;2.44;3.00;0.97;0.26;1.98;1.85;5.51;13.36;0.412;1.03;3.33;0.310;2.61;3.49;0.746
Mike Conley;2012-2013;REG;Grizzlies;80;34.46;14.60;0.54;2.28;2.81;6.09;2.18;0.30;2.36;2.14;5.18;11.75;0.440;1.33;3.66;0.362;2.93;3.53;0.830
Jeff Teague;2012-2013;REG;Hawks;80;32.86;14.58;0.31;1.94;2.25;7.24;1.46;0.35;2.88;2.26;5.49;12.18;0.451;1.11;3.10;0.359;2.49;2.83;0.881
Paul Millsap;2012-2013;REG;Jazz;78;30.45;14.55;2.27;4.83;7.10;2.58;1.31;1.03;1.77;2.97;5.50;11.22;0.490;0.17;0.50;0.333;3.38;4.56;0.742
Ramon Sessions;2012-2013;REG;Bobcats;61;27.07;14.36;0.44;2.33;2.77;3.77;0.79;0.11;1.70;1.49;4.52;11.08;0.408;0.54;1.75;0.308;4.77;5.69;0.839
Nicolas Batum;2012-2013;REG;Trail Blazers;73;38.44;14.34;1.33;4.32;5.64;4.93;1.25;1.14;2.60;1.90;4.82;11.41;0.423;2.26;6.08;0.372;2.44;2.88;0.848
Amar'e Stoudemire;2012-2013;REG;Knicks;29;23.51;14.24;2.07;2.93;5.00;0.45;0.34;0.72;1.72;3.07;5.31;9.21;0.577;0.00;0.00;0.000;3.62;4.48;0.808
George Hill;2012-2013;REG;Pacers;76;34.47;14.16;0.62;3.12;3.74;4.67;1.07;0.34;1.53;1.76;5.08;11.46;0.443;1.71;4.64;0.368;2.29;2.80;0.817
Louis Williams;2012-2013;REG;Hawks;39;28.69;14.13;0.21;1.85;2.05;3.56;1.13;0.26;1.90;1.41;4.79;11.36;0.422;1.85;5.03;0.367;2.69;3.10;0.868
Gordon Hayward;2012-2013;REG;Jazz;72;29.23;14.13;0.71;2.42;3.13;2.96;0.81;0.53;1.67;1.74;4.67;10.74;0.435;1.42;3.42;0.415;3.38;4.08;0.827
Anderson Varejao;2012-2013;REG;Cavaliers;25;36.04;14.12;5.52;8.92;14.44;3.36;1.48;0.56;1.76;2.72;5.52;11.56;0.478;0.00;0.20;0.000;3.08;4.08;0.755
JJ Redick;2012-2013;REG;Magic, Bucks;78;30.51;14.10;0.22;1.97;2.19;3.79;0.49;0.12;1.77;1.50;4.90;11.28;0.434;2.12;5.78;0.366;2.19;2.44;0.900
Marc Gasol;2012-2013;REG;Grizzlies;80;34.95;14.09;2.30;5.48;7.78;3.98;1.00;1.74;1.96;3.19;5.36;10.86;0.494;0.01;0.18;0.071;3.35;3.95;0.848
Kevin Martin;2012-2013;REG;Thunder;77;27.74;13.99;0.40;1.91;2.31;1.38;0.94;0.10;1.31;1.79;4.55;10.10;0.450;2.05;4.82;0.426;2.84;3.19;0.890
Raymond Felton;2012-2013;REG;Knicks;68;34.01;13.94;0.75;2.10;2.85;5.47;1.38;0.21;2.28;1.91;5.54;12.97;0.427;1.37;3.79;0.360;1.49;1.88;0.789
Bradley Beal;2012-2013;REG;Wizards;56;31.16;13.93;0.77;3.00;3.77;2.45;0.89;0.52;1.61;2.02;5.04;12.27;0.410;1.63;4.21;0.386;2.23;2.84;0.786
Isaiah Thomas;2012-2013;REG;Kings;79;26.85;13.92;0.37;1.67;2.04;4.00;0.85;0.04;1.77;2.11;4.63;10.53;0.440;1.46;4.06;0.358;3.20;3.63;0.882
Greivis Vasquez;2012-2013;REG;Hornets;78;34.43;13.88;0.55;3.77;4.32;9.03;0.85;0.08;3.17;2.44;5.62;12.97;0.433;1.06;3.12;0.342;1.59;1.97;0.805
Rajon Rondo;2012-2013;REG;Celtics;38;37.44;13.74;1.13;4.45;5.58;11.05;1.84;0.24;3.89;2.53;5.92;12.24;0.484;0.32;1.32;0.240;1.58;2.45;0.645
Pau Gasol;2012-2013;REG;Lakers;49;33.77;13.73;2.27;6.33;8.59;4.08;0.49;1.24;2.12;1.90;5.51;11.82;0.466;0.16;0.57;0.286;2.55;3.63;0.702
Anthony Davis;2012-2013;REG;Hornets;64;28.84;13.55;2.58;5.58;8.16;0.98;1.17;1.75;1.39;2.47;5.45;10.56;0.516;0.00;0.09;0.000;2.64;3.52;0.751
Vince Carter;2012-2013;REG;Mavericks;81;25.84;13.43;0.72;3.41;4.12;2.40;0.91;0.53;1.31;2.79;4.59;10.56;0.435;2.00;4.93;0.406;2.25;2.75;0.816
Jeremy Lin;2012-2013;REG;Rockets;82;32.20;13.35;0.39;2.62;3.01;6.06;1.63;0.35;2.88;2.50;4.83;10.94;0.441;1.06;3.13;0.339;2.63;3.35;0.785
Evan Turner;2012-2013;REG;Sixers;82;35.27;13.34;0.68;5.62;6.30;4.32;0.87;0.21;2.28;2.40;5.38;12.84;0.419;0.71;1.94;0.365;1.88;2.54;0.740
Brandon Knight;2012-2013;REG;Pistons;75;31.55;13.32;0.72;2.57;3.29;4.04;0.77;0.11;2.73;2.09;4.76;11.71;0.407;1.60;4.36;0.367;2.20;3.00;0.733
Serge Ibaka;2012-2013;REG;Thunder;80;31.08;13.19;2.78;4.94;7.71;0.54;0.35;3.03;1.56;2.66;5.58;9.73;0.573;0.25;0.71;0.351;1.79;2.39;0.749
Ersan Ilyasova;2012-2013;REG;Bucks;73;27.56;13.18;2.11;5.01;7.12;1.60;0.93;0.49;1.03;2.53;5.08;11.00;0.462;1.30;2.93;0.444;1.71;2.15;0.796
Nate Robinson;2012-2013;REG;Bulls;82;25.44;13.10;0.35;1.89;2.24;4.37;1.04;0.12;1.76;2.52;4.87;11.23;0.433;1.72;4.24;0.405;1.65;2.06;0.799
Nikola Vucevic;2012-2013;REG;Magic;77;33.23;13.09;3.55;8.36;11.91;1.86;0.79;1.03;1.83;2.83;5.99;11.55;0.519;0.00;0.04;0.000;1.12;1.64;0.683
Wilson Chandler;2012-2013;REG;Nuggets;43;25.10;13.02;1.05;4.02;5.07;1.35;1.05;0.28;1.40;2.77;4.88;10.58;0.462;1.21;2.93;0.413;2.05;2.58;0.793
Andre Iguodala;2012-2013;REG;Nuggets;80;34.74;12.98;1.03;4.26;5.29;5.41;1.74;0.65;2.58;1.59;4.95;10.99;0.451;1.14;3.59;0.317;1.94;3.38;0.574
Jarrett Jack;2012-2013;REG;Warriors;79;29.73;12.95;0.27;2.81;3.08;5.56;0.76;0.14;1.99;1.70;4.90;10.85;0.452;1.04;2.57;0.404;2.11;2.51;0.843
Mo Williams;2012-2013;REG;Jazz;46;30.82;12.87;0.52;1.87;2.39;6.20;1.00;0.20;2.72;2.28;4.98;11.59;0.430;1.28;3.35;0.383;1.63;1.85;0.882
Jeff Green;2012-2013;REG;Celtics;81;27.80;12.79;0.68;3.25;3.93;1.58;0.69;0.84;1.63;2.16;4.64;9.95;0.467;0.86;2.25;0.385;2.64;3.27;0.808
Luis Scola;2012-2013;REG;Suns;82;26.64;12.78;1.93;4.67;6.60;2.22;0.82;0.43;1.54;3.13;5.27;11.16;0.472;0.04;0.20;0.188;2.21;2.80;0.787
JJ Hickson;2012-2013;REG;Trail Blazers;80;29.03;12.73;3.33;7.03;10.35;1.10;0.60;0.64;1.81;2.00;5.23;9.30;0.562;0.00;0.03;0.000;2.28;3.35;0.679
Steve Nash;2012-2013;REG;Lakers;50;32.54;12.72;0.52;2.32;2.84;6.66;0.60;0.10;2.52;1.40;4.72;9.50;0.497;1.14;2.60;0.438;2.14;2.32;0.922
Marcus Thornton;2012-2013;REG;Kings;72;23.98;12.72;0.69;1.82;2.51;1.26;0.85;0.06;0.94;1.46;4.61;10.75;0.429;1.96;5.26;0.372;1.54;1.75;0.881
Andrea Bargnani;2012-2013;REG;Raptors;35;28.64;12.66;0.74;2.91;3.66;1.09;0.60;0.66;1.54;1.83;4.86;12.17;0.399;1.09;3.51;0.309;1.86;2.20;0.844
Nene;2012-2013;REG;Wizards;61;27.20;12.56;1.66;5.02;6.67;2.90;0.90;0.61;2.28;2.80;4.67;9.74;0.480;0.00;0.02;0.000;3.21;4.41;0.729
Metta World Peace;2012-2013;REG;Lakers;75;33.73;12.39;1.35;3.61;4.96;1.49;1.63;0.56;1.31;2.64;4.43;10.99;0.403;1.88;5.49;0.342;1.65;2.25;0.734
Andrei Kirilenko;2012-2013;REG;Timberwolves;64;31.78;12.36;1.59;4.06;5.66;2.77;1.50;0.97;1.86;1.28;4.44;8.75;0.507;0.55;1.88;0.292;2.94;3.91;0.752
Shawn Marion;2012-2013;REG;Mavericks;67;30.00;12.12;2.18;5.66;7.84;2.43;1.12;0.69;1.54;1.66;5.30;10.30;0.514;0.34;1.09;0.315;1.18;1.51;0.782
Corey Brewer;2012-2013;REG;Nuggets;82;24.43;12.07;0.67;2.20;2.87;1.51;1.44;0.28;1.24;1.88;4.57;10.77;0.425;1.11;3.74;0.296;1.82;2.63;0.690
Darren Collison;2012-2013;REG;Mavericks;81;29.28;12.00;0.38;2.32;2.70;5.12;1.23;0.10;2.14;1.72;4.21;8.94;0.471;0.59;1.68;0.353;2.99;3.40;0.880
Derrick Williams;2012-2013;REG;Timberwolves;78;24.56;11.96;1.23;4.28;5.51;0.59;0.56;0.47;1.29;1.63;4.33;10.08;0.430;0.83;2.51;0.332;2.46;3.49;0.706
Joakim Noah;2012-2013;REG;Bulls;66;36.76;11.88;3.94;7.17;11.11;3.97;1.18;2.14;2.67;2.80;4.59;9.55;0.481;0.00;0.08;0.000;2.70;3.59;0.751
Kawhi Leonard;2012-2013;REG;Spurs;58;31.21;11.88;1.09;4.88;5.97;1.60;1.67;0.55;1.07;1.71;4.48;9.07;0.494;1.12;3.00;0.374;1.79;2.17;0.825
Roy Hibbert;2012-2013;REG;Pacers;79;28.72;11.86;3.75;4.56;8.30;1.43;0.49;2.61;2.05;3.53;4.87;10.87;0.448;0.01;0.05;0.251;2.10;2.84;0.741
Manu Ginobili;2012-2013;REG;Spurs;60;23.22;11.75;0.50;2.85;3.35;4.57;1.33;0.22;2.20;1.90;3.82;8.98;0.425;1.38;3.92;0.353;2.73;3.43;0.796
Tristan Thompson;2012-2013;REG;Cavaliers;82;31.27;11.67;3.73;5.70;9.43;1.32;0.73;0.87;1.50;2.85;4.76;9.74;0.488;0.00;0.04;0.000;2.16;3.55;0.608
Jordan Crawford;2012-2013;REG;Wizards, Celtics;70;24.40;11.63;0.63;2.36;2.99;3.21;0.56;0.10;2.01;1.51;4.30;10.36;0.415;1.19;3.51;0.337;1.84;2.27;0.811
Kyle Lowry;2012-2013;REG;Raptors;68;29.71;11.63;0.82;3.90;4.72;6.40;1.38;0.35;2.31;3.21;3.68;9.16;0.401;1.49;4.10;0.362;2.79;3.51;0.795
Kenneth Faried;2012-2013;REG;Nuggets;80;28.09;11.54;3.25;5.93;9.18;0.96;1.01;1.04;1.41;2.93;4.75;8.61;0.552;0.00;0.00;0.000;2.04;3.33;0.613
Rodney Stuckey;2012-2013;REG;Pistons;76;28.57;11.53;0.57;2.22;2.79;3.55;0.67;0.22;1.76;1.67;4.00;9.84;0.406;0.72;2.39;0.302;2.80;3.58;0.783
Luke Ridnour;2012-2013;REG;Timberwolves;82;30.17;11.45;0.50;2.01;2.51;3.79;1.00;0.18;1.59;2.28;4.48;9.89;0.453;0.80;2.59;0.311;1.70;2.00;0.848
Martell Webster;2012-2013;REG;Wizards;76;28.95;11.43;0.70;3.17;3.87;1.88;0.64;0.22;1.18;2.18;3.70;8.37;0.442;1.83;4.33;0.422;2.21;2.61;0.848
Robin Lopez;2012-2013;REG;Hornets;82;26.05;11.33;2.76;2.88;5.63;0.78;0.39;1.56;1.34;2.04;4.68;8.77;0.534;0.00;0.00;0.000;1.96;2.52;0.778
Jose Calderon;2012-2013;REG;Raptors, Pistons;73;29.58;11.32;0.27;2.14;2.41;7.10;0.79;0.11;1.73;1.36;4.27;8.70;0.491;1.78;3.86;0.461;0.99;1.10;0.900
Jose Juan Barea;2012-2013;REG;Timberwolves;74;23.15;11.27;0.46;2.34;2.80;3.97;0.43;0.00;1.96;1.77;4.27;10.24;0.417;1.31;3.78;0.346;1.42;1.81;0.784
CJ Miles;2012-2013;REG;Cavaliers;65;20.98;11.22;0.37;2.31;2.68;0.97;0.75;0.26;1.06;2.12;3.92;9.45;0.415;1.94;5.05;0.384;1.43;1.65;0.869
Ben Gordon;2012-2013;REG;Bobcats;75;20.80;11.20;0.24;1.49;1.73;1.88;0.47;0.21;1.81;1.79;4.13;10.13;0.408;1.51;3.89;0.387;1.43;1.69;0.843
Marcin Gortat;2012-2013;REG;Suns;61;30.75;11.15;2.10;6.36;8.46;1.23;0.66;1.61;1.62;2.08;4.84;9.28;0.521;0.00;0.05;0.000;1.48;2.26;0.652
Spencer Hawes;2012-2013;REG;Sixers;82;27.24;11.04;2.11;5.09;7.20;2.23;0.29;1.38;1.60;2.84;4.59;9.89;0.464;0.38;1.06;0.356;1.49;1.91;0.777
Tobias Harris;2012-2013;REG;Bucks, Magic;55;23.61;10.96;1.33;3.89;5.22;1.25;0.58;0.80;1.20;2.18;4.24;9.31;0.455;0.62;1.96;0.315;1.87;2.49;0.752
Kyle Korver;2012-2013;REG;Hawks;74;30.53;10.95;0.31;3.65;3.96;1.97;0.95;0.50;0.95;2.30;3.74;8.12;0.461;2.55;5.59;0.457;0.91;1.05;0.859
Ray Allen;2012-2013;REG;Heat;79;25.76;10.92;0.51;2.24;2.75;1.71;0.85;0.19;1.30;1.63;3.70;8.24;0.449;1.76;4.20;0.419;1.77;2.00;0.886
Jared Dudley;2012-2013;REG;Suns;79;27.47;10.90;1.00;2.10;3.10;2.57;0.95;0.10;1.28;1.62;3.96;8.47;0.468;1.34;3.43;0.391;1.63;2.05;0.796
Jason Thompson;2012-2013;REG;Kings;82;27.86;10.87;2.10;4.60;6.70;1.02;0.59;0.74;1.23;2.77;4.56;9.09;0.502;0.00;0.04;0.000;1.74;2.51;0.694
Carl Landry;2012-2013;REG;Warriors;81;23.16;10.79;2.22;3.74;5.96;0.80;0.43;0.38;1.42;2.35;4.01;7.43;0.540;0.01;0.04;0.332;2.75;3.37;0.817
Randy Foye;2012-2013;REG;Jazz;82;27.43;10.76;0.21;1.34;1.55;2.04;0.80;0.33;1.12;2.32;3.57;9.00;0.397;2.17;5.29;0.410;1.44;1.76;0.819
Ricky Rubio;2012-2013;REG;Timberwolves;57;29.66;10.67;0.77;3.25;4.02;7.33;2.40;0.09;3.02;2.51;3.25;9.02;0.360;0.47;1.61;0.293;3.70;4.63;0.799
Alan Anderson;2012-2013;REG;Raptors;65;23.00;10.66;0.52;1.75;2.28;1.58;0.74;0.11;1.23;2.02;3.63;9.48;0.383;1.46;4.38;0.333;1.94;2.26;0.857
Byron Mullens;2012-2013;REG;Bobcats;53;26.94;10.64;1.34;5.02;6.36;1.53;0.64;0.60;1.40;2.08;4.09;10.62;0.385;1.25;3.92;0.317;1.21;1.87;0.646
Nick Young;2012-2013;REG;Sixers;59;23.92;10.64;0.41;1.80;2.20;1.42;0.61;0.24;0.85;1.42;3.80;9.19;0.413;1.27;3.56;0.357;1.78;2.17;0.820
Carlos Delfino;2012-2013;REG;Rockets;67;25.22;10.57;0.27;3.01;3.28;2.01;1.01;0.13;1.07;1.70;3.75;9.25;0.405;2.36;6.28;0.375;0.72;0.84;0.857
Jason Richardson;2012-2013;REG;Sixers;33;28.38;10.52;0.58;3.27;3.85;1.55;1.21;0.45;0.79;1.73;4.09;10.18;0.402;1.73;5.06;0.341;0.61;1.00;0.606
