"","K","epoch","Train-TP","Train-FP","Train-TN","Train-FN","Train-%","CE-Train","Val-TP","Val-FP","Val-TN","Val-FN","Val-%","CE-Val"
"1",1,20,0,0,215,215,0.5,886.684524610508,0,0,3904,216,0.947572815533981,713.426195918039
"2",1,40,0,0,215,215,0.5,879.507970143504,0,0,3904,216,0.947572815533981,685.535078393947
"3",1,60,0,0,215,215,0.5,870.916053886867,0,0,3904,216,0.947572815533981,673.632826184746
"4",1,80,0,0,215,215,0.5,861.791169980984,0,0,3904,216,0.947572815533981,666.723214423366
"5",1,100,0,0,215,215,0.5,852.482275186123,0,0,3904,216,0.947572815533981,661.508613056933
"6",1,120,0,0,215,215,0.5,843.106163517731,0,0,3904,216,0.947572815533981,656.966715522402
"7",1,140,0,0,215,215,0.5,833.700671494828,0,0,3904,216,0.947572815533981,652.779300973972
"8",1,160,0,0,215,215,0.5,824.278147038111,0,0,3904,216,0.947572815533981,648.851886372131
"9",1,180,0,0,215,215,0.5,814.842821692751,0,0,3904,216,0.947572815533981,645.162619877384
"10",1,200,0,0,215,215,0.5,805.396403503265,0,0,3904,216,0.947572815533981,641.713771152935
"11",1,220,0,0,215,215,0.5,795.939902778604,0,0,3904,216,0.947572815533981,638.515822024271
"12",1,240,0,0,215,215,0.5,786.474248197826,0,0,3904,216,0.947572815533981,635.582080328839
"13",1,260,0,0,215,215,0.5,777.00050753556,0,0,3904,216,0.947572815533981,632.926751053585
"14",1,280,0,0,215,215,0.5,767.519973691082,0,0,3904,216,0.947572815533981,630.564178060829
"15",1,300,0,0,215,215,0.5,758.034200163934,0,0,3904,216,0.947572815533981,628.508510576215
"16",1,320,0,0,215,215,0.5,748.545013628876,0,0,3904,216,0.947572815533981,626.773549695795
"17",1,340,0,0,215,215,0.5,739.05451331724,0,0,3904,216,0.947572815533981,625.372693102486
"18",1,360,0,0,215,215,0.5,729.565061403839,0,0,3904,216,0.947572815533981,624.318948048332
"19",1,380,0,0,215,215,0.5,720.079267055875,0,0,3904,216,0.947572815533981,623.624997997656
"20",1,400,0,0,215,215,0.5,710.599966434107,0,0,3904,216,0.947572815533981,623.303311954262
"21",1,420,0,0,215,215,0.5,701.13020082387,0,0,3904,216,0.947572815533981,623.366285769904
"22",1,440,0,0,215,215,0.5,691.673194919858,0,0,3904,216,0.947572815533981,623.826404455889
"23",1,460,0,0,215,215,0.5,682.232337021277,0,0,3904,216,0.947572815533981,624.696414578534
"24",1,480,0,0,215,215,0.5,672.811162521797,0,0,3904,216,0.947572815533981,625.989496412336
"25",1,500,0,0,215,215,0.5,663.413341640188,0,0,3904,216,0.947572815533981,627.719426602715
"26",1,520,0,0,215,215,0.5,654.042671879071,0,0,3904,216,0.947572815533981,629.900723515604
"27",1,540,0,0,215,215,0.5,644.703075263319,0,0,3904,216,0.947572815533981,632.548769064539
"28",1,560,0,0,215,215,0.5,635.398600029778,0,0,3904,216,0.947572815533981,635.6799024578
"29",1,580,0,0,215,215,0.5,626.133426137386,0,0,3904,216,0.947572815533981,639.311482872389
"30",1,600,0,0,215,215,0.5,616.911873750521,0,0,3904,216,0.947572815533981,643.461919445335
"31",1,620,0,0,215,215,0.5,607.738413717595,0,0,3904,216,0.947572815533981,648.150668118058
"32",1,640,0,0,215,215,0.5,598.617679011968,0,0,3904,216,0.947572815533981,653.398195750744
"33",1,660,0,0,215,215,0.5,589.554476109896,0,0,3904,216,0.947572815533981,659.225912545668
"34",1,680,0,0,215,215,0.5,580.553795334426,0,0,3904,216,0.947572815533981,665.65607420716
"35",1,700,0,0,215,215,0.5,571.620819279724,0,0,3904,216,0.947572815533981,672.711655464299
"36",1,720,0,0,215,215,0.5,562.760928534149,0,0,3904,216,0.947572815533981,680.416196640632
"37",1,740,0,0,215,215,0.5,553.979704031804,0,0,3904,216,0.947572815533981,688.793624927284
"38",1,760,0,0,215,215,0.5,545.282925474441,0,0,3904,216,0.947572815533981,697.868051952441
"39",1,780,0,0,215,215,0.5,536.676565374182,0,0,3904,216,0.947572815533981,707.663549187003
"40",1,800,0,0,215,215,0.5,528.166778370844,0,0,3904,216,0.947572815533981,718.203902720696
"41",1,820,0,0,215,215,0.5,519.759885576437,0,0,3904,216,0.947572815533981,729.512349013641
"42",1,840,0,0,215,215,0.5,511.462353795044,0,0,3904,216,0.947572815533981,741.611293394717
"43",1,860,0,0,215,215,0.5,503.280769561386,0,0,3904,216,0.947572815533981,754.522013349784
"44",1,880,0,0,215,215,0.5,495.221808038568,0,0,3904,216,0.947572815533981,768.264349021724
"45",1,900,0,0,215,215,0.5,487.292196916844,0,0,3904,216,0.947572815533981,782.856383822018
"46",1,920,0,0,215,215,0.5,479.498675562498,0,0,3904,216,0.947572815533981,798.314118615542
"47",1,940,0,0,215,215,0.5,471.847949779471,0,0,3904,216,0.947572815533981,814.651143561374
"48",1,960,0,0,215,215,0.5,464.346642665742,0,0,3904,216,0.947572815533981,831.878312342514
"49",1,980,0,0,215,215,0.5,457.001242169338,0,0,3904,216,0.947572815533981,850.003424156721
"50",1,1000,0,0,215,215,0.5,449.818046072365,0,0,3904,216,0.947572815533981,869.030919426382
