"","K","epoch","Train-TP","Train-FP","Train-TN","Train-FN","Train-%","CE-Train","Val-TP","Val-FP","Val-TN","Val-FN","Val-%","CE-Val"
"1",4,50,134,55,3838,81,0.966893865628043,333.688716491709,121,62,3842,95,0.961893203883495,357.632262056425
"2",4,100,134,56,3837,81,0.966650438169426,333.556534004399,121,62,3842,95,0.961893203883495,357.524528070472
"3",4,150,134,57,3836,81,0.966407010710808,333.513898996671,121,62,3842,95,0.961893203883495,357.476452380826
"4",4,200,134,58,3835,81,0.966163583252191,333.501181821386,121,62,3842,95,0.961893203883495,357.442863021147
"5",4,250,134,58,3835,81,0.966163583252191,333.492597301228,121,62,3842,95,0.961893203883495,357.407957124129
"6",4,300,134,58,3835,81,0.966163583252191,333.481068775629,122,62,3842,94,0.962135922330097,357.36873960809
"7",4,350,134,58,3835,81,0.966163583252191,333.467606468637,122,62,3842,94,0.962135922330097,357.327167030307
"8",4,400,134,57,3836,81,0.966407010710808,333.45597357173,122,62,3842,94,0.962135922330097,357.286474117283
"9",4,450,134,57,3836,81,0.966407010710808,333.450139143865,122,62,3842,94,0.962135922330097,357.249624615937
"10",4,500,134,57,3836,81,0.966407010710808,333.453195643956,122,62,3842,94,0.962135922330097,357.218822065574
"11",4,550,134,58,3835,81,0.966163583252191,333.466982591198,122,62,3842,94,0.962135922330097,357.195465289457
"12",4,600,134,58,3835,81,0.966163583252191,333.491974259204,122,62,3842,94,0.962135922330097,357.18018806888
"13",4,650,134,58,3835,81,0.966163583252191,333.527219201872,122,62,3842,94,0.962135922330097,357.172819573731
"14",4,700,134,60,3833,81,0.965676728334956,333.570299275851,122,62,3842,94,0.962135922330097,357.172265652498
"15",4,750,134,61,3832,81,0.965433300876339,333.617391183423,122,62,3842,94,0.962135922330097,357.176419885648
"16",4,800,134,62,3831,81,0.965189873417722,333.663544129245,122,63,3841,94,0.961893203883495,357.182243087191
"17",4,850,134,62,3831,81,0.965189873417722,333.703233035832,122,63,3841,94,0.961893203883495,357.186097787374
"18",4,900,134,62,3831,81,0.965189873417722,333.731137958831,122,63,3841,94,0.961893203883495,357.184317492644
"19",4,950,134,62,3831,81,0.965189873417722,333.742990010873,122,63,3841,94,0.961893203883495,357.173879705298
"20",4,1000,134,62,3831,81,0.965189873417722,333.736267514767,122,63,3841,94,0.961893203883495,357.152990005326
"21",4,1050,134,62,3831,81,0.965189873417722,333.710554514159,122,63,3841,94,0.961893203883495,357.121402625171
"22",4,1100,134,60,3833,81,0.965676728334956,333.667477265995,122,62,3842,94,0.962135922330097,357.080392641412
"23",4,1150,134,59,3834,81,0.965920155793573,333.610266249947,122,62,3842,94,0.962135922330097,357.032413126645
"24",4,1200,134,58,3835,81,0.966163583252191,333.543093925313,122,62,3842,94,0.962135922330097,356.980563801423
"25",4,1250,134,57,3836,81,0.966407010710808,333.47037461238,122,61,3843,94,0.962378640776699,356.928031116455
"26",4,1300,133,55,3838,82,0.966650438169426,333.396181584896,121,61,3843,95,0.962135922330097,356.87763226538
"27",4,1350,133,55,3838,82,0.966650438169426,333.323866030269,121,61,3843,95,0.962135922330097,356.831533249457
"28",4,1400,133,55,3838,82,0.966650438169426,333.255889123119,121,61,3843,95,0.962135922330097,356.791146682429
"29",4,1450,133,54,3839,82,0.966893865628043,333.193827201205,121,61,3843,95,0.962135922330097,356.757171063521
"30",4,1500,133,54,3839,82,0.966893865628043,333.138488391268,121,61,3843,95,0.962135922330097,356.729716007186
"31",4,1550,133,54,3839,82,0.966893865628043,333.090081102707,121,61,3843,95,0.962135922330097,356.708461573547
"32",4,1600,132,53,3840,83,0.966893865628043,333.048389591108,121,61,3843,95,0.962135922330097,356.692814199579
"33",4,1650,132,52,3841,83,0.96713729308666,333.012929595428,121,61,3843,95,0.962135922330097,356.682038051566
"34",4,1700,131,50,3843,84,0.967380720545277,332.983072096973,121,61,3843,95,0.962135922330097,356.675353895039
"35",4,1750,131,50,3843,84,0.967380720545277,332.958133459296,120,61,3843,96,0.961893203883495,356.672006193811
"36",4,1800,131,50,3843,84,0.967380720545277,332.937435829528,120,61,3843,96,0.961893203883495,356.671303545157
"37",4,1850,131,50,3843,84,0.967380720545277,332.920343927222,120,61,3843,96,0.961893203883495,356.672638970396
"38",4,1900,130,49,3844,85,0.967380720545277,332.906284534883,119,61,3843,97,0.961650485436893,356.675496265177
"39",4,1950,130,49,3844,85,0.967380720545277,332.894754170063,119,60,3844,97,0.961893203883495,356.67944751885
"40",4,2000,130,49,3844,85,0.967380720545277,332.885319235078,119,60,3844,97,0.961893203883495,356.684145627012
"41",4,2050,130,49,3844,85,0.967380720545277,332.877611775738,117,60,3844,99,0.961407766990291,356.689314450064
"42",4,2100,130,49,3844,85,0.967380720545277,332.871322998622,117,60,3844,99,0.961407766990291,356.694738331553
"43",4,2150,130,49,3844,85,0.967380720545277,332.866195940841,117,60,3844,99,0.961407766990291,356.700251998136
"44",4,2200,130,48,3845,85,0.967624148003895,332.86201814112,117,60,3844,99,0.961407766990291,356.705731385389
"45",4,2250,130,48,3845,85,0.967624148003895,332.858614787425,117,60,3844,99,0.961407766990291,356.71108562303
"46",4,2300,129,47,3846,86,0.967624148003895,332.85584257246,117,60,3844,99,0.961407766990291,356.716250223273
"47",4,2350,129,47,3846,86,0.967624148003895,332.853584336291,117,60,3844,99,0.961407766990291,356.721181408891
"48",4,2400,129,47,3846,86,0.967624148003895,332.851744486541,117,60,3844,99,0.961407766990291,356.725851464316
"49",4,2450,129,47,3846,86,0.967624148003895,332.850245138682,117,60,3844,99,0.961407766990291,356.730244973141
"50",4,2500,129,47,3846,86,0.967624148003895,332.849022897161,117,60,3844,99,0.961407766990291,356.734355804902
"51",4,2550,129,47,3846,86,0.967624148003895,332.848026191715,117,60,3844,99,0.961407766990291,356.738184723836
"52",4,2600,129,47,3846,86,0.967624148003895,332.847213085916,117,60,3844,99,0.961407766990291,356.741737506969
"53",4,2650,129,47,3846,86,0.967624148003895,332.846549481924,117,60,3844,99,0.961407766990291,356.74502347481
"54",4,2700,129,47,3846,86,0.967624148003895,332.846007654454,117,60,3844,99,0.961407766990291,356.748054353462
"55",4,2750,128,47,3846,87,0.967380720545277,332.845565056366,117,59,3845,99,0.961650485436893,356.750843401062
"56",4,2800,128,47,3846,87,0.967380720545277,332.845203347089,117,59,3845,99,0.961650485436893,356.753404743715
"57",4,2850,128,47,3846,87,0.967380720545277,332.844907603185,117,59,3845,99,0.961650485436893,356.755752876603
"58",4,2900,128,47,3846,87,0.967380720545277,332.844665677355,117,59,3845,99,0.961650485436893,356.757902294601
"59",4,2950,128,47,3846,87,0.967380720545277,332.844467678165,117,58,3846,99,0.961893203883495,356.75986722391
"60",4,3000,128,47,3846,87,0.967380720545277,332.84430554782,117,58,3846,99,0.961893203883495,356.761661432103
"61",4,3050,128,47,3846,87,0.967380720545277,332.844172719487,117,58,3846,99,0.961893203883495,356.763298098585
"62",4,3100,128,47,3846,87,0.967380720545277,332.844063839141,117,58,3846,99,0.961893203883495,356.764789731341
"63",4,3150,128,47,3846,87,0.967380720545277,332.843974539712,117,58,3846,99,0.961893203883495,356.766148118829
"64",4,3200,128,47,3846,87,0.967380720545277,332.843901257634,117,58,3846,99,0.961893203883495,356.767384308263
"65",4,3250,128,47,3846,87,0.967380720545277,332.843841083789,117,58,3846,99,0.961893203883495,356.768508603483
"66",4,3300,128,47,3846,87,0.967380720545277,332.843791642325,117,58,3846,99,0.961893203883495,356.769530577081
"67",4,3350,128,47,3846,87,0.967380720545277,332.843750992101,117,58,3846,99,0.961893203883495,356.770459092688
"68",4,3400,128,47,3846,87,0.967380720545277,332.843717546509,117,58,3846,99,0.961893203883495,356.7713023342
"69",4,3450,128,47,3846,87,0.967380720545277,332.843690008193,117,58,3846,99,0.961893203883495,356.772067839565
"70",4,3500,128,47,3846,87,0.967380720545277,332.84366731588,117,58,3846,99,0.961893203883495,356.772762537238
"71",4,3550,128,47,3846,87,0.967380720545277,332.843648601074,117,58,3846,99,0.961893203883495,356.773392783931
"72",4,3600,128,47,3846,87,0.967380720545277,332.843633152753,117,58,3846,99,0.961893203883495,356.773964402597
"73",4,3650,128,47,3846,87,0.967380720545277,332.843620388557,117,58,3846,99,0.961893203883495,356.774482719916
"74",4,3700,128,47,3846,87,0.967380720545277,332.843609831326,117,58,3846,99,0.961893203883495,356.774952602714
"75",4,3750,128,47,3846,87,0.967380720545277,332.84360108991,117,58,3846,99,0.961893203883495,356.775378492944
"76",4,3800,128,47,3846,87,0.967380720545277,332.843593843531,117,58,3846,99,0.961893203883495,356.775764440999
"77",4,3850,128,47,3846,87,0.967380720545277,332.84358782899,117,58,3846,99,0.961893203883495,356.776114137178
"78",4,3900,128,47,3846,87,0.967380720545277,332.843582830237,117,58,3846,99,0.961893203883495,356.77643094123
"79",4,3950,128,47,3846,87,0.967380720545277,332.843578669823,117,58,3846,99,0.961893203883495,356.77671790999
"80",4,4000,128,47,3846,87,0.967380720545277,332.843575201931,117,58,3846,99,0.961893203883495,356.776977823079
