"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",7.04901213647232,-0.200968347282739,-0.448333226051844,-2.41519102382499,-0.239577048517374,-0.882877034804857,-0.721002022409086,-2.72272132150501,-1.25696002451073,0.500881960864915,-0.837692999462803
