"","K","epoch","Train-TP","Train-FP","Train-TN","Train-FN","Train-%","CE-Train","Val-TP","Val-FP","Val-TN","Val-FN","Val-%","CE-Val"
"1",4,20,105,0,215,110,0.744186046511628,262.4955252703,180,656,3248,36,0.832038834951456,1024.09676688318
"2",4,40,124,0,215,91,0.788372093023256,239.971891414406,215,727,3177,1,0.823300970873786,1236.96167773592
"3",4,60,129,0,215,86,0.8,230.814029114989,215,746,3158,1,0.81868932038835,1322.1242408096
"4",4,80,130,0,215,85,0.802325581395349,223.962739275044,215,753,3151,1,0.816990291262136,1375.90536211599
"5",4,100,133,0,215,82,0.809302325581395,217.712550899259,215,766,3138,1,0.813834951456311,1420.6832777222
"6",4,120,133,1,214,82,0.806976744186046,211.714666829192,215,774,3130,1,0.811893203883495,1462.21430867531
"7",4,140,134,1,214,81,0.809302325581395,205.88884782794,215,786,3118,1,0.808980582524272,1502.30724009509
"8",4,160,134,1,214,81,0.809302325581395,200.215101777257,215,794,3110,1,0.807038834951456,1541.71188773439
"9",4,180,137,1,214,78,0.816279069767442,194.688713579058,215,809,3095,1,0.803398058252427,1580.82678059788
"10",4,200,140,1,214,75,0.823255813953488,189.309550422022,215,819,3085,1,0.800970873786408,1619.89652479994
"11",4,220,143,2,213,72,0.827906976744186,184.079124978378,215,828,3076,1,0.79878640776699,1659.07981554631
"12",4,240,144,2,213,71,0.830232558139535,178.999589863878,215,838,3066,1,0.796359223300971,1698.47973978258
"13",4,260,144,2,213,71,0.830232558139535,174.073292264641,215,851,3053,1,0.793203883495146,1738.16046957498
"14",4,280,145,2,213,70,0.832558139534884,169.302530927115,216,866,3038,0,0.789805825242718,1778.15771449394
"15",4,300,146,3,212,69,0.832558139534884,164.689405494094,216,881,3023,0,0.786165048543689,1818.48572662846
"16",4,320,149,3,212,66,0.83953488372093,160.235716219657,216,886,3018,0,0.78495145631068,1859.1421850193
"17",4,340,152,3,212,63,0.846511627906977,155.942894440626,216,902,3002,0,0.781067961165049,1900.11170472091
"18",4,360,154,3,212,61,0.851162790697674,151.811953326616,216,913,2991,0,0.778398058252427,1941.36843179403
"19",4,380,158,3,212,57,0.86046511627907,147.843452979193,216,920,2984,0,0.776699029126214,1982.8780244896
"20",4,400,160,4,211,55,0.862790697674419,144.03747650597,216,928,2976,0,0.774757281553398,2024.59922099989
"21",4,420,162,5,210,53,0.865116279069767,140.393615201713,216,938,2966,0,0.772330097087379,2066.48512891204
"22",4,440,164,5,210,51,0.869767441860465,136.910961844666,216,948,2956,0,0.769902912621359,2108.48432744777
"23",4,460,165,6,209,50,0.869767441860465,133.588111584935,216,957,2947,0,0.767718446601942,2150.54184311299
"24",4,480,168,6,209,47,0.876744186046512,130.423170100328,216,963,2941,0,0.76626213592233,2192.60003794904
"25",4,500,170,7,208,45,0.87906976744186,127.413768717304,216,971,2933,0,0.764320388349515,2234.59943434883
"26",4,520,171,8,207,44,0.87906976744186,124.557086109406,216,979,2925,0,0.762378640776699,2276.47948958859
