"","H","epoch","Train-TP","Train-FP","Train-TN","Train-FN","Train-%","Train-CE","Val-TP","Val-FP","Val-TN","Val-FN","Val-%","Val-CE"
"1",3,20,23,0,215,192,0.446511627906977,500.920210609882,164,258,3646,52,0.7524271844660190,563.20496042593
"2",3,40,59,0,215,156,0.362790697674419,363.237342343569,209,548,3356,7,0.747087378640781,1445.3554643764
"3",3,60,71,0,215,144,0.334883720930233,335.316382726073,212,625,3279,4,0.666699029126211,1876.69710353451
"4",3,80,95,0,215,120,0.27906976744186,285.382237668959,216,681,3223,0,0.625291262135922,2680.44621368554
"5",3,100,114,0,215,101,0.234883720930233,239.465654639102,216,762,3142,0,0.58495145631068,3090.87051529243
"6",3,120,111,0,215,104,0.241860465116279,242.695020266353,216,755,3149,0,0.533252427184466,3062.91343036903
"7",3,140,112,0,215,103,0.23953488372093,233.423713045824,216,772,3132,0,0.487378640776699,3297.90787324575
"8",3,160,116,0,215,99,0.230232558139535,218.737787715943,216,787,3117,0,0.461019417475728,3615.64758092701
"9",3,180,122,0,215,93,0.216279069767442,204.645148162656,216,801,3103,0,0.444417475728155,3883.72423847261
"10",3,200,125,1,214,90,0.211627906976744,192.347106877672,216,817,3087,0,0.418300970873786,4076.17378472325
"11",3,220,132,1,214,83,0.195348837209302,179.293477452125,216,836,3068,0,0.372912621359223,4224.02056747655
"12",3,240,143,1,214,72,0.169767441860465,154.881791721136,216,868,3036,0,0.360679611650485,4473.99462802285
"13",3,260,145,1,214,70,0.165116279069767,146.212429163811,216,877,3027,0,0.342864077669903,4592.18636026534
"14",3,280,149,1,214,66,0.155813953488372,140.313860119079,216,880,3024,0,0.333592233009709,4688.94266736213
"15",3,300,150,1,214,65,0.153488372093023,135.610634621158,216,886,3018,0,0.33204854368932,4784.32672244217
"16",3,320,150,1,214,65,0.153488372093023,131.660354279173,216,891,3013,0,0.31026213592233,4879.46394123826
"17",3,340,151,1,214,64,0.151162790697674,128.186352512473,216,897,3007,0,0.307718446601942,4973.57624500931
"18",3,360,151,1,214,64,0.151162790697674,125.027936054771,216,900,3004,0,0.300446601941748,5065.68690962593
"19",3,380,151,1,214,64,0.151162790697674,122.101925993219,216,903,3001,0,0.289174757281553,5155.16309239535
"20",3,400,152,1,214,63,0.148837209302326,119.363570400781,216,906,2998,0,0.269902912621359,5241.77369325235
"21",3,420,153,1,214,62,0.146511627906977,116.784162783392,216,909,2995,0,0.220631067961165,5325.56881968883
"22",3,440,154,1,214,61,0.144186046511628,114.342026453684,216,909,2995,0,0.210631067961165,5406.73353283045
"23",3,460,155,1,214,60,0.141860465116279,112.018837504485,216,909,2995,0,0.200631067961165,5485.45621563321
"24",3,480,155,1,214,60,0.141860465116279,109.797132877302,216,910,2994,0,0.220873786407767,5561.73668218702
"25",3,500,155,1,214,60,0.141860465116279,107.657462066078,216,910,2994,0,0.220873786407767,5634.93366614754
"26",3,520,156,1,214,59,0.13953488372093,105.580729612215,216,913,2991,0,0.221601941747573,5703.28212946889
"27",3,540,156,1,214,59,0.13953488372093,103.568686867247,216,913,2991,0,0.221601941747573,5765.70642714955
"28",3,560,156,1,214,59,0.13953488372093,101.639579633945,216,917,2987,0,0.222572815533981,5824.05230452142
"29",3,580,156,1,214,59,0.13953488372093,99.7993678526913,216,919,2985,0,0.223058252427184,5880.88781969852
"30",3,600,157,1,214,58,0.137209302325581,98.0441468114959,216,919,2985,0,0.223058252427184,5937.76142853003
"31",3,620,157,1,214,58,0.137209302325581,96.3685467964788,216,920,2984,0,0.223300970873786,5995.07777029923
"32",3,640,157,1,214,58,0.137209302325581,94.7702776614833,216,922,2982,0,0.22378640776699,6052.64512886422
"33",3,660,160,1,214,55,0.130232558139535,93.2502834609387,216,923,2981,0,0.224029126213592,6110.0997705278
"34",3,680,160,1,214,55,0.130232558139535,91.8110975167216,216,923,2981,0,0.224029126213592,6167.05323702257
"35",3,700,160,1,214,55,0.130232558139535,90.4551414253874,216,924,2980,0,0.224271844660194,6223.12651711336
"36",3,720,160,1,214,55,0.130232558139535,89.1835677080147,216,926,2978,0,0.224757281553398,6277.96638450392
"37",3,740,160,1,214,55,0.130232558139535,87.9958077727803,216,928,2976,0,0.225242718446602,6331.26821918718
"38",3,760,161,1,214,54,0.127906976744186,86.8897027591627,216,929,2975,0,0.225485436893204,6382.80414502085
"39",3,780,161,1,214,54,0.127906976744186,85.8619339781235,216,931,2973,0,0.225970873786408,6432.44700748604
"40",3,800,161,1,214,54,0.127906976744186,84.9084664784204,216,932,2972,0,0.22621359223301,6480.17804646812
"41",3,820,161,1,214,54,0.127906976744186,84.0248440440553,216,932,2972,0,0.22621359223301,6526.07020774641
"42",3,840,162,1,214,53,0.125581395348837,83.2063535518882,216,934,2970,0,0.226699029126214,6570.25046457345
"43",3,860,162,1,214,53,0.125581395348837,82.4481698662644,216,936,2968,0,0.227184466019417,6612.85627719511
"44",3,880,163,1,214,52,0.123255813953488,81.745534265663,216,940,2964,0,0.228155339805825,6654.00350825884
"45",3,900,163,1,214,52,0.123255813953488,81.0939265082327,216,940,2964,0,0.228155339805825,6693.77396657182
"46",3,920,164,1,214,51,0.12093023255814,80.4891764175304,216,943,2961,0,0.228883495145631,6732.21907102756
"47",3,940,164,2,213,51,0.123255813953488,79.9275028286427,216,945,2959,0,0.229368932038835,6769.37088971331
"48",3,960,164,2,213,51,0.123255813953488,79.4055020137922,216,948,2956,0,0.230097087378641,6805.2537236581
"49",3,980,166,2,213,49,0.118604651162791,78.920115526556,216,952,2952,0,0.231067961165049,6839.89436725765
"50",3,1000,168,4,211,47,0.118604651162791,78.4686056621313,216,955,2949,0,0.231796116504854,6873.33650127338
