"","H","epoch","Train-TP","Train-FP","Train-TN","Train-FN","Train-%","Train-CE","Val-TP","Val-FP","Val-TN","Val-FN","Val-%","Val-CE"
"1",1,20,0,0,215,215,0.5,553.99903561965,0,0,3904,216,0.0524271844660194,515.159315227888
"2",1,40,0,0,215,215,0.5,578.999577176612,0,0,3904,216,0.0524271844660194,510.8494463874
"3",1,60,0,0,215,215,0.5,570.150478768841,0,0,3904,216,0.0524271844660194,521.929141118425
"4",1,80,0,0,215,215,0.5,563.986708440942,0,0,3904,216,0.0524271844660194,532.751537564508
"5",1,100,0,0,215,215,0.5,562.803142340971,0,0,3904,216,0.0524271844660194,540.55568856645
"6",1,120,0,0,215,215,0.5,553.121720574787,0,0,3904,216,0.0524271844660194,552.141261479015
"7",1,140,0,0,215,215,0.5,402.431376847093,0,0,3904,216,0.0524271844660194,631.058059296067
"8",1,160,0,0,215,215,0.5,438.345844162538,0,0,3904,216,0.0524271844660194,662.382012405953
"9",1,180,0,0,215,215,0.5,431.805767986002,0,0,3904,216,0.0524271844660194,668.566320308303
"10",1,200,0,0,215,215,0.5,421.866432162762,0,0,3904,216,0.0524271844660194,673.029132333413
"11",1,220,0,0,215,215,0.5,411.59837826888,0,0,3904,216,0.0524271844660194,677.951179726473
"12",1,240,0,0,215,215,0.5,401.253714074637,0,0,3904,216,0.0524271844660194,683.729858497982
"13",1,260,0,0,215,215,0.5,390.867418086521,0,0,3904,216,0.0524271844660194,690.590681477792
"14",1,280,0,0,215,215,0.5,380.435801207363,0,0,3904,216,0.0524271844660194,698.724201888099
"15",1,300,0,0,215,215,0.5,369.950256009857,0,0,3904,216,0.0524271844660194,708.306441017714
"16",1,320,0,0,215,215,0.5,359.412204990378,0,0,3904,216,0.0524271844660194,719.484710173559
"17",1,340,0,0,215,215,0.5,348.842787294944,0,0,3904,216,0.0524271844660194,732.350678133581
"18",1,360,0,0,215,215,0.5,338.3137291484,0,0,3904,216,0.0524271844660194,746.936429357318
"19",1,380,0,0,215,215,0.5,327.685644660011,0,0,3904,216,0.0524271844660194,761.997042053317
"20",1,400,0,0,215,215,0.5,319.127639920873,0,0,3904,216,0.0524271844660194,779.124829504858
"21",1,420,0,0,215,215,0.5,307.430445276948,0,0,3904,216,0.0524271844660194,801.048678598194
"22",1,440,0,0,215,215,0.5,297.001532313426,0,0,3904,216,0.0524271844660194,822.767082213161
"23",1,460,0,0,215,215,0.5,287.917884059212,0,0,3904,216,0.0524271844660194,843.63924177214
"24",1,480,0,0,215,215,0.5,278.053016132909,0,0,3904,216,0.0524271844660194,869.023974675883
"25",1,500,0,0,215,215,0.5,268.79641348251,0,0,3904,216,0.0524271844660194,895.31777745185
"26",1,520,0,0,215,215,0.5,259.707305029681,0,0,3904,216,0.0524271844660194,923.841439569645
"27",1,540,0,0,215,215,0.5,250.742841388526,0,0,3904,216,0.0524271844660194,955.055549434297
"28",1,560,0,0,215,215,0.5,242.284578050465,0,0,3904,216,0.0524271844660194,987.004377172441
"29",1,580,0,0,215,215,0.5,234.536613415769,0,0,3904,216,0.0524271844660194,1018.50479202152
"30",1,600,0,0,215,215,0.5,227.073399766179,0,0,3904,216,0.0524271844660194,1051.91773038514
"31",1,620,0,0,215,215,0.5,219.713246271612,0,0,3904,216,0.0524271844660194,1088.07787734803
"32",1,640,0,0,215,215,0.5,212.649947565048,0,0,3904,216,0.0524271844660194,1125.97176555973
"33",1,660,0,0,215,215,0.5,205.921375484889,0,0,3904,216,0.0524271844660194,1165.33572767058
"34",1,680,0,0,215,215,0.5,199.529387389869,0,0,3904,216,0.0524271844660194,1206.06748718306
"35",1,700,0,0,215,215,0.5,193.472893796699,0,0,3904,216,0.0524271844660194,1248.05714577653
"36",1,720,0,0,215,215,0.5,187.748830586394,0,0,3904,216,0.0524271844660194,1291.18492350356
"37",1,740,0,0,215,215,0.5,182.352237954741,0,0,3904,216,0.0524271844660194,1335.3235094499
"38",1,760,213,40,175,2,0.0976744186046512,177.276350891956,216,1639,2265,0,0.397815533980583,1380.34067968246
"39",1,780,213,41,174,2,0.1,172.512703612184,216,1683,2221,0,0.408495145631068,1426.10225042807
"40",1,800,213,41,174,2,0.1,168.051233947613,216,1700,2204,0,0.412621359223301,1472.47547481325
"41",1,820,213,42,173,2,0.102325581395349,163.880357701491,216,1712,2192,0,0.415533980582524,1519.33317674791
"42",1,840,213,42,173,2,0.102325581395349,159.986950627493,216,1717,2187,0,0.416747572815534,1566.55938992365
"43",1,860,213,42,173,2,0.102325581395349,156.356090681413,216,1727,2177,0,0.419174757281553,1614.0585779546
"44",1,880,213,42,173,2,0.102325581395349,152.97013759124,216,1736,2168,0,0.421359223300971,1661.77477020283
"45",1,900,213,42,173,2,0.102325581395349,149.805595446973,216,1741,2163,0,0.422572815533981,1709.74447191609
"46",1,920,213,42,173,2,0.102325581395349,146.820121499965,216,1746,2158,0,0.42378640776699,1758.30300355245
"47",1,940,213,42,173,2,0.102325581395349,143.939418122858,216,1752,2152,0,0.425242718446602,1808.33413880794
"48",1,960,213,42,173,2,0.102325581395349,141.409390415764,216,1752,2152,0,0.425242718446602,1855.66427856245
"49",1,980,213,42,173,2,0.102325581395349,139.135730415515,216,1755,2149,0,0.425970873786408,1901.42536548167
"50",1,1000,214,42,173,1,0.1,137.064740708439,216,1756,2148,0,0.42621359223301,1946.12553668522
