"","K","epoch","Train-TP","Train-FP","Train-TN","Train-FN","Train-%","CE-Train","Val-TP","Val-FP","Val-TN","Val-FN","Val-%","CE-Val"
"1",3,20,0,0,215,215,0.5,444.752092727835,0,0,3904,216,0.947572815533981,580.535025046159
"2",3,40,0,0,215,215,0.5,393.00411528943,0,0,3904,216,0.947572815533981,554.064667169462
"3",3,60,1,0,215,214,0.502325581395349,360.557954047962,110,77,3827,106,0.955582524271845,588.761770038005
"4",3,80,9,0,215,206,0.52093023255814,336.539565178569,149,164,3740,67,0.943932038834951,638.624917569713
"5",3,100,22,0,215,193,0.551162790697674,317.153073076754,160,245,3659,56,0.926941747572816,690.994680573906
"6",3,120,27,0,215,188,0.562790697674419,300.682997658631,176,287,3617,40,0.920631067961165,742.591198276788
"7",3,140,32,0,215,183,0.574418604651163,286.221492417471,184,340,3564,32,0.909708737864078,792.727922922966
"8",3,160,41,0,215,174,0.595348837209302,273.235058650224,189,392,3512,27,0.898300970873786,841.465741169643
"9",3,180,55,0,215,160,0.627906976744186,261.387128179534,195,439,3465,21,0.888349514563107,889.069770039505
"10",3,200,60,0,215,155,0.63953488372093,250.454587943284,204,482,3422,12,0.880097087378641,935.837369699898
"11",3,220,67,1,214,148,0.653488372093023,240.284108387358,210,522,3382,6,0.871844660194175,982.042113850723
"12",3,240,74,2,213,141,0.667441860465116,230.767365800534,211,565,3339,5,0.861650485436893,1027.91696499608
"13",3,260,85,2,213,130,0.693023255813954,221.826076331295,213,615,3289,3,0.85,1073.65142611308
"14",3,280,100,2,213,115,0.727906976744186,213.40250124151,214,654,3250,2,0.840776699029126,1119.39371008025
"15",3,300,107,2,213,108,0.744186046511628,205.45318277305,214,690,3214,2,0.832038834951456,1165.2545580699
"16",3,320,117,2,213,98,0.767441860465116,197.944679876328,214,745,3159,2,0.81868932038835,1211.31140858797
"17",3,340,122,3,212,93,0.776744186046512,190.850592807045,215,783,3121,1,0.809708737864078,1257.61243267406
"18",3,360,127,3,212,88,0.788372093023256,184.149448296418,215,822,3082,1,0.800242718446602,1304.18028131838
"19",3,380,136,3,212,79,0.809302325581395,177.82317780296,215,856,3048,1,0.791990291262136,1351.01552372258
"20",3,400,141,4,211,74,0.818604651162791,171.856016204882,215,877,3027,1,0.786893203883495,1398.09980287023
"21",3,420,147,7,208,68,0.825581395348837,166.233705940397,215,904,3000,1,0.780339805825243,1445.3987460045
"22",3,440,155,8,207,60,0.841860465116279,160.942927551809,215,931,2973,1,0.77378640776699,1492.86466353257
"23",3,460,158,10,205,57,0.844186046511628,155.970900547135,216,956,2948,0,0.767961165048544,1540.43906055931
"24",3,480,164,11,204,51,0.855813953488372,151.305113519136,216,982,2922,0,0.761650485436893,1588.05497534258
"25",3,500,167,12,203,48,0.86046511627907,146.933152572649,216,999,2905,0,0.75752427184466,1635.63915053092
"26",3,520,169,13,202,46,0.862790697674419,142.842604139263,216,1014,2890,0,0.753883495145631,1683.11403687318
"27",3,540,173,15,200,42,0.867441860465116,139.021013328902,216,1038,2866,0,0.748058252427184,1730.39962530352
"28",3,560,174,17,198,41,0.865116279069767,135.455882774947,216,1047,2857,0,0.745873786407767,1777.41510169968
"29",3,580,180,17,198,35,0.87906976744186,132.134699901063,216,1064,2840,0,0.741747572815534,1824.08031882762
"30",3,600,181,19,196,34,0.876744186046512,129.044982936297,216,1081,2823,0,0.737621359223301,1870.3170815995
"31",3,620,183,20,195,32,0.87906976744186,126.1743379907,216,1095,2809,0,0.734223300970874,1916.05024435116
"32",3,640,187,20,195,28,0.888372093023256,123.510521174284,216,1114,2790,0,0.729611650485437,1961.20862198418
"33",3,660,190,20,195,25,0.895348837209302,121.041501157512,216,1121,2783,0,0.727912621359223,2005.72572015196
"34",3,680,191,20,195,24,0.897674418604651,118.755518769997,216,1133,2771,0,0.725,2049.54029289202
"35",3,700,193,20,195,22,0.902325581395349,116.641141241121,216,1144,2760,0,0.722330097087379,2092.59673898339
"36",3,720,193,20,195,22,0.902325581395349,114.687309521636,216,1155,2749,0,0.719660194174757,2134.84535066449
"37",3,740,195,20,195,20,0.906976744186046,112.883377805293,216,1171,2733,0,0.715776699029126,2176.24243008934
"38",3,760,196,20,195,19,0.909302325581395,111.219144909819,216,1187,2717,0,0.711893203883495,2216.75028998749
"39",3,780,196,20,195,19,0.909302325581395,109.684877592521,216,1196,2708,0,0.709708737864078,2256.33715544325
"40",3,800,196,21,194,19,0.906976744186046,108.271326183078,216,1203,2701,0,0.708009708737864,2294.97698357957
"41",3,820,196,21,194,19,0.906976744186046,106.969733130185,216,1214,2690,0,0.705339805825243,2332.64921730625
"42",3,840,196,21,194,19,0.906976744186046,105.771835194955,216,1221,2683,0,0.703640776699029,2369.33848827079
"43",3,860,198,21,194,17,0.911627906976744,104.669860096863,216,1229,2675,0,0.701699029126214,2405.03428284131
"44",3,880,198,21,194,17,0.911627906976744,103.656518441025,216,1240,2664,0,0.699029126213592,2439.73058345358
"45",3,900,199,21,194,16,0.913953488372093,102.724991740805,216,1248,2656,0,0.697087378640777,2473.42549606271
"46",3,920,200,21,194,15,0.916279069767442,101.868917307716,216,1252,2652,0,0.696116504854369,2506.12087283141
"47",3,940,200,21,194,15,0.916279069767442,101.082370720181,216,1265,2639,0,0.692961165048544,2537.82193762435
"48",3,960,200,22,193,15,0.913953488372093,100.35984651135,216,1270,2634,0,0.691747572815534,2568.53692040839
"49",3,980,200,22,193,15,0.913953488372093,99.696237639529,216,1277,2627,0,0.69004854368932,2598.27670531405
"50",3,1000,200,22,193,15,0.913953488372093,99.0868142273114,216,1283,2621,0,0.688592233009709,2627.05449591421
