"","H","epoch","Train-TP","Train-FP","Train-TN","Train-FN","Train-%","Train-CE","Val-TP","Val-FP","Val-TN","Val-FN","Val-%","Val-CE"
"24",4,480,171,5,210,44,0.113953488372093,100.843045281757,216,1019,2885,0,0.247330097087379,5889.54202817487
"25",4,500,171,5,210,44,0.113953488372093,98.9234643128012,216,1026,2878,0,0.249029126213592,5963.22500862831
"26",4,520,173,5,210,42,0.109302325581395,97.0858767039945,216,1031,2873,0,0.250242718446602,6034.18911007603
"27",4,540,173,5,210,42,0.109302325581395,95.3163645805952,216,1036,2868,0,0.251456310679612,6102.93601751192
"28",4,560,173,5,210,42,0.109302325581395,93.5881525227697,216,1039,2865,0,0.252184466019417,6170.15977339512
"29",4,580,173,5,210,42,0.109302325581395,91.8074661679748,216,1041,2863,0,0.252669902912621,6236.98249679578
"30",4,600,175,5,210,40,0.104651162790698,89.7651057526787,216,1044,2860,0,0.253398058252427,6303.28037456944
"31",4,620,183,9,206,32,0.0953488372093023,87.3828409252219,216,1092,2812,0,0.26504854368932,6394.44699161709
"32",4,640,186,9,206,29,0.0883720930232558,83.9944706218191,216,1093,2811,0,0.265291262135922,6528.81300830346
"33",4,660,187,9,206,28,0.086046511627907,82.3723766182416,216,1097,2807,0,0.26626213592233,6597.53747453359
"34",4,680,187,9,206,28,0.086046511627907,80.8631721416377,216,1098,2806,0,0.266504854368932,6666.19080225256
"35",4,700,187,9,206,28,0.086046511627907,79.3436263514678,216,1106,2798,0,0.268446601941748,6736.16678228164
"36",4,720,190,9,206,25,0.0790697674418605,77.9935245422904,216,1109,2795,0,0.269174757281553,6803.98463260246
"37",4,740,190,9,206,25,0.0790697674418605,76.9171378078153,216,1110,2794,0,0.269417475728155,6866.74079110696
"38",4,760,191,9,206,24,0.0767441860465116,76.0154605715733,216,1113,2791,0,0.270145631067961,6925.39150723737
"39",4,780,191,9,206,24,0.0767441860465116,75.1757917411003,216,1115,2789,0,0.270631067961165,6981.38494065446
"40",4,800,191,9,206,24,0.0767441860465116,74.5426379355097,216,1115,2789,0,0.270631067961165,7019.95772608644
"41",4,820,191,9,206,24,0.0767441860465116,73.9243530262799,216,1116,2788,0,0.270873786407767,7069.93539075095
"42",4,840,191,9,206,24,0.0767441860465116,73.2203058552333,216,1118,2786,0,0.271359223300971,7120.90076492597
"43",4,860,191,9,206,24,0.0767441860465116,72.5762642918024,216,1121,2783,0,0.272087378640777,7170.23026645854
"44",4,880,191,9,206,24,0.0767441860465116,71.9719193946389,216,1124,2780,0,0.272815533980583,7218.3983020066
"45",4,900,191,9,206,24,0.0767441860465116,71.4067711544494,216,1124,2780,0,0.272815533980583,7265.27650329943
"46",4,920,191,9,206,24,0.0767441860465116,70.8791908607891,216,1124,2780,0,0.272815533980583,7310.63662884755
"47",4,940,191,9,206,24,0.0767441860465116,70.3870728572069,216,1126,2778,0,0.273300970873786,7354.28176878279
"48",4,960,191,9,206,24,0.0767441860465116,69.92825324333,216,1128,2776,0,0.27378640776699,7396.10597742617
"49",4,980,191,9,206,24,0.0767441860465116,69.5005926987428,216,1130,2774,0,0.274271844660194,7436.09453014248
"50",4,1000,191,9,206,24,0.0767441860465116,69.1020136435164,216,1131,2773,0,0.274514563106796,7474.30117768299
